Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ひととおり,ひととおりではない,N2,①成功するまでの彼の努力は、一通りではなかった。,今回の豪雨による被災地の惨状は、一通りではなかったと記者は報じた。,今回の豪雨による,被災地の,惨状は、,一通りでは,なかった,と記者は報じた。,"「今回の豪雨による」 (Do trận mưa lớn lần này) đóng vai trò định ngữ bổ nghĩa cho cụm danh từ chỉ sự việc tiếp theo. 「被災地の」 (của vùng thiên tai) bổ nghĩa cho 「惨状は、」 (thảm trạng thì - đóng vai trò chủ ngữ). 「一通りでは」 kết hợp với 「なかった」 tạo thành mẫu ngữ pháp N2 「一通りではない」 (không hề bình thường, cực kỳ nghiêm trọng). Suffix 「と記者は報じた」 (phóng viên đã đưa tin rằng...) kết nối bằng trợ từ gián tiếp 「と」."
ひとり～だけでなく,ひとりNだけでなく,N1,①子供のいじめは、ひとり日本だけでなく世界諸国の問題でもある。,報道の自由の侵害は、ひとり一国の問題であるだけでなく、民主主義そのものの危機でもある。,報道の自由の侵害は、,ひとり一国の,問題である,だけでなく、,民主主義そのものの,危機でもある。,Chủ ngữ là 「報道の自由の侵害は」 (Việc xâm hại tự do báo chí). Cấu trúc ngữ pháp N1 「ひとり～だけでなく」 mang nghĩa 「không chỉ riêng...」. 「ひとり一国の」 (không chỉ riêng một quốc gia) bổ nghĩa cho 「問題である」 (là vấn đề). 「だけでなく、」 (không chỉ... mà còn) liên kết vế trước với vế sau. 「民主主義そのものの」 (của chính nền dân chủ) bổ nghĩa cho Suffix 「危機でもある」 (cũng là cuộc khủng hoảng) nhằm nhấn mạnh mức độ nghiêm trọng.
ひとり～のみならず,ひとりNのみならず,N1,①環境汚染の問題は、ひとり我が国のみならず全世界の問題でもある。,戦争による悲劇は、ひとり交戦国のみならず、周辺のすべての国々に甚大な影響を及ぼす。,戦争による悲劇は、,ひとり交戦国,のみならず、,周辺の,すべての国々に,甚大な影響を及ぼす。,Chủ ngữ là 「戦争による悲劇は」 (Bi kịch do chiến tranh). Cấu trúc ngữ pháp N1 「ひとり～のみならず」 mang nghĩa 「không chỉ riêng...」. 「ひとり交戦国」 (không chỉ riêng các nước tham chiến) kết hợp với 「のみならず、」 (không chỉ... mà còn) để bổ nghĩa và mở rộng phạm vi ảnh hưởng. 「周辺の」 (xung quanh) bổ nghĩa cho 「すべての国々に」 (đến tất cả các quốc gia). Suffix 「甚大な影響を及ぼす」 (gây ra ảnh hưởng nghiêm trọng) đóng vai trò là vị ngữ chínhのcâu.
ふう,Nふう,N4,①あの寺は中国風だ。,その小説に描かれた洋館は、どこか西洋風だった。,その小説に描かれた,洋館は、,どこか,西洋,風,だった。,"Mệnh đề định ngữ 「その小説に描かれた」 (được miêu tả trong cuốn tiểu thuyết đó) bổ nghĩa cho danh từ 「洋館は、」 (biệt thự kiểu Tây thì). là phó từ 「どこか」 (có chút gì đó, bằng cách nào đó). 「西洋」 ghép trực tiếp với hậu tố 「風」 (phong cách, kiểu) tạo thành danh từ 「西洋風」 (kiểu Tây). Suffix 「だった」 là hệ từ chia thì quá khứ kết thúc câu kể."
ふう,～ふう＜様子＞　Naなふう　A－いふう　V－ている／V－た　ふう,N3,①そんなに嫌がっているふうでもなかった。,彼はその重大なニュースを聞いても、全く驚いているふうはなかった。,彼はその重大なニュースを,聞いても、,全く,驚いている,ふうは,なかった。,Chủ ngữ là 「彼は」 (Anh ấy). Cụm 「その重大なニュースを」 kết hợp với 「聞いても、」 (dù có nghe tin tức quan trọng đó) tạo thành vế nhượng bộ. 「全く」 (hoàn toàn) là phó từ bổ nghĩa phủ định cho Suffix 「なかった」. 「驚いている」 (đang ngạc nhiên) bổ nghĩa cho danh từ chỉ dáng vẻ 「ふうは」. Cấu trúc ngữ pháp 「～ふうはなかった」 mang nghĩa 「không có vẻ/không tỏ thái độ là...」.
ふう,こういうふう,N4,①こういうふうにやってごらん。,新しい法案について、新聞はこういうふうに批判している。,新しい法案について、,新聞は,こういう,ふう,に,批判している。,Thành phần khởi ngữ 「新しい法案について、」 (Về dự luật mới). là chủ ngữ 「新聞は」 (báo chí). chỉ định từ 「こういう」 (như thế này) bổ nghĩa cho danh từ 「ふう」 (cách thức). 「に」 là trợ từ biến cụm từ này thành một phó từ 「こういうふうに」 (theo cách như thế này) bổ nghĩa cho hành động ở Suffix 「批判している」 (đang phê phán).
ふう,～というふうに,N2,①好きな時間に会社へ行き、好きな時間に帰るというふうにはいかないものだろうか。,被告は「私は何も見ていないというふうに、事件への関与を否定し続けた。,被告は「私は何も見ていない,という,ふう,に、,事件への関与を,否定し続けた。,Chủ ngữ là 「被告は」 (Bị cáo). Lời trích dẫn trực tiếp 「私は何も見ていない」 được liên kết bằng liên từ 「という」 (nói rằng/kiểu như). 「ふう」 kết hợp với trợ từ chỉ cách thức 「に、」 tạo thành ngữ pháp N2 「～というふうに」 (theo kiểu như là). 「事件への関与を」 (việc can dự vào vụ án - tân ngữ) đi trước và bổ nghĩa cho động vị ngữ chính ở Suffix 「否定し続けた」 (tiếp tục phủ nhận).
ふしがある,,N2,①彼はどうも行くのをいやがっているふしがある。,その老作家の最後の長編には、自らの死を予感していたふしがある。,その老作家の最後の長編には、,自らの,死を,予感していた,ふしが,ある。,"Trạng từ chỉ phạm vi 「その老作家の最後の長編には、」 (Trong cuốn tiểu thuyết dài cuối cùngのnhà văn già đó). 「自らの」 (của chính mình) bổ nghĩa cho 「死を」 (cái chết - tân ngữ). là động từ thể định ngữ 「予感していた」 (đã dự cảm) bổ nghĩa cho danh từ 「ふしが」 (dấu hiệu, điểm đáng nghi). Suffix 「ある」 đi liền sau tạo thành cụm ngữ pháp 「～ふしがある」 (có vẻ như/có dấu hiệu cho thấy...)."
ふそくはない,,N2,①相手にとって不足はない。,与えられた取材の仕事は過酷だが、若き記者にとって不足はないと彼は胸を張った。,与えられた取材の仕事は過酷だが、,若き,記者にとって,不足は,ない,と彼は胸を張った。,"Vế đầu 「与えられた取材の仕事は過酷だが、」 (Công việc đưa tin được giao tuy khắc nghiệt nhưng) chỉ bối cảnh. 「若き」 (trẻ tuổi - tính từ cổ) bổ nghĩa cho danh từ 「記者にとって」 (đối với phóng viên). Ngữ pháp 「不足はない」 (không có gì để bất mãn, là hoàn toàn xứng đáng/đầy đủ) được tách thành 「不足は」 và 「ない」. Suffix 「と彼は胸を張った」 (anh ấy tự hào nói...) kết nối bằng trợ từ trích dẫn 「と」."
ふと,ふと,N3,①彼は映画の広告を見つけて、ふと立ち止まった。,主人公は古い手紙を整理していて、ふと懐かしい名前を見つけたのだった。,主人公は古い手紙を整理していて、,ふと,懐かしい,名前を,見つけた,のだった。,"Vế phụ 「主人公は古い手紙を整理していて、」 (Nhân vật chính đang sắp xếp những bức thư cũ và...) chỉ trạng thái hành động diễn tiến. là phó từ 「ふと」 (đột nhiên, tình cờ) bổ nghĩa cho hành động ở sau. 「懐かしい」 (nhớ nhung, hoài niệm) bổ nghĩa cho danh từ tân ngữ 「名前を」. 「見つけた」 (đã tìm thấy) là động từ vị ngữ chính. Suffix 「のだった」 là cấu trúc nhấn mạnh, thường xuất hiện ở cuối câu trong văn học."
ふと,ふとV－ると,N3,①ふと見上げると、空にはぽっかり白い雲が浮かんでいた。,夜遅く、ふと窓の外を見ると、静かに雪が降り始めていた。,夜遅く、,ふと,窓の,外を,見ると、,静かに雪が降り始めていた。,Trạng từ thời gian 「夜遅く、」 (Muộn ban đêm). là phó từ 「ふと」 (đột nhiên). 「窓の」 bổ nghĩa cho danh từ 「外を」 (bên ngoài - tân ngữ chỉ hướng). là động từ điều kiện 「見ると、」 (khi nhìn thì). Mẫu 「ふと V-ると」 biểu thị hành động vô tình làm gì đó rồi nhận ra một tình huống khác biệt. Suffix 「静かに雪が降り始めていた」 (tuyết đã bắt đầu rơi lặng lẽ) miêu tả cảnh tượng bất ngờ phát hiện ra.
ふと,ふとしたN,N2,①長い一生の間には、ふとしたことで、人生が嫌になることがあるものだ。,容疑者のふとした言動から、刑事は事件解決の糸口を掴んだ。,容疑者の,ふとした,言動から、,刑事は,事件解決の,糸口を掴んだ。,"Thành phần định ngữ 「容疑者の」 (Của nghi phạm). là cụm ngữ pháp 「ふとした」 (tình cờ, ngẫu nhiên, vô ý) bổ nghĩa cho danh từ 「言動から、」 (từ hành động lời nói). là chủ ngữ chính 「刑事は」 (thám tử/hình cảnh). 「事件解決の」 (của việc phá án) bổ nghĩa cho danh từ ở Suffix 「糸口を掴んだ」 (đã nắm được manh mối - kết thúc câu)."
ぶり,～ぶり　Nぶり　R－ぶり,N3,①最近の彼女の活躍ぶりは、みんなが知っている。,新大統領の力強い演説ぶりは、国民に強い印象を与えた。,新大統領の,力強い,演説,ぶりは、,国民に,強い印象を与えた。,"Cụm danh từ định ngữ 「新大統領の」 (Của tân tổng thống). 「力強い」 (mạnh mẽ) bổ nghĩa cho 「演説」 (bài diễn thuyết). 「ぶりは、」 là hậu tố (～ぶり) ghép vào danh từ để chỉ phong thái, dáng vẻ (phong thái diễn thuyết), đóng vai trò chủ ngữ chính. 「国民に」 (đối với nhân dân) làm trạng ngữ chỉ đối tượng tiếp nhậnのcụm vị ngữ ở Suffix 「強い印象を与えた」 (đã mang lại ấn tượng sâu sắc)."
ぶり,～ぶり,N3,①10数年ぶりに国に帰った。,被災地では、3年ぶりに伝統的な祭りが開催され、活気が戻った。,被災地では、,3年,ぶりに,伝統的な,祭りが,開催され、活気が戻った。,"Thành phần địa điểm 「被災地では、」 (Tại vùng thiên tai). 「3年」 (3 năm - danh từ thời gian) đi kèm với 「ぶりに」 (sau khoảng thời gian dài...) tạo thành trạng ngữ thời gian chỉ sự lặp lạiのsự việc. 「伝統的な」 (truyền thống) bổ nghĩa cho danh từ chủ ngữ vế trước 「祭りが」 (lễ hội thì). Suffix 「開催され、活気が戻った」 (được tổ chức, và sinh khí quay trở lại) hoàn thiện câu ghép."
ぶる,N／Naぶる,N2,①彼は、通ぶってフランスの上等なワインしか飲まない。,彼は真実を知っているにもかかわらず、何も知らない風を装って、学者ぶったのだった。,彼は真実を知っているにもかかわらず、,何も知らない,風を装って、,学者,ぶった,のだった。,Vế trạng thái 「彼は真実を知っているにもかかわらず、」 (Mặc dù anh ta biết sự thật nhưng...). là mệnh đề định ngữ 「何も知らない」 (không biết gì cả) bổ nghĩa cho danh từ trong 「風を装って、」 (giả vờ như thể... - động từ thể Te liên kết). 「学者」 (học giả) đi trực tiếp với hậu tố động từ 「ぶった」 (ra vẻ/tỏ vẻ ta đây là... - chia quá khứ). Suffix 「のだった」 là cụm nhấn mạnh cuối câu kể trong văn học.
ぶん,～ぶん　Nのぶん　Vぶん　期間を表す名詞＋ぶん,N3,①甘いものが大好きな弟は、私のぶんのケーキまで食べてしまった。,編集部は、来週の休刊日を考慮して、2週間ぶんの記事を用意した。,編集部は、来週の休刊日を考慮して、,2週間,ぶんの,記事を,用意,した。,"Chủ ngữ và vế trạng thái 「編集部は、来週の休刊日を考慮して、」 (Ban biên tập, cân nhắc ngày nghỉ xuất bản tuần tới...). là lượng thời gian 「2週間」 kết hợp với 「ぶんの」 (lượng tương đương/phần của...) bổ nghĩa cho danh từ tân ngữ 「記事を」 (bài viết). 「用意」 (chuẩn bị) kết hợp trực tiếp với Suffix 「した」 tạo thành vị ngữ hoàn chỉnh 「用意した」 (đã chuẩn bị)."
ぶん,～ぶん（だけ）　Nのぶん　Naなぶん　A／V　ぶん,N2,①1年間の休職の分だけ、仕事がたまっていた。,記者が現場に近づいて詳しく観察したぶんだけ、臨場感のあるルポルタージュが書ける。,記者が現場に近づいて詳しく,観察した,ぶん,だけ、,臨場感の,あるルポルタージュが書ける。,Vế trạng từ 「記者が現場に近づいて詳しく」 (Phóng viên tiếp cận hiện trường và một cách chi tiết...). là động từ định ngữ 「観察した」 (đã quan sát) bổ nghĩa cho 「ぶん」. 「だけ、」 (càng... càng/tương ứng với) tạo thành cấu trúc ngữ pháp 「～ぶんだけ」. là định ngữ sở hữu 「臨場感の」 (mang tính thực tế/chân thật) bổ nghĩa cho danh từ ở Suffix 「あるルポルタージュが書ける」 (có thể viết được phóng sự có...).
ぶん,このぶんでいくと　このぶんでは,N2,①一年かかって、まだ半分も終わっていない。このぶんでいくと完成するには三年ぐらいかかりそうだ。,毎日のように誤報が続いている。このぶんでは、我が社の信頼は完全に失われてしまうだろう。,毎日のように誤報が続いている。,この,ぶん,では、,我が社の,信頼は完全に失われてしまうだろう。,"Vế nêu bối cảnh trước 「毎日のように誤報が続いている。」 (Tin tức sai sự thật tiếp diễn hầu như mỗi ngày). Cụm ngữ pháp 「このぶんでは」 (cứ đà này, với tình hình này) được phân rã thành chỉ định từ 「この」, danh từ 「ぶん」 và trợ từ liên kết 「では、」. 「我が社の」 (của công ty chúng tôi) bổ nghĩa cho danh từ ở Suffix 「信頼は完全に失われてしまうだろう」 (sự tin cậy có lẽ sẽ bị đánh mất hoàn toàn)."
ぶん,～ぶんには　Naなぶんには　A／V　ぶんには,N2,①はたで見ているぶんには楽そうだが、自分でやってみるとどんなに大変かがわかる。,新しい制度は、個人の日記としてネットに公開しているぶんには問題ないが、商用利用すると著作権侵害になる恐れがある。,新しい制度は、個人の日記としてネットに,公開している,ぶん,には,問題ないが、,商用利用すると著作権侵害になる恐れがある。,"Thành phần giới hạn chủ đề 「新しい制度は、個人の日記としてネットに」 (Về chế độ mới, dưới dạng nhật ký cá nhân đăng lên mạng...). là động từ định ngữ 「公開している」 (đang đăng tải) bổ nghĩa cho 「ぶん」. 「には」 tạo thành cụm ngữ pháp 「～ぶんには」 (nếu chỉ ở mức độ... thì). 「問題ないが、」 (không có vấn đề gì nhưng) kết nối tương phản với vế ở Suffix 「商用利用すると著作権侵害になる恐れがある」 (nếu sử dụng thương mại thì có e ngại vi phạm bản quyền)."
べからざる,V－るべからざる,N1,①川端康成は日本の文学史上、欠くべからざる作家だ。,彼はその重大事件の全貌を暴くため、記者として踏み込むべからざる聖域へ挑んだ。,彼はその重大事件の全貌を暴くため、,記者として,踏み込む,べからざる,聖域へ,挑んだ。,"Vế chỉ mục đích 「彼はその重大事件の全貌を暴くため、」 (Để vạch trần toàn cảnh vụ án trọng đại đó, anh ấy...). 「記者として」 bổ ngữ chỉ tư cách. là động từ dạng nguyên thể 「踏み込む」 (dấn thân vào) kết hợp trực tiếp với trợ động từ cổ N1 「べからざる」 (không được phép/không nên - bổ nghĩa danh từ) tạo nghĩa 「không được phép bước vào」. Cụm này bổ nghĩa cho 「聖域へ」 (hướng về vùng cấm/thánh địa). Suffix 「挑んだ」 (đã thách thức/đã thử sức) là động từ chính."
