Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
あいだ,Nのあいだ＜空間＞,N5,①ステレオと本棚の間にテレビを置いた。,あの駅と公園の間に高いビルが建っている。,あの,駅と,公園の,間に,高いビルが,建っている。,"Thao tác kết hợp: 「あの駅」 (nhà ga kia) và 「公園」 (công viên) liên kết bởi trợ từ 「と」. Danh từ 「公園」 kết hợp với 「間」 (giữa) qua trợ từ 「の」 tạo thành cụm 「公園の間」. Thêm trợ từ chỉ vị trí 「に」 tạo thành cụm trạng ngữ chỉ nơi chốn 「駅と公園の間に」 (ở giữa nhà ga và công viên). Cuối cùng, chủ ngữ 「高いビルが」 (tòa nhà cao) đi với vị ngữ 「建っている」 (đang xây dựng/mọc lên) để hoàn chỉnh câu."
あいだ,Nのあいだ＜関係＞,N4,①最近二人の間はうまくいっていないようだ。,記者によると、あの二人の間は今もうまくいっていない。,記者によると、,あの,二人の,間は,今も,うまくいっていない。,"Cấu trúc ngữ pháp 「N của あいだ」 chỉ mối quan hệ giữa hai đối tượng. Ở đây, 「あの二人」 (hai người đó) kết hợp với 「間」 qua trợ từ 「の」 để tạo thành cụm chỉ mối quan hệ 「あの二人の間」. Tiếp theo, trợ từ 「は」 đóng vai trò đưa cụm này làm chủ đề câu. Thành phần trạng từ chỉ thời gian 「今も」 (ngay cả bây giờ) đứng trước để bổ nghĩa cho trạng thái phủ định 「うまくいっていない」 (không tiến triển tốt đẹp) ở cuối câu."
あいだ,あいだ　Nのあいだ　A－いあいだ　V－ている／V－る　あいだ,N4,①彼は会議の間ずっといねむりをしていた。,雨が降っている間、彼女は静かに本を読んでいた。,,雨が,降っている,間、,彼女は,静かに本を読んでいた。,"Mẫu ngữ pháp 「V-ている 間」 diễn tả hành động trong mệnh đề chính xảy ra liên tục trong suốt khoảng thời gian hành động của mệnh đề phụ đang diễn ra. Ở đây, hành động nền là 「雨が降っている」 (mưa đang rơi). Thêm danh từ 「間」 tạo thành mệnh đề phụ 「雨が降っている間」 (trong suốt thời gian mưa rơi). Tiếp sau là chủ ngữ của mệnh đề chính 「彼女は」 và hành động kéo dài của cô ấy 「静かに本を読んでいた」 (đang lặng lẽ đọc sách)."
あいだ,あいだに　Nのあいだに　Naなあいだに　A－いあいだに〕V－ている／V－る　あいだに,N4,①留守の間にどろぼうが入った。,首相が外国を訪問している間に、国内で大きな事件が起きた。,首相が,外国を,訪問している,間に、,国内で大きな,事件が起きた。,"Cấu trúc 「V-ている 間に」 dùng để chỉ một sự việc mang tính chất khoảnh khắc (xảy ra đột ngột) trong khoảng thời gian một hành động khác đang diễn ra liên tục. Hành động nền là 「首相が外国を訪問している」 (Thủ tướng đang viếng thăm nước ngoài), kết hợp với 「間に」 để làm mốc thời gian. Vế sau mô tả sự việc bất ngờ xảy ra là 「事件が起きた」 (sự kiện đã xảy ra) cùng cụm trạng ngữ chỉ địa điểm 「国内で大きな」 (lớn ở trong nước)."
あえて,あえて,N1,①私はあえてみなさんに規則の見直しを提案したいと思います。,編集長は、激しい批判を覚悟の上であえて真実を報道した。,編集長は、,激しい,批判を覚悟の,上であえて,真実を,報道した。,"Phó từ 「あえて」 biểu thị ý chí quyết tâm thực hiện một hành động dù biết trước sẽ gặp rủi ro hoặc chỉ trích. Ở đây, cụm trạng ngữ 「激しい批判を覚悟の上で」 (trên tinh thần sẵn sàng đối mặt với sự chỉ trích dữ dội) đóng vai trò làm điều kiện cho hành động. Cụm 「あえて真実を報道した」 thể hiện việc người tổng biên tập (「編集長は」) dũng cảm đưa tin về sự thật. Danh từ tân ngữ 「真実を」 đứng trước động từ 「報道した」."
あえて,あえてV－ば,N1,①反対されるのを承知であえて言えば、こんな計画は百害あって一利なしだ。,この素晴らしい小説にあえて苦言を呈せば、結末が少し急ぎすぎた点だ。,この素晴らしい小説に,あえて,苦言を,呈せば、,結末が少し,急ぎすぎた点だ。,"Mẫu câu 「あえてV-ば」 dùng khi người nói chuẩn bị đưa ra một ý kiến trái chiều, lời khuyên thẳng thắn hoặc lời chê một cách lịch sự. Động từ 「呈する」 (đưa ra lời phê bình) kết hợp với phó từ 「あえて」 tạo thành vế điều kiện 「あえて苦言を呈せば」 (nếu dám đưa ra lời phê bình thẳng thắn) đối với tác phẩm 「この素晴らしい小説に」. Vế sau 「結末が少し急ぎすぎた点だ」 giải thích nội dung chi tiết của lời phê bình đó."
あえて,あえて～ない,N1,①そのやり方にあえて反対はしないが、不満は残っている。,彼は真実を知っていたが、病床の母親にはあえて知らせなかった。,彼は真実を知っていたが、,病床の,母親には,あえて,知らせ,なかった。,"Cấu trúc phủ định 「あえて～ない」 mang ý nghĩa chủ động chọn không thực hiện một việc nào đó do đã cân nhắc kỹ lưỡng hoặc để tránh rắc rối. Ở đây, nhân vật 「あえて知らせなかった」 (cố tình không báo cho biết) dù đã biết sự thật. Cụm danh từ định ngữ 「病床の」 (trên giường bệnh) bổ nghĩa cho 「母親」, đi kèm trợ từ 「には」 chỉ đối tượng nhận hành động để tạo thành 「病床の母親には」."
あがる,R－あがる＜上方向＞,N4,①彼は立ち上がってあたりを見回した。,燃え盛るビルから、真っ赤な炎が激しく燃え上がった。,燃え盛るビルから、,真っ赤な,炎が,激しく,燃え,上がった。,"Động từ phức 「R-あがる」 (thể liên dụng R kết hợp với 「あがる」) chỉ chuyển động hướng lên trên. Trong bối cảnh đưa tin hỏa hoạn, 「燃え上がる」 có nghĩa là bốc cháy bùng lên cao. Tính từ đuôi na 「真っ赤な」 bổ nghĩa cho danh từ 「炎」 (ngọn lửa) làm chủ ngữ. Phó từ 「激しく」 (mãnh liệt) bổ nghĩa cho động từ phức 「燃え上がる」 (ở thì quá khứ được chia thành 「燃え」 và Suffix 「上がった」) bốc lên từ tòa nhà hỏa hoạn (「燃え盛るビルから」)."
あがる,R－あがる＜極端な程度＞,N2,①長い間雨が降らないので、湖も干上がってしまった。,連続殺人事件のニュースを聞いて、多くの市民が恐怖に震え上がった。,連続殺人事件のニュースを聞いて、,多くの,市民が,恐怖に,震え,上がった。,"Hậu tố 「～あがる」 khi ghép với các động từ biểu thị trạng thái cảm xúc (ở đây là 「震える」 - run rẩy) thể hiện mức độ cực hạn, dữ dội của trạng thái đó (run lẩy bẩy, cực kỳ sợ hãi). Sau khi nghe tin tức (「ニュースを聞いて」), chủ ngữ 「多くの市民が」 (nhiều người dân) rơi vào trạng thái 「震え上がった」 (run rẩy tột độ) do nguyên nhân trực tiếp được chỉ định bởi cụm 「恐怖に」 (vì sợ hãi)."
あがる,R－あがる＜完成＞,N3,①パンがおいしそうに焼きあがった。,何ヶ月も執筆を続けていた小説が、徹夜の末についに書き上がった。,何ヶ月も執筆を続けていた,小説が、,徹夜の,末についに,書き,上がった。,"Hậu tố 「～あがる」 khi đi sau động từ tha động từ (ở đây là 「書く」 - viết) biểu thị việc hoàn thành trọn vẹn, xong xuôi một tác phẩm hoặc công việc. Cụm định ngữ 「何ヶ月も執筆を続けていた」 (đã viết liên tục nhiều tháng) bổ nghĩa cho chủ ngữ 「小説が」 (cuốn tiểu thuyết). Cụm 「徹夜の末についに」 (sau một đêm thức trắng cuối cùng cũng) bổ nghĩa cho động từ phức hoàn thành 「書き上がった」 (viết xong)."
あくまで,あくまで（も）＜意志＞,N1,①私はあくまでもこの方針を貫くつもりだ。,彼は周囲の反対を押し切り、あくまでも真実を暴くという強い意志を貫いた。,彼は周囲の反対を押し切り、,あくまでも,真実を,暴くという,強い意志を,貫いた。,"Phó từ 「あくまでも」 biểu thị ý chí kiên định, quyết tâm theo đuổi đến cùng không thay đổi. Trong ngữ cảnh văn học này, nhân vật chính vượt qua sự phản đối 「周囲の反対を押し切り」 để thực hiện một ý chí mạnh mẽ. Cụm định ngữ 「真実を暴くという」 (mang tên phanh phui sự thật) bổ nghĩa cho danh từ 「強い意志」 (ý chí mạnh mẽ). Phó từ 「あくまでも」 đứng đầu vế để bổ nghĩa cho toàn bộ tinh thần kiên trì 「強い意志を貫いた」 (giữ vững ý chí)."
