Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ては,V－てはV、V－てはV,N2,①害いては消し、書いては消し、やっと手紙を書き上げた。,彼女は書きかけの原稿を読んでは破り、破ってはまた机に向かった。,彼女は書きかけの,原稿を,読んでは破り、,破っては,また机に,向かった。,"Cấu trúc lặp đi lặp lại hành động 「V1-てはV2、V2-ては...」. Ở đây, danh từ 「原稿を」 làm tân ngữ cho động từ 「読んでは破り」. Cụm 「破っては」 lặp lại hành động trước đó, đi kèm trạng từ 「また」 bổ nghĩa cho động từ 「向かった」 ở cuối câu để diễn tả sự lặp lại liên tục trong tâm trạng bế tắc của nhà văn."
では1,Nでは,N4,①人は外見では判断できない。,政府が発表した最近の調査では、若者の活字離れが急速に進んでいる。,政府が発表した,最近の,調査では、,若者の活字離れが,急速に,進んでいる。,"Cấu trúc 「Nでは」 biểu thị căn cứ, nguồn thông tin (''Theo như...''). Định ngữ 「最近の」 bổ nghĩa cho 「調査では」. Chủ ngữ của vế sau là 「若者の活字離れが」 kết hợp với trạng từ 「急速に」 bổ nghĩa cho động từ 「進んでいる」 ở cuối câu để đưa ra thông tin thời sự."
では2,書きことば的でやや改まった場面で使われる。くだけた話しことばでは「じゃ（あ）」が用いられる。では＜推論＞,N4,①A：私は1974年の卒業です。B：では、私は2年後輩になります。,明日は大雨だそうだ。」「では、予定されていた屋外の撮影は中止ですね。,明日は大雨だそうだ。」「,では、,予定されていた,屋外の,撮影は,中止ですね。,"Từ nối 「では」 dùng để đưa ra suy luận từ thông tin của người đối thoại (''Nếu vậy thì...''). Định ngữ 「予定されていた」 bổ nghĩa cho cụm danh từ chỉ địa điểm 「屋外の」, cụm này tiếp tục bổ nghĩa cho danh từ chủ đề 「撮影は」. Kết thúc bằng vị ngữ 「中止ですね」 thể hiện sự khẳng định nhẹ nhàng."
では2,では＜態度表明＞,N4,①A：すみません。教科書を忘れてしまいました。　　B：では、となりの人に見せてもらいなさい。,体調が優れないのです。」「では、今日の取材は私が代わりに行きましょう。,体調が優れないのです。」「,では、,今日の,取材は,私が代わりに,行きましょう。,"Từ nối 「では」 dùng để biểu thị thái độ, đưa ra đề xuất hành động dựa trên tình huống của đối phương. Danh từ 「今日の」 bổ nghĩa cho chủ đề cuộc đối thoại 「取材は」. Chủ ngữ 「私が代わりに」 biểu thị người thực hiện hành động thế chỗ, kết nối trực tiếp với động từ ý chí 「行きましょう」 ở cuối câu."
では2,では＜転換＞,N4,①では、次の議題に入りましょう。,現場からの報告は以上です。「では、次のニュースに移りましょう。被災地の状況です。,現場からの報告は以上です。「,では、,次の,ニュースに,移りましょう。,被災地の状況です。,"Từ nối 「では」 dùng để chuyển đổi đề tài (''Sau đây...''). Định ngữ 「次の」 bổ nghĩa cho danh từ chỉ mục tiêu 「ニュースに」, đi kèm với động từ kêu gọi 「移りましょう」. Câu tiếp theo giới thiệu nội dung cụ thể 「被災地の状況です」 để hoàn thiện lời dẫn chương trình."
ではあるが,ではあるが,N2,①この絵はきれいではあるが、感動させるものがない。,彼の小説の文章は簡潔ではあるが、読者の心を深く揺さぶる力がある。,彼の小説の,文章は,簡潔ではあるが、,読者の心を,深く揺さぶる,力がある。,"Cấu trúc 「Na/N ではあるが」 diễn tả ý nghĩa nhượng bộ (''tuy... nhưng...''). Chủ ngữ 「文章は」 đi kèm tính từ đuôi na bỏ な cộng 「ではあるが」. Vế sau bắt đầu bằng tân ngữ 「読者の心を」, trạng từ 「深く」 bổ nghĩa cho động từ 「揺さぶる」, tạo thành định ngữ bổ nghĩa cho danh từ 「力」, kết thúc bằng 「がある」 để chỉ sự tồn tại của sức mạnh đó."
ではあるまいか,N／Na（なの）ではあるまいか　A／V　のではあるまいか,N1,①この話は全くの作り話なのではあるまいか。,現代社会の深刻な孤独こそが、この事件を引き起こした原因なのではあるまいか。,現代社会の,深刻な孤独こそが、,この事件を,引き起こした,原因なのでは,あるまいか。,"Cấu trúc nghi vấn tu từ 「のではあるまいか」 thể hiện phán đoán hoặc khẳng định gián tiếp của tác giả (''chẳng phải là... hay sao?''). Chủ ngữ được nhấn mạnh bằng 「こそが」 kết nối với mệnh đề định ngữ 「この事件を引き起こした」 bổ nghĩa cho danh từ kết luận 「原因」, sau đó chuyển sang dạng khẳng định giả định 「原因なのでは」 và kết thúc bằng vị ngữ phủ định 「あるまいか」."
てはいけない,V－てはいけない,N5,①遊んでいたらおじいさんがきて、「芝生に入ってはいけないよ。」と言った。,立ち入り禁止の場所ですから、この柵の中に入ってはいけません。,立ち入り禁止の,場所ですから、,この柵の,中に,入っては,いけません。,"Cấu trúc cấm đoán 「V-てはいけない」 (''không được làm gì''). Vế đầu chỉ nguyên nhân kết thúc bằng 「ですから」. Vế sau xác định phạm vi bằng danh từ chỉ vị trí 「この柵の中に」 làm đích đến cho động từ 「入って」, kết hợp trợ từ 「は」 và vị ngữ phủ định 「いけません」 để tạo thành câu cấm đoán hoàn chỉnh."
てはいられない,Nではいられない,N2,①きみは大人になりたくないと言うが、人はいつまでも子供ではいられない。,この危機的な状況において、私は単なる傍観者ではいられない。,この危機的な状況において、,私は,単なる,傍観者,では,いられない。,"Cấu trúc 「Nではいられない」 biểu thị việc không thể giữ nguyên trạng thái N. Trạng ngữ chỉ bối cảnh ở đầu câu, theo sau là chủ ngữ 「私は」. Từ bổ nghĩa 「単なる」 bổ nghĩa cho danh từ chỉ thân phận 「傍観者」, đi kèm trợ từ 「では」 và kết thúc bằng thể khả năng phủ định 「いられない」 để bộc lộ quyết tâm hành động."
てはいられない,V－てはいられない,N2,①時間がないから、遅れて来る人を待ってはいられない。すぐ始めよう。,迫り来る危機の前に、誰もがのんびり構えてはいられない。,迫り来る危機の前に、,誰もが,のんびり,構えて,は,いられない。,"Cấu trúc 「V-てはいられない」 thể hiện việc không thể tiếp tục thực hiện hành động V vì tình thế cấp bách. Sau trạng ngữ chỉ bối cảnh là chủ ngữ 「誰もが」. Trạng từ 「のんびり」 bổ nghĩa cho động từ 「構えて」 (ở tư thế, thái độ), kết hợp với trợ từ nhấn mạnh 「は」 và kết thúc bằng 「いられない」."
