Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
すら,名詞や「名詞＋助詞」に付く。主格に付く時は、「ですら」になることが多い。かたい書きことば的な表現。N（＋助詞）すら,N2,①そんなことは子供ですら知っている。,この極秘案件の進捗状況は社長ですら正確に把握していない。,この極秘案件の,進捗状況は,社長,ですら,正確に,把握していない。,"Chủ ngữ là 'この極秘案件の進捗状況は' (Tiến độ của dự án tuyệt mật này). Cấu trúc ngữ pháp N2 'Nですら' mang ý nghĩa 'ngay cả N cũng...', dùng để nhấn mạnh một trường hợp cực đoan (ngay cả Giám đốc - 社長). Do đó '社長' đi liền với 'ですら' để bổ nghĩa cho hành động '把握していない' (chưa nắm bắt được) ở phía sau một cách chính xác (正確に)."
すら,N（＋助詞）すら～ない,N2,①あまりに重すぎて、持ち上げることすらできない。,繁忙期のトラブル対応では、休憩をとることすらできない状況でした。,繁忙期のトラブル対応では、,休憩を,とること,すら,できない,状況でした。,"Cấu trúc 'Vることすらできない' (ngay cả việc V cũng không thể). Ở đây, hành động '休憩をとること' (việc nghỉ ngơi) kết hợp với trợ từ nhấn mạnh 'すら' và thể phủ định 'できない' tạo thành cụm bổ nghĩa cho danh từ '状況' (tình huống) ở vế sau, giải thích hoàn cảnh bận rộn khi xử lý sự cố trong bối cảnh công sở."
する,数量詞＋する,N5,①バンコクまで往復でいくらぐらいしますか。,この事務用パソコンは1台で20万円もします。,この事務用,パソコンは,1台で,20万円,も,します。,"Cấu trúc N5 '数量詞＋する' biểu thị giá cả của một món đồ. '1台で' (cho 1 chiếc) đi kèm với số tiền '20万円' và trợ từ 'も' (đến tận) để nhấn mạnh mức giá cao, kết hợp với động từ 'します' ở cuối câu để chỉ giá tiền của máy tính văn phòng ('パソコンは')."
する,副詞＋する,N4,①赤ちゃんの肌はすべすべしている。,大切な取引が無事に終わってチーム一同ほっとしています。,大切な取引が,無事に,終わって,チーム一同,ほっと,しています。,Cấu trúc N4 '副詞＋する' biểu thị trạng thái cảm xúc hoặc thể chất. Phó từ 'ほっと' (nhẹ nhõm) đi liền với 'しています' để thể hiện trạng thái hiện tại của cả đội ('チーム一同'). Trước đó là nguyên nhân '大切な取引が無事に終わって' (giao dịch quan trọng kết thúc tốt đẹp) dẫn đến tâm trạng này.
する,にする A－くする〕V－ようにする,N4,①子供を医者にしたがる親が多い。,クライアント向けの説明資料を丁寧で分かりやすくしてください。,クライアント向けの,説明資料を,丁寧で,分かりやすく,して,ください。,Cấu trúc N4 'A-くする' biểu thị việc làm cho cái gì đó trở nên như thế nào (tác động làm thay đổi trạng thái). Tính từ đuôi i '分かりやすい' biến đổi thành '分かりやすく' kết hợp với 'して' (thể Te của する) và cấu trúc sai khiến/yêu cầu lịch sự 'ください' ở đuôi câu. Đối tượng chịu tác động là '説明資料を'.
する,Nがする,N5,①台所からいいにおいがしてきた。,事務所のコピー機からときどき変な音がします。,事務所の,コピー機から,ときどき,変な,音が,します。,"Cấu trúc N5 'Nがする' dùng để diễn tả cảm giác nhận được qua các giác quan (mùi, vị, âm thanh). Danh từ '音' (âm thanh) đi với trợ từ 'が' và động từ 'します' tạo thành cụm '音がします' (phát ra âm thanh). Trạng từ 'ときどき' và tính từ '変な' bổ nghĩa cho '音' để miêu tả tình trạng máy photocopy."
する,～とする,N2,①来週は休講とする。,今回の企画書の提出期限は来週の金曜日とします。,今回の,企画書の,提出期限は,来週の金曜日,と,します。,"Cấu trúc N2 '～とする' dùng trong văn bản trang trọng hoặc bối cảnh kinh doanh để đưa ra quyết định, quy định mang tính chính thức. Danh từ chỉ thời gian '来週の金曜日' đóng vai trò là mốc thời gian được quyết định, kết hợp với trợ từ 'と' và động từ 'します' để chỉ hạn chót nộp bản kế hoạch."
する,～にする Nにする Vことにする,N4,①A：何になさいますか。B：コーヒーにします。,クライアントとの次回の打ち合わせは来週の木曜日にします。,クライアントとの,次回の,打ち合わせは,来週の,木曜日に,します。,"Cấu trúc N4 'Nにする' diễn tả sự lựa chọn hoặc quyết định của bản thân từ nhiều phương án. Trong bối cảnh hẹn lịch với đối tác, danh từ thời gian '来週の木曜日に' (vào thứ Năm tuần sau) được chọn làm thời điểm cho buổi họp ('打ち合わせは'), kết hợp trực tiếp với động từ 'します'."
する,N（を）する,N5,①午後は買い物をするつもりだ。,私は今日の午後から会議室で会議をします。,私は,今日の,午後から,会議室で,会議を,します。,Cấu trúc N5 'N（を）する' để diễn đạt việc thực hiện một hành động mang tính chất công việc hoặc hoạt động. Danh từ '会議' (cuộc họp) kết hợp với trợ từ 'を' và động từ 'します' để tạo thành cụm hành động 'họp'. Các thành phần trước đó chỉ thời gian ('今日の午後から') và địa điểm ('会議室で') bổ nghĩa cho hành động này.
する,Nをする＜外見＞,N4,①きれいな色をしたネクタイをもらった。,あちらのテーブルにある珍しい形をしたサンプルは新商品です。,あちらのテーブルにある,珍しい,形,を,した,サンプルは新商品です。,"Cấu trúc N4 'Nをする' dùng để miêu tả đặc điểm ngoại hình, hình dáng, màu sắc của một vật hoặc người. Cụm '珍しい形をした' (có hình dáng kỳ lạ) đóng vai trò là một định ngữ bổ nghĩa cho danh từ 'サンプル' (hàng mẫu) ở phía sau. '形' đi với 'を' và thể quá khứ 'した' của 'する' để bổ nghĩa cho danh từ."
