Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
させる,V－させてください＜許可求め＞,N4,①申し訳ありませんが、今日は少し早く帰らせてください。,申し訳ありませんが、明日は会議の準備のため、少し早く出社させてください。,申し訳ありませんが、,明日は会議の,準備のため、少し,早く出社させて,ください。,,"Cụm ""明日は会議の"" (ngày mai của cuộc họp) kết hợp với ""準備のため"" (vì việc chuẩn bị) tạo thành lý do. Sau đó là phó từ ""少し"" bổ nghĩa cho ""早く"" (sớm một chút). Cuối cùng ""出社させて"" kết hợp với ""ください"" để xin phép đi làm sớm."
させる,V－させて　もらう／くれる＜恩恵＞,N4,①両親が早く亡くなったので、姉が働いて私を大学に行かせてくれた。,部長が親切にも、私に新しいプロジェクトのリーダーを担当させてくれました。,部長が親切にも、,私に新しい,プロジェクトのリーダーを,担当させて,くれました。,,"Chủ ngữ ""部長が..."" đi với đối tượng nhận hành động ""私に新しい"". Tiếp đến là tân ngữ ""プロジェクトのリーダーを"" (vị trí trưởng dự án). Động từ ""担当させて"" (cho phép đảm nhận) nối với ""くれました"" thể hiện sự biết ơn vì được cấp trên giao phó."
させる,V－させられる＜使役受身＞　NがNにVさせられる,N4,①きのうは、お母さんに3時間も勉強させられた。,昨日は課長に、遅くまで残業させられました。,昨日は,課長に、,遅くまで,残業させられ,ました。,,"Thể sử dịch bị động (bị bắt làm gì). ""課長に、"" chỉ người bắt ép, theo sau là thời gian ""遅くまで"" (đến muộn). Động từ chính chia thể 使役受身 ""残業させられ"" ghép với đuôi lịch sự ""ました。""."
さっぱり,さっぱり～ない,N3,①あの人の話はいつもむずかしいことばがたくさんでてきてさっぱりわからない。,取引先が提示した新しい契約の条件は、複雑すぎてさっぱりわからない。,取引先が提示した,新しい契約の,条件は、複雑すぎて,さっぱり,わからない。,,"Cụm danh từ ""新しい契約の"" nối với ""条件は"" tạo thành chủ ngữ (điều kiện hợp đồng mới). Lý do là ""複雑すぎて"" (quá phức tạp), dẫn đến kết quả nhấn mạnh bằng phó từ ""さっぱり"" đi kèm với phủ định ""わからない"" ở cuối câu (hoàn toàn không hiểu)."
さっぱり,さっぱりだ,N3,①A：どう、調子は。B：だめ。さっぱりだよ。,今月の新商品の売り上げはどうですか。いや、競合が多くてさっぱりですよ。,今月の新商品の売り上げはどうですか。,いや、競合が,多くて,さっぱり,ですよ。,,"Câu trả lời bắt đầu bằng ""いや、競合が"" (Không, đối thủ cạnh tranh...) làm chủ ngữ phụ, ""多くて"" (nhiều) là lý do. ""さっぱり"" đứng trước ""ですよ。"" đóng vai trò như một tính từ/danh từ mang nghĩa ""hoàn toàn không được/tệ hại"" trong bối cảnh kinh doanh."
さて,さて,N3,①さて、そろそろいこうか。,昼休憩も終わりましたし、さて、午後の会議を始めましょうか。,昼休憩も終わりましたし、,さて、,午後の,会議を,始めましょうか。,,"Sau vế mào đầu, từ nối ""さて、"" (nào, vậy thì) được dùng để chuyển ý bắt đầu công việc. Tiếp theo là tân ngữ ""午後の"" đi với ""会議を"" (cuộc họp buổi chiều) và động từ rủ rê/đề nghị ""始めましょうか。"" ở cuối câu."
さて,さてV－てみると,N2,①漢字がおもしろそうだったので日本語を勉強することにしたのだが、さてはじめてみると、これがけっこうむずかしい。,企画書では完璧な計画だと思ったが、さて実行してみると、予算不足など様々な問題が出てきた。,企画書では完璧な計画だと思ったが、,さて,実行してみると、,予算不足など様々な問題が,出てきた。,,"Cấu trúc ""さて～てみると"" diễn tả ""đến khi thử làm gì đó mới nhận ra"". Ở đây ""さて"" đi liền với ""実行してみると、"" (đến khi thử thực thi). Vế sau chỉ kết quả ngoài dự kiến: chủ ngữ ""予算不足など様々な問題が"" nối với động từ ""出てきた。""."
さほど,さほどNaではない　さほどA－くない　さほどV－ない,N2,①きょうはさほどさむくない。,今回のシステム障害による顧客への影響は、幸いにもさほど大きくないようです。,今回のシステム障害による,顧客への,影響は、幸いにも,さほど大きくない,ようです。,,"Cụm ""顧客への"" nối với ""影響は"" tạo thành chủ ngữ (ảnh hưởng đến khách hàng). Phó từ chỉ mức độ ""幸いにも"" (may mắn thay) đi kèm với ""さほど大きくない"" (không lớn đến mức đó/không nhiều). Kết thúc bằng ""ようです。"" để diễn đạt suy đoán lịch sự trong báo cáo."
さも,,N1,①かれはさもおいしそうにビールを飲みほした。,その営業マンは、さも自分が社長であるかのように、偉そうな態度でクライアントと話していた。,その営業マンは、,さも,自分が社長である,かのように、偉そうな,態度でクライアントと話していた。,,"Cấu trúc ""さも～かのように"" (cứ như thể là). ""さも"" đứng trước mệnh đề giả định ""自分が社長である"" (mình là giám đốc). Ngay sau đó là ""かのように、偉そうな"" (cứ như thể, với vẻ ngạo mạn) bổ nghĩa cho phần đuôi ""態度でクライアントと話していた。""."
さらに,さらにNa／A／V　さらに＋数量詞,N3,①一日一回では効かないので、さらに薬の量を増やした。,既存のサービスに加えて、来月からはさらに便利なオンライン決済機能を追加いたします。,既存のサービスに加えて、,来月からは,さらに,便利なオンライン決済機能を,追加いたします。,,"Sau trạng ngữ thời gian ""来月からは"", phó từ ""さらに"" (thêm nữa, hơn nữa) được dùng để nhấn mạnh mức độ của tính từ theo sau nó. Cụm ""便利なオンライン決済機能を"" (tính năng thanh toán trực tuyến tiện lợi) làm tân ngữ cho động từ khiêm nhường ""追加いたします。""."
