Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
みこんで,～をみこんで　Nをみこんで　V－るのをみこんで,N1,①君を見込んで頼むのだが、ぜひ今度の仕事に参加してほしい。,鈴木部長は彼の実力を見込んで、新規プロジェクトのリーダーに抜擢した。,鈴木部長は彼の実力,を見込んで、,新規プロジェクトの,リーダーに,抜擢した。,,Cấu trúc 「Nを見込んで」 nghĩa là tin tưởng vào khả năng/giá trị của N. Thứ tự lập luận tự nhiên: Tiền tố chỉ đối tượng thực lực -> Ngữ pháp 「を見込んで」 (tin tưởng vào) -> Cụm danh từ bổ nghĩa 「新規プロジェクトの」 (dự án mới) -> Đối tượng vai trò 「リーダーに」 (làm trưởng nhóm) -> Vị ngữ kết thúc câu 「抜擢した」 (đã đề bạt/đặc cách).
みせる,～をみせる　NがNに～をみせる,N5,①私は友だちにアルバムをみせた。,田中さんはお客様に見本をみせました。,田中さんは,お客様に,見本を,みせま,した。,,Chủ ngữ 「田中さんは」 thực hiện hành động giao tiếp đối với đối tượng tiếp nhận 「お客様に」 (khách hàng). Tiếp theo là tân ngữ trực tiếp chịu tác động 「見本を」 (hàng mẫu) đi kèm với động từ tha động từ ở dạng lịch sự 「みせました」 ở cuối câu.
みせる,かおをみせる　すがたをみせる,N3,①このごろ彼はちっとも学校に顔を見せない。,重要な会議がある日は、彼は朝早くからオフ顔を見せる。ィスに,重要な会議がある日は、彼は朝早くから,オフ,顔を,見せる。,ィスに,,Cụm bối cảnh thời gian đặt ở đầu. Tiếp theo là trạng ngữ chỉ địa điểm hành động hướng tới 「オフィスに」 (đến văn phòng). Quán ngữ 「顔を見せる」 nghĩa là xuất hiện/ló mặt được băm theo đúng cấu trúc ngữ pháp tự nhiên với tân ngữ 「顔を」 và động từ chính 「見せる」.
みせる,Nが～を～みせる　Nが～をNaにみせる　Nが～をA－くみせる　Nが～をV－ようにみせる,N3,①華やかな衣装が彼女を実際よ,新しい照明がショールームの商品をより魅力的にみせる。,新しい照明が,ショールームの,商品を,より魅力的に,みせる。,,Chủ ngữ hành động (sự vật) 「新しい照明が」 (hệ thống chiếu sáng mới). Tiếp theo là cụm định ngữ chỉ vị trí sở hữu 「ショールームの」 bổ nghĩa cho tân ngữ 「商品を」 (sản phẩm). Trạng từ bổ nghĩa trạng thái 「より魅力的に」 (trở nên cuốn hút hơn) bổ nghĩa trực tiếp cho động từ kết thúc 「みせる」 (làm cho trông có vẻ).
みせる,～ようにみせる　Nのようにみせる　Naなようにみせる　A－いようにみせる　Vようにみせる,N3,①犯人は、わざとドアを壊して外部から侵入したように見せている。,競合他社は、自社の業績が好調であるように見せている。,競合他社は、,自社の業績が,好調である,ように,見せている。,,Cụm chủ ngữ 「競合他社は」 (công ty đối thủ). Tiếp theo là mệnh đề phụ làm nội dung giả định: chủ ngữ phụ 「自社の業績が」 (thành tích của công ty họ) kết hợp với tính từ Na đi với thể trang trọng 「好調である」. Tiếp đến là từ chỉ phương thức giả vờ 「ように」 và kết thúc bằng động từ trạng thái 「見せている」.
みたいだ,NみたいなN,N4,①この薬は、チョコレートみたいな味がする。,A社が開発した新しいロボットは、人間みたいな動きをする。,A社が開発した新しいロボットは、,人間,みたいな,動きを,する。,,Cấu trúc ngữ pháp cơ bản. Câu được chia thành các phần tương ứng để kiểm tra khả năng sắp xếp trật tự từ ngữ pháp trong tiếng Nhật một cách chính xác nhất.
みたいだ,～みたいだ　N／V　みたいだ,N4,①すごい風だ。まるで台風みたいだ。,佐藤さんはまだ出社していない。どうやら道が混んみたいだ。でいる,佐藤さんはまだ出社していない。どうやら,道が,混ん,みたいだ。,でいる,,Phần Prefix đưa ra tình huống giả định kèm phó từ ước lượng 「どうやら」 (có vẻ như). Tiếp theo là mệnh đề vị ngữ biểu thị nguyên nhân cụ thể bao gồm chủ ngữ phụ 「道が」 (đường xá) và động từ trạng thái 「混んでいる」 (đông đúc). Kết thúc bằng cấu trúc phỏng đoán 「みたいだ」 ở cuối câu.
みたいだ,～みたいに　N／A／V　みたいに,N4,①もう9月も半ばなのに、真夏みたしミラ暑い。,当社の製品も、あのヒット商品みたいに売れるといいですね。,当社の製品も、,あのヒット商品,みたいに,売れると,いいですね。,,Chủ ngữ được nhấn mạnh bằng trợ từ 「も」 nằm ở Prefix. Tiếp theo là đối tượng tiêu chuẩn được đem ra so sánh 「あのヒット商品」 (sản phẩm hit đó) kết hợp với trạng từ so sánh 「みたいに」 (như là). Tiếp đến là vế điều kiện ước muốn 「売れると」 (nếu bán chạy) và kết thúc bằng câu cảm thán kỳ vọng 「いいですね」.
みたいだ,～みたいなものだ　Nみたいなものだ　V－たみたいなものだ,N3,①僕の給料なんか、会社の儲けに比べたら、ただみたいなものさ。,この契約が取れれば、今回のプロジェクトは成功みたいなものだ。した,この契約が取れれば、今回のプロジェクトは,成功,みたいな,ものだ。,した,,Prefix đưa ra giả định điều kiện thương mại thành công. Tiếp theo là động từ thể quá khứ 「成功した」 (đã thành công) đi liền với cấu trúc so sánh tương đương 「みたいな」 và danh từ kết luận 「ものだ」 (xem như là/gần như là đã...). Thứ tự từ bổ nghĩa đến danh từ trung tâm hoàn toàn tự nhiên.
みたいだ,～みたいだ＜推量＞,N3,①誰も彼女の本名を知らないみたいだ。,会議室の電気が消えている。今日の打ち合わせはもう終わったみたいだ。,会議室の電気が消えている。今日の打ち合わせは,もう,終わった,みた,いだ。,,Tiền tố cung ứng bối cảnh thực tế. Tiếp theo là phó từ chỉ sự hoàn thành 「もう」 (đã/rồi) bổ nghĩa cho động từ thể quá khứ 「終わった」 (đã kết thúc). Cuối cùng là cấu trúc phỏng đoán dựa trên chứng cứ thị giác 「みたいだ」 (có vẻ như).
みたいだ,～みたい＜例示＞　NみたいなN　Nみたいに,N4,①東京や大阪みたいな大都会には住みたくない。,わが社も、マナー研修みたいな社内教育を導入すべきだ。,わが社も、,マナー研修,みたいな,社内教育を,導入すべきだ。,,Chủ ngữ cơ quan nằm ở Prefix. Tiếp theo là danh từ ví dụ điển hình 「マナー研修」 (đào tạo kỹ năng ứng xử) đi liền trợ từ đưa ra ví dụ 「みたいな」 để bổ nghĩa cho danh từ phạm vi rộng hơn là 「社内教育を」 (giáo dục nội bộ). Kết thúc bằng thể khẳng định nghĩa vụ bắt buộc 「導入すべきだ」.
みだりに,,N2,①みだりに動物にえさを与えないでください。,社外秘の資料ですから、みだりに他人に口外してはならない。,社外秘の資料ですから、,みだりに,他人に,口外しては,ならない。,,"Prefix nêu lý do bảo mật thương mại. Trạng từ chỉ hành vi tùy tiện, trái phép 「みだりに」 đứng trước để bổ nghĩa cho toàn bộ vế cấm đoán phía sau. Tiếp theo là đối tượng tiếp nhận thông tin 「他人に」 (cho người khác), đi với động từ thể liên kết 「口外しては」 và kết thúc bằng trợ từ cấm đoán 「ならない」."
