Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ても,いくら～ても,,①いくら華やかな職業でも、つらいことはたくさんある。,この料理は、いくらレシピ通りに作っても母の味にはならない。,この料理は,いくら,レシピ通りに,作っても,母の味には,ならない。,"Cấu trúc đi liền ""いくら...ても"" (cho dù... bao nhiêu). ""いくら"" bổ nghĩa cho ""作っても"" ở Chunk 3. ""レシピ通りに"" (đúng như công thức) là trạng từ bổ nghĩa cho động từ ""作る"". ""母の味にはならない"" là vế kết quả hợp logic."
ても,どんなに～ても,,①このコンピュータはどんなに複雑な問題でも解いてしまう。,私は、どんなに仕事が忙しくても毎日家族に電話をかけている。,私は,どんなに,仕事が,忙しくても,毎日家族に,電話をかけている。,"""どんなに"" đi với tính từ đuôi i thể ても là ""忙しくても"" để tạo nghĩa biểu thị mức độ cực đoan. ""仕事が忙しい"" đi liền nhau làm trạng thái diễn tả nguyên nhân, vế sau ""毎日家族に電話をかけている"" là hành động thường nhật phù hợp bối cảnh."
ても,疑問詞～ても,,①だれが電話してきても、取りつがないでください。,誰が何と言っても、私はこの服を絶対に買いたい。,誰が,何と,言っても,私はこの服を,絶対に,買いたい。,"Từ để hỏi ""何"" kết hợp với trợ từ ""と"" và động từ ""言う"" chia thể ても thành ""何と言っても"" tạo trạng ngữ cố định (dù ai có nói gì đi nữa). ""絶対に買いたい"" thể hiện ý chí mạnh mẽ đứng cuối để kết thúc câu."
ても,どうV－ても,,①どう言ってみても、硬の決心を変えさせることはできなかった。,昨日のことは、どう考えても彼女が怒っている理由がわからない。,昨日のことは,どう,考えても,彼女が,怒っている理由が,わからない。,"""どう考えても"" là cụm trạng từ đi liền nhau mang nghĩa ""dù có nghĩ thế nào đi nữa"", kết hợp hoàn hảo với thể phủ định ""わからない"" ở cuối câu."
ても,なん＋助数詞＋V－ても,,①何回聞いても名前が覚えられない。,何回注意しても、息子は自分の部屋を片付けない。,,何回,注意しても,息子は,自分の部屋を,片付けない。,"""何回"" (mấy lần) đi với động từ thể ても ""注意しても"" tạo thành cấu trúc nhấn mạnh tần suất hành động nhưng không đạt kết quả mong muốn. Vế sau danh từ ""部屋"" đi với trợ từ ""を"" và động từ ""片付けない""."
ても,～ても～ただろう,,①たとえ、努力しても合格できなかっただろう。,あの店の商品なら、たとえ安くてもそんな高いバッグは買わなかっただろう。,あの店の商品なら,たとえ,安くても,そんな高いバッグは,買わなかった,だろう。,"""たとえ"" thường mở đầu đi kèm với thể ""ても"" (安くても) ở Chunk 2 để giả định tình huống. Phía sau đi với thể quá khứ phủ định ""買わなかった"" kết hợp với ""だろう"" ở Suffix để thể hiện sự suy đoán về một sự việc trong quá khứ."
ても,～ても～た,,①雨でも運動会は行われた。,大雨でも、私たちは予定通りバーベキューを楽しんだ。,,大雨でも,私たちは,予定通り,バーベキューを,楽しんだ。,"Danh từ ""大雨"" kết hợp trực tiếp với ""でも"" tạo trạng ngữ chỉ điều kiện nhượng bộ. Tiếp theo là chủ ngữ ""私たちは"", trạng từ ""予定通り"" bổ nghĩa cho hành động ""バーベキューを楽しんだ"" ở quá khứ."
ても,V－てもR－きれない,,①彼の親切に対しては、いくら感謝してもしきれない。,大切なコップを割ってしまい、彼にはいくら謝っても謝りきれない。,大切なコップを割ってしまい、,彼には,いくら,謝っても,謝り,きれない。,"Mẫu ""V-てもV-きれない"" (謝っても謝りきれない) thể hiện mức độ không thể thực hiện trọn vẹn hành động. Trạng từ ""いくら"" đứng trước để nhấn mạnh thêm cho hành động xin lỗi."
ても,V－てもとうなるものでもない,,①いまから抗議してもどうなるものでもない。,済んでしまったことを、今さら後悔してもどうなるものでもない。,,済んでしまったことを,今さら,後悔しても,どうなるものでも,ない。,"""済んでしまったこと"" (chuyện đã qua) là tân ngữ của ""後悔しても"". ""今さら"" (đến bấy giờ) bổ nghĩa cho hành động hối hận. Cụm ""どうなるものでもない"" đi liền ở cuối để kết thúc câu hợp cú pháp."
ても,V－たくてもV－れない,,①急に仕事が入って、飲みに行きたくても行けないのだ。,歯が痛くて、大好きな甘いケーキを食べたくても食べられない。,歯が痛くて、,大好きな,甘いケーキを,食べたくても,食べ,られない。,"Mẫu ""V-たくてもV-れない"" thể hiện mong muốn nhưng bất khả kháng. Động từ ""食べる"" biến đổi thành ""食べたくても"" đi trước, vế sau là động từ thể khả năng phủ định ""食べられない"" được tách ra ở Chunk 4 và Suffix."
でも1,,,①友達はプールヘ泳ぎに行った。でも、わたしはアルバイトで行けなかった。,このTシャツを買いたいです。でも、値段が少し高いですね。,このTシャツを買いたいです。,でも,値段が,少し,高い,ですね。,"""   avalanche -> でも"" đứng đầu câu thứ hai làm liên từ biểu thị quan hệ nghịch đối. Theo sau là chủ ngữ ""値段が"" và phó từ ""少し"" bổ nghĩa cho tính từ ""高い""."
でも2,1Nでも,,①この機械は操作が簡単で、子供でも使えます。,この料理はとても簡単なので、料理が苦手な私でも簡単に作れます。,この料理はとても簡単なので、,料理が,苦手な,私でも,簡単に,作れます。,"""私でも"" mang ý nghĩa ""ngay cả tôi"" (đưa ra ví dụ thấp nhất để nhấn mạnh). Cụm bổ nghĩa ""料理が苦手な"" đứng ngay trước danh từ ""私"". Trạng từ ""簡単に"" bổ nghĩa cho động từ ""作れます""."
でも2,N（＋助詞）でも,,①コーヒーでも飲みませんか。,今週末、一緒に映画でも見に行きませんか。,今週末、,一緒に,映画でも,見に,行き,ませんか。,"""映画でも"" đưa ra một gợi ý nhẹ nhàng mang tính đại diện cho các hình thức giải trí. Cụm cấu trúc chỉ mục đích chuyển động ""見に行く"" được chia tách thành ""見に"" (Chunk 4) và ""行きませんか"" (Suffix)."
でも2,R－でもしたら,,①放っておいて、病気が悪くなりでもしたら、どうするんですか。,渋滞のせいで、約束の時間に遅れでもしたら大変だ。,渋滞のせいで、,約束の,時間に,遅れでも,したら,大変だ。,"Cấu trúc ""V-stem + でもしたら"" biểu thị giả định về một tình huống xấu. Động từ ""遅れる"" bỏ masu thành ""遅れ"" kết hợp với "" Latham -> でもしたら"". Trạng ngữ chỉ thời gian ""約束の時間に"" đứng trước bổ nghĩa cho động từ."
でも2,でも→【ても】、【てもいい】4、【てもかまわない】、【てもよろしい】【でもあり、でもある】NでもありNでもある　NaでもありNaでもある　AくもありAくもある,,①彼はこの会社の創始者でもあり、今の社長でもある。,彼は私の親友でもあり、良き相談相手でもある。,彼は,私の,親友でもあり,良き相談,相手でも,ある。,"Mẫu song hành ""AでもありBでもある"" biểu thị tính chất kép của chủ ngữ. ""親友でもあり"" kết thúc vế một, vế hai là cụm danh từ ""良き相談相手"" đi với ""でもある"" được chia nhỏ thành Chunk và Suffix."
てもいい,V－てもいい＜許可＞,,①A：入ってもいいですか。B：どうぞ。,すみません、この帽子を被ってみてもいいですか。,すみません、,この帽子を,被って,みても,いい,ですか。,"Mẫu xin phép ""V-てみてもいいですか"" (Tôi thử làm... có được không?). Danh từ ""帽子"" đi với trợ từ ""を"" làm tân ngữ cho hành động ""被る""."
