Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
あれで,あれで＜プラス評価＞,N1,①あの人はいつもきついことばかり言っていますが、あれでなかなか優しいところもあるんですよ。,弟はいつも部屋を散らかしているけれど、あれで料理を作るのが得意なんですよ。,弟はいつも部屋を散らかしているけれど、,あれで,料理を,作るのが,得意なん,ですよ。,""あれで"" dùng để đưa ra đánh giá tích cực trái ngược với vế tiêu cực trước đó. Thứ tự cú pháp: あれで (dù thế) + 料理を (món ăn) + 作るのが (việc làm) + 得意なん (giỏi) + ですよ (đấy)."
あれで,あれで＜驚き＞,N1,①あのコート、あれで4万なら安いものだ。,この財布、あれで千円ならすごくお買い得だね。,この財布、,あれで,千円,なら,すごくお買い,得だね。,""あれで"" thể hiện sự ngạc nhiên về giá cả hoặc mức độ so với tính chất của vật. Thứ tự: あれで (với cái đó) + 千円 (1000 yên) + なら (nếu là) + すごくお買い (rất) + 得だね (hời)."
あれでも,,N2,①あの人、患者の話を聞こうともしないで、あれでも医者なのですか。,彼は全然片付けをしないけれど、あれでも一応店長なのですか。,彼は全然片付けをしないけれど、,あれでも,一応,店長な,のです,か。,""あれでも"" nghĩa là ""dù như thế đi nữa"". Thứ tự kết hợp tự nhiên: あれでも (dù vậy) + 一応 (dù sao thì) + 店長な (là cửa hàng trưởng) + のです (đấy à)."
あんまり,あんまり～ない,N5,①このごろはあんまり映画を見ていない。,最近はお腹が痛くて、あんまりご飯を食べていないんだ。,最近はお腹が痛くて、,あんまり,ご飯を,食べて,いない,んだ。,""あんまり"" đi với dạng phủ định ""～ない"" biểu thị ý nghĩa ""không... lắm"". Thứ tự câu: あんまり (không... lắm) + ご飯を (cơm) + 食べて (ăn) + いない (không)."
あんまり,あんまり,N4,①あんまりおかしくて涙が出た。,昨日の夜はあんまり嬉しくて遅くまで眠れなかった。,昨日の夜は,あんまり,嬉しくて,遅くまで,眠れな,かった。,""あんまり"" đứng trước tính từ thể hiện mức độ quá mức dẫn đến kết quả vế sau. Thứ tự: あんまり (quá) + 嬉しくて (vui mừng nên) + 遅くまで (đến muộn) + 眠れなかった (không ngủ được)."
あんまり,～なんてあんまりだ,N3,①誰も私のことを覚えていてくれなかったなんて、あんまりだ。,せっかく作った料理を一口も食べてくれないなんて、あんまりだ。,せっかく作った料理を一口も,食べて,くれない,なんて、,あんまり,だ。,"Cấu trúc ""～なんてあんまりだ"" dùng để trách móc hành động của ai đó là quá đáng. Thứ tự: 食べて (ăn) + くれない (không làm cho) + なんて (cái việc như) + あんまりだ (quá đáng)."
いい,いい＜賞賛＞,N5,①そのセーターいいですね。よく似合ってますよ。,そのスニーカーいいですね。どこで買ったんですか。,その,スニーカー,いい,です,ね。どこで,買ったんですか。,""いい"" dùng để khen ngợi món đồ của đối phương trong giao tiếp. Thứ tự: スニーカー (giày thể thao) + いい (đẹp/tốt) + です (là) + ね。どこで (nhỉ, ở đâu)."
いい,いい＜断り＞,N5,①A：もう一杯どうですか。B：いえ、もういいです。,Aデザートのおかわりはどう？Bいいえ、もういいですよ。お腹いっぱいです。,Aデザートのおかわりはどう？Bいいえ、,もう,いい,です,よ。お腹,いっぱいです。,""もういいです"" dùng để từ chối một cách lịch sự khi đã cảm thấy đủ. Thứ tự câu: もう (đã) + いい (đủ rồi) + です (là) + よ。お腹 (nhé, bụng)."
いい,いい＜注意を促す＞,N4,①いいね、今言ったことは誰にもしゃべっちゃだめだよ。,いいね、買い物に行くときは気をつけるんだよ。,,いいね、,買い物に,行くときは,気をつける,んだよ。,""いいね"" đứng đầu câu dùng để nhắc nhở hoặc lưu ý đối phương. Thứ tự: いいね (nghe rõ chưa) + 買い物に (đi mua sắm) + 行くときは (khi đi) + 気をつける (cẩn thận)."
いい,いいから／いいよ,N4,①A：私があと3分早く着いていれば乗り遅れることもなかったのですが～。B：もうそのことはいいから。それより今からどうしたらいいかを考えましょう。,A遅刻して本当にごめんなさい。Bそのことはいいから、早く映画館に入ろう。,A遅刻して本当にごめんなさい。B,そのことは,いいから、,早く,映画館に,入ろう。,""～はいいから"" dùng để gạt bỏ một vấn đề qua một bên để thực hiện hành động tiếp theo. Thứ tự: そのことは (chuyện đó) + いいから (thôi bỏ đi) + 早く (nhanh lên) + 映画館に (vào rạp)."
