Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
いまごろ,いまころになって,,①注文していた本が、今ごろになってやっと届いた。,朝出かける時に頼んだ牛乳を、夫が今頃になってやっと買ってきた。,朝出かける時に頼んだ牛乳を、,夫が,今頃になって,やっと,買ってきた,。,「夫が」が主語となり、「今頃になってやっと」という副詞句が動作「買ってきた」を修飾する自然な語順です。
いまごろ,いまごろ　V－ても／V－たところで,,①今ごろ佐藤さんに電話しても、もううちを出ているのではないだろうか。,セールは昨日までだから、今頃お店に行っても、お目当ての服は売り切れているよ。,セールは昨日までだから、,今頃お店に,行っても、,お目当ての服は,売り切れている,よ。,「今頃～行っても」で条件を表し、その後に「お目当ての服は」という主語と、結果を表す「売り切れている」が続きます。
いまさら,いまさら,,①もうその問題は解決済みなのに、今さらどうしようというのですか。,来週引っ越すのに、今さら部屋の模様替えをするなんて面倒くさい。,来週引っ越すのに、,今さら,部屋の,模様替えをする,なんて,面倒くさい。,「今さら」が「模様替えをする」を修飾し、その行為を「なんて」で強調して後ろの感情（面倒くさい）につなげます。
いまさら,いまさらV－ても　いまさらV－たところで,,①今さら文句を言われてもどうしようもない。,昨日怒ったことを今さら謝られても、私は絶対に許さないからね。,昨日怒ったことを,今さら,謝られても、,私は絶対に,許さない,からね。,「今さら謝られても」という逆接の条件節が前に来、主節の「私は絶対に」「許さない」へと自然につながります。
いまさら,いまさらながら,,①今さらながら彼の賢さには感心する。,母が毎日作ってくれたお弁当のありがたさを、一人暮らしを始めて今さらながら実感している。,母が毎日作ってくれたお弁当のありがたさを、,一人暮らしを,始めて,今さらながら,実感している,。,「～始めて」という契機の後、心情を強調する副詞「今さらながら」が動詞「実感している」を直接修飾します。
いまさら,いまさらのように,,①そういえば昔はここでよく友達と鬼ごっこをしたなあと、今さらのようになつかしく思った。,幼馴染の彼女が急に綺麗になって、僕は今さらのようにドキドキしてしまった。,幼馴染の彼女が急に綺麗になって、,僕は,今さらのように,ドキドキ,してしまった,。,主語「僕は」に続き、状態を説明する「今さらのように」が心理描写の動詞「ドキドキしてしまった」に係ります。
いまだ,いまだに,,①あの人いまだに病気で寝込んでるんだって。,10年前に買ったあの電子レンジ、いまだに壊れずに毎日動いているよ。,10年前に買ったあの電子レンジ、,いまだに,壊れずに,毎日,動いている,よ。,主語の電子レンジに対して、状態の継続を示す「いまだに」が「壊れずに」および「動いている」の修飾に繋がります。
いまだ,いまだ（に）V－ない,,①行方不明の二人の消息は未だにつかめていない。,来月の旅行の計画について、友達からの返事は未だに届いていない。,来月の旅行の計画について、,友達からの,返事は,未だに,届いていない,。,「友達からの返事は」という主格の後に、否定を伴う「未だに～ない」の呼応関係で「届いていない」が結びつきます。
いまでこそ,だが　いまでこそし～A／～Vが,,①二人は今でこそ円満に暮らしているが、結婚当初は毎日喧嘩が絶えなかった。,彼は今でこそ料理上手だが、独身の時はカップラーメンしか作れなかった。,彼は,今でこそ,料理上手だが、,独身の時は,カップラーメンしか,作れなかった。,「今でこそ～だが」で現在の状態と過去の対比を提示し、後半で「独身の時は～しか作れなかった」と過去の事実を述べます。
いまに,,,①あんなに働いていたら、あいつは今に過労で倒れるだろう。,そんなに毎日夜更かしばかりしていると、今に体調を崩すよ。,そんなに毎日夜更かしばかりしていると、,今に,体調を,崩す,よ,。,条件節「～していると」の後に、近い将来の予測を示す副詞「今に」が来て、動詞句「体調を崩すよ」を修飾します。
