Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
いうまでもない,なのはいうまでもない　A／V　のはいうまでもない1,N2,①全然学校に来なかった彼が卒業できなかったのは言うまでもない。,毎日しっかり睡眠をとるのが健康に良いのは言うまでもない。,毎日,しっかり睡眠を,とるのが,健康に良いのは,言うまで,もない。,"""毎日"" đóng vai trò trạng từ thời gian, ""しっかり睡眠を"" là cụm tân ngữ, ""tるのが"" là hành động được danh từ hóa làm chủ ngữ cho vế sau, ""健康に良いのは"" bổ nghĩa chỉ tính chất hiển nhiên, kết hợp cấu trúc ""言うまでもない"" để khẳng định một sự thật không cần bàn cãi."
いうまでもない,いうまでもないことだが,N2,①言うまでもないことだが、ツアー旅行で勝手な行動をとって何か問題が起こっても、それはその人自身の責任だ。,言うまでもないことだが、このスーパーで買うほうが安い。,,言うまでもない,ことだが、,このスーパーで,買うほうが,安い。,"""言うまでもないことだが"" đứng đầu câu đóng vai trò là trạng ngữ dẫn dắt một điều hiển nhiên, ""このスーパーで"" chỉ địa điểm xảy ra hành động, ""買うほうが"" là hình thức so sánh hơn làm chủ ngữ, kết thúc bằng tính từ ""安い""."
いうまでもない,いうまでもなく,N2,①言うまでもなく、私たちをとりまく環境はどんどん汚染されてきている。,言うまでもなく、健康のためには毎日の運動が大切だ。,,言うまでもなく、,健康のために,は毎日の,運動が,大切だ。,"""言うまでもなく"" bổ nghĩa cho toàn bộ mệnh đề phía sau, ""健康ためには"" chỉ mục đích kèm trợ từ nhấn mạnh ""は"", ""毎日の運動が"" là cụm danh từ đóng vai trò chủ ngữ chính, kết câu bằng tính từ đuôi na ""大切だ""."
いか,数量詞＋いか,N4,①なるべく4人以下でグループを作ってください。,セール品は、お一人様3個以下で購入してください。,セール品は、,お一人様,3個,以下で,購入して,ください。,"""セール品は"" là chủ đề của câu, ""お一人様"" định vị đối tượng hành động, ""3個以下で"" kết hợp số lượng từ với ""以下"" và trợ từ ""で"" để giới hạn số lượng từ 3 trở xuống, đi kèm thể yêu cầu ""購入してください"" ở cuối câu."
いか,Nいか,N4,①中学生以下は入場無料です。,このアイスクリーム店は、小学生以下なら無料です。,このアイスクリーム店は、,小学生,以下,なら,無料,です。,"""このアイスクリーム店は"" thiết lập chủ đề câu, danh từ ""小学生"" kết hợp trực tiếp với ""以下"" tạo thành cụm giới hạn độ tuổi từ tiểu học trở xuống, ""なら"" là điều kiện giả định và kết thúc bằng vị ngữ ""無料です""."
いか,Nいかだ,N3,①おまえはゴキブリ以下だ。,勉強をサボったので、今回のテストの点数は平均以下だ。,勉強をサボったので、,今回の,テストの,点数は,平均,以下だ。,"""勉強をサボったので"" là vế chỉ nguyên nhân, ""今回のテストの点数は"" cấu thành chủ ngữ chính của vế sau, danh từ ""平均"" bổ nghĩa trực tiếp cho cấu trúc kết luận ""以下だ"" mang nghĩa dưới mức trung bình."
いか,Nいか＋数量詞,N2,①わが社では、社長以下約00人が全員一丸となって働いています。,週末のキャンプには、田中さん以下5人で参加することになった。,週末のキャンプには、,田中さん,以下,5人で,参加することに,なった。,"""週末のキャンプには"" chỉ bối cảnh sự kiện, ""田中さん以下"" xác định nhóm đối tượng tính từ anh Tanaka trở xuống, ""5人で"" biểu thị số lượng người thực hiện hành động, kết thúc bằng cấu trúc ""することになった"" chỉ một quyết định/sự việc đã được định sẵn."
いか,いか,N3,①以下同文。,今日の晩ご飯に必要な材料は以下の通りです。,今日の晩ご飯に,必要な,材料は,以下の,通り,です。,"""今日の晩ご飯に"" chỉ mục đích hướng tới, tính từ ""必要な"" bổ nghĩa cho danh từ ""材料は"" làm chủ ngữ, cụm ""以下の"" (như dưới đây) đóng vai trò bổ nghĩa cho danh từ ""通り"" để dẫn dắt phần liệt kê phía sau."
いがい,～いがい　Nいがい　V－る／V－た　いがい,N3,①来週のパーティーには、山田さん以外みんな行くそうです。,明日以外なら、今週はいつでも暇だよ。,,明日,以外,なら、今週は,いつでも,暇だよ。,"Danh từ ""明日"" kết hợp trực tiếp với ""以外"" tạo cụm mang ý nghĩa ngoại trừ, ""なら"" thiết lập điều kiện giả định, đi kèm cụm trạng từ thời gian và mức độ ""今週はいつでも"" để bổ nghĩa cho tính từ kết câu ""暇だよ""."
いがい,～いがいに～ない　Nいがいに～ない　V－る／V－た　いがいに～ない,N2,①彼女以外にこの仕事を任せられる人はいない。,彼以外に、一緒に暮らしたいと思える人はいない。,,彼,以外に、,一緒に暮らしたいと,思える人は,いない。,"""彼以外に"" tạo cấu trúc loại trừ ""ngoài anh ấy ra"", cụm bổ nghĩa ""一緒に暮らしたいと思える"" đi kèm để định hình rõ đặc điểm của danh từ chủ ngữ ""人"", kết câu bằng thể phủ định ""いない"" theo đúng cấu trúc đi kèm của mẫu ngữ pháp."
