Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
なに～ない,なに～ない,N3,①彼は父から受け継いだ大きな家に住んで、なに不自由なく暮らしている。,この街は近くにスーパーも病院もあって、なに不自由なく暮らせます。,この街は近くにスーパーも病院もあって、,なに,不自由,なく,暮らせ,ます。,Cụm từ cố định 「なに不自由なく」 nghĩa là 「hoàn toàn không thiếu thốn thứ gì」. Thứ tự sắp xếp câu tuân theo logic: Bối cảnh trạng ngữ chỉ nơi chốn (この街は近くに...) -> bộ cụm phó từ 「なに」 + 「不自由」 + 「なく」 -> bổ nghĩa cho động từ chính ở dạng khả năng 「暮らせます」.
なにか,なにか＜物事＞,N5,①冷蔵庫に何か入っているから、お腹がすいたら食べなさい。,テーブルの上に何か美味しいお菓子がありますよ。,テーブルの上に,何か,美味しい,お菓子が,あり,ますよ。,Trình độ N5. 「何か」 đóng vai trò đại từ 「cái gì đó」. Thứ tự ngữ pháp: Trạng ngữ chỉ vị trí (テーブルの上に) -> Đại từ bất định 「何か」 -> Tính từ 「美味しい」 bổ nghĩa trực tiếp cho danh từ 「お菓子」 -> Trợ từ 「が」 đi kèm động từ tồn tại 「あります」.
なにか,なにか＜様子＞,N4,①彼の態度は何か不自然だ。,今日の彼女の服は何かいつもと違ってとてもおしゃれだ。,今日の彼女の服は,何か,いつもと,違って,とても,おしゃれだ。,Trình độ N4. 「何か」 đóng vai trò phó từ chỉ trạng thái 「có gì đó/hơi hơi」. Thứ tự câu: Chủ ngữ (今日の彼女の服は) -> Phó từ 「何か」 -> Cụm so sánh 「いつもと」 kết hợp thể Te 「違って」 (khác với mọi khi) -> Phó từ chỉ mức độ 「とても」 bổ nghĩa cho tính từ 「おしゃれだ」.
なにか,～かなにか　N／V　かなにか,N4,①コーヒーか何か飲みませんか。,暑いですね。冷たいジュースか何か飲みに行きませんか。,暑いですね。冷たい,ジュース,か,何か,飲み,に行きませんか。,Cấu trúc 「Nか何か」 nghĩa là 「N hoặc thứ gì đó tương tự」. Thứ tự sắp xếp: Tính từ bổ nghĩa danh từ (冷たい) -> Danh từ 「ジュース」 + trợ từ lựa chọn 「か」 + 「何か」 -> Động từ bỏ masu 「飲み」 kết hợp cấu trúc chỉ mục đích ra ngoài làm gì.
なにか,Nやなにか,N4,①休みの日は雑誌や何かを読んでのんびり過ごします。,日曜日は友達とゲームや何かをして遊ぶことが多いです。,日曜日は友達と,ゲーム,や,何かを,して,遊ぶことが多いです。,Cấu trúc 「Nや何か」 dùng để liệt kê không triệt để 「game hay những thứ đại loại thế」. Thứ tự: Thành phần chỉ thời gian và đối tượng (日曜日は友達と) -> Danh từ 「ゲーム」 + trợ từ liệt kê 「や」 + 「何かを」 -> Động từ hành động thể Te 「して」 -> Vế kết thúc câu biểu thị thói quen thường làm.
なにか,なにか＜詰問＞,N2,①それならなにか。この会社を辞めてもいいんだな。,え、それならなにか。私が嘘をついているとでも言いたいのか。,え、,それなら,なにか。,私が嘘を,ついていると,でも言いたいのか。,Cấu trúc 「それならなにか」 dùng để hạch sách đối phương trong giao tiếp đời sống 「Nếu thế thì ý cậu là gì?」. Thứ tự cụm từ: từ nối 「それなら」 -> từ hỏi chất vấn 「なにか」 -> Vế làm rõ nội dung tranh cãi 「私が嘘を」 + 「ついていると」 (đang nói dối) + mẫu nghi vấn ngữ khí mạnh 「〜とでも言いたいのか」.
なにかしら,,N3,①なにかしらアルバイトをしているので、生活には困りません。,母は毎日なにかしら料理の新しいレシピを試している。,母は毎日,なにかしら,料理の,新しいレシピを,試して,いる。,「なにかしら」 mang nghĩa 「một cái gì đó (không rõ cụ thể)」. Thứ tự: Chủ từ và thời gian (母は毎日) -> Phó từ 「なにかしら」 -> Cụm danh từ định ngữ 「料理の」 bổ nghĩa cho 「新しいレシピを」 -> Động từ hành động thể hiện trạng thái duy trì 「試している」.
なにかと,なにかと,N3,①なにかと雑用が多くてゆっくりできません。,引っ越しの直後はなにかと買うものが多くてお金がかかる。,引っ越しの直後は,なにかと,買うものが,多くて,お金が,かかる。,「なにかと」 mang nghĩa 「chuyện này chuyện kia/nhiều thứ」. Thứ tự: Trạng ngữ thời gian bối cảnh (引っ越しの直後は) -> Phó từ 「なにかと」 -> Chủ ngữ của vế tính từ 「買うものが」 + tính từ thể Te chỉ nguyên nhân 「多くて」 -> Cụm động từ kết quả 「お金がかかる」.
なにかと,なにかというと,N2,①あの人はなにかと言うと文句ばかり言っている。,夫はなにかというとすぐにスマホを触ってばかりいる。,夫は,なにかと,いうと,すぐにスマホを,触って,ばかりいる。,Cấu trúc 「なにかというと」 nghĩa là 「hễ có chuyện gì là lại.../hở một tí là...」. Thứ tự: Chủ ngữ (夫は) -> Cụm từ ngữ pháp 「なにかと」 + 「いうと」 -> Phó từ và tân ngữ 「すぐにスマホを」 -> Động từ thể Te 「触って」 đi kèm cấu trúc chỉ tần suất tiêu cực 「ばかりいる」.
なにがなんでも,なにがなんでも＜意気込み＞,N2,①あの人には、なにがなんでも負けたくない。,今週末のバーゲンセールでは、なにがなんでもあの靴を買いたい。,今週末のバーゲンセールでは、,なにが,なんでも,あの靴を,買い,たい。,「なにがなんでも」 biểu thị quyết tâm cực kỳ mạnh mẽ 「bằng mọi giá/dù thế nào đi nữa」. Thứ tự: Bối cảnh thời gian địa điểm (今週末のバーゲンセールでは) -> Cụm trạng từ quyết tâm 「なにが」 + 「なんでも」 -> Tân ngữ tác động 「あの靴を」 -> Động từ bỏ masu 「買い」 kết hợp đuôi mong muốn 「たい」.
