Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
いかにも,いかにも,,①A：結局、この計画が成功するかしないかは、地域の住民の方々がどう反応するかにかかっているわけですね。B：いかにもその通りです。ですから、予測がつかないと言っているのですよ。,彼女の部屋は、いかにも女の子らしくて、かわいい雑貨がたくさん飾ってある。,彼女の部屋は、,いかにも,女の子らしくて、,かわいい雑貨が,たくさん,飾ってある。,"""いかにも"" là phó từ bổ nghĩa cho trạng thái ""女の子らしくて"". Cụm này tiếp tục bổ nghĩa cho danh từ ""かわいい雑貨"". Trạng từ ""たくさん"" bổ nghĩa cho động từ ""飾ってある"" ở phần đuôi câu để tạo thành câu hoàn chỉnh mô tả phòng của một cô gái."
いかん,Nいかん,,①これが成功するかどうかはみんなの努力いかんだ。,週末のバーベキューに参加するかどうかは、当日の天気いかんだ。,週末のバーベキューに,参加するか,どうかは、,当日の天気,いかん,だ。,"Khung câu hỏi lựa chọn danh từ hóa ""参加するかどうか"" đóng vai trò chủ ngữ (với trợ từ は). ""当日の天気"" là danh từ kết hợp trực tiếp với cấu trúc ""いかん"" để tạo thành cụm vị ngữ biểu thị sự phụ thuộc, kết thúc câu bằng ""だ""."
いかん,Nいかんで,,①客の出足いかんでは1週間で上映を打ち切られる可能性もある。,冷蔵庫の残りの食材いかんでは、今夜のメニューを変える必要がある。,冷蔵庫の,残りの,食材,いかんでは、,今夜のメニューを,変える必要がある。,"Cấu trúc ""Danh từ + いかんでは"" mang ý nghĩa ""tùy thuộc vào N"". Danh từ ""食材"" được bổ nghĩa bởi từ chỉ trạng thái ""残りの"". Toàn bộ cụm này đóng vai trò trạng ngữ bổ nghĩa cho vế phán đoán phía sau ""今夜のメニューを変える必要がある""."
いくら,いくら＜質問＞,,①この本はいくらですか。,すみません、この棚にある青いお皿はいくらですか。,すみません、この棚にある,青い,お皿は,いくら,です,か。,"Từ nghi vấn ""いくら"" đi kèm vị ngữ tính chất ""ですか"" tạo thành câu hỏi giá cả trong mua sắm hàng ngày. Danh từ ""お皿"" được bổ nghĩa bởi tính từ chỉ màu sắc ""青い"" và đi với trợ từ ""は"" đóng vai trò chủ đề chính của câu hỏi."
いくら,いくら＜不定＞,,①いくらなら案内してもらってもいいとこちらから先に提示した。,その古い自転車、いくらなら私に譲ってくれますか。,その古い自転車、,いくら,なら,私に,譲って,くれますか。,"Cấu trúc điều kiện với đại từ bất định ""いくらなら"" (nếu ở mức giá nào). Cụm này bổ nghĩa cho hành động xin nhượng lại tài sản từ người khác ""私に譲ってくれますか"" tạo tính tự nhiên trong hội thoại giao tiếp giữa bạn bè."
いくら,いくらでも,,①ビールならまだいくらでもあるから、安心して飲んでください。,お母さんが作った唐揚げなら、いくらでも美味しく食べられます。,お母さんが作った,唐揚げなら、,いくらでも,美味しく,食べられ,ます。,"Cấu trúc ""いくらでも"" mang ý nghĩa bao nhiêu cũng được, thường đi với động từ thể khả năng ""食べられます"". Vế giả định chỉ điều kiện yêu thích ""唐揚げなら"" đứng trước để làm nền tảng cho hành động không giới hạn ở vế sau."
いくら,いくらも～ない,,①もうワインはいくらも残っていない。,今月は買い物をしすぎて、財布の中にお金がいくらも残っていない。,今月は買い物をしすぎて、,財布の中に,お金が,いくらも,残って,いない。,"Cấu trúc phủ định đi kèm phó từ nhấn mạnh ""いくらも...ない"" (chẳng còn bao nhiêu). Danh từ chủ ngữ ""お金が"" đi sau trạng ngữ chỉ vị trí ""財布の中に"", đứng trước hành động trạng thái phủ định ""残っていない""."
いくら,いくらV－ても,,①いくら練習してもうまくならない。,朝からいくら探しても、部屋の鍵が見つからない。,朝から,いくら,探しても、,部屋の鍵が,見つから,ない。,"Cấu trúc tương phản nhượng bộ ""いくら + V-ても"" (cho dù có... đi chăng nữa). ""いくら"" đi đầu vế nhượng bộ kết hợp động từ chia thể Te + mo ""探しても"", dẫn tới kết quả phủ định khách quan không mong muốn ở vế sau là ""見つからない""."
いくら,いくら～といっても　いくらNaだといっても　いくらA－いといっても,,①いくら給料がいいと言っても、残業がそんなに多いのでは就職するのはいやだ。,友達が勧めるけれど、いくら美味しいと言っても、このラーメンは高すぎる。,友達が勧めるけれど、,いくら,美味しいと,言っても、,このラーメンは,高すぎる。,"Cấu trúc phán đoán ""いくら...と言っても"" (cho dù có nói là... đi chăng nữa). Tính từ ""美味しい"" kết hợp với trợ từ trích dẫn ""と"" và động từ ""言っても"", tạo thành một vế nhượng bộ để làm nổi bật phán đoán cá nhân ""高すぎる"" ở cuối câu."
いくら,いくら～からといって（も）,,①いくら淋しいからと言って、夜中の3時に友達に電話するなんて非常識だ。,兄はいくら忙しいからといって、家族に連絡をしないのはよくありません。,兄は,いくら,忙しいからと,いって、,家族に連絡をしないのは,よくありません。,"Cấu trúc biểu thị lý do biện minh không chính đáng ""いくら...からといって"" (cho dù nói là vì lý do... đi nữa). Vế chỉ nguyên nhân ""忙しいから"" kết hợp với ""といって"" để tạo vế giả định, phê phán hành vi bỏ bê ở vế sau ""連絡をしないのはよくありません""."
いくら,いくら～からといっても,,①いくら才能がないからと言っても、10年もピアノをやっていれば簡単な伴奏ぐらいはできるだろう。,約束の時間なのに、いくら道が混んでいたからと言っても、1時間もの遅刻は許されない。,約束の時間なのに、,いくら,道が混んでいたからと,言っても、,1時間もの遅刻は,許されない。,"Tương tự cấu trúc nhượng bộ lý do nâng cao ""いくら...からと言っても"". Vế nguyên nhân khách quan ""道が混んでいたから"" kết hợp với cấu trúc, bổ nghĩa cho chủ từ cụm danh từ chỉ mức độ nặng nề ""1時間もの遅刻は"" và kết thúc bằng vị ngữ phủ định ""許されない""."
いくら,いくらなんでも,,①そういう言い方はいくらなんでもひどすぎるよ。,スーパーで売っているこのお弁当が2000円なのは、いくらなんでも高すぎると思う。,スーパーで売っている,このお弁当が,2000円なのは、,いくらなんでも,高すぎる,と思う。,"Cụm từ cố định mang sắc thái biểu cảm ""いくらなんでも"" (dù thế nào đi chăng nữa/dù sao đi nữa) đứng trước tính từ ""高すぎる"" để bổ nghĩa về mức độ phi lý, dùng làm luận cứ cho suy nghĩ ""と思う"" của người nói về giá cả món ăn."
いくら,いくらV－たところで,,①いくらがんばってみたところで結果的には同じことだ。,衝動買いした後にいくら後悔したところで、あの服はもう返品できません。,衝動買いした後に,いくら,後悔した,ところで、,あの服はもう,返品できません。,"Cấu trúc giả định nhượng bộ tuyệt vọng ""いくら + V-たところで"" (dù cho có làm V đi nữa thì cũng vô ích). Động từ thể quá khứ ""後悔した"" đi với ""ところで"" tạo thành vế giả định, dẫn đến một thực tế không thể thay đổi ở vế sau ""返品できません""."
なくてはいけない,でなくてはいけない　A－くなくてはいけない　V－なくてはいけない,,①履歴書は自筆のものでなくてはいけない。,我が家のお味噌汁の具は、豆腐とワカメでなくてはいけない。,我が家の,お味噌汁の,具は、,豆腐とワカメ,でなくては,いけない。,"Cấu trúc mang tính khẳng định tiêu chuẩn bắt buộc bắt buộc ""Danh từ + でなくてはいけない"" (phải là N). Danh từ ghép ""豆腐とワカメ"" kết hợp cấu trúc đóng vai trò vị ngữ chính khẳng định quy tắc ăn uống của gia đình cho chủ ngữ ""具は""."
いご,Nいご,,①あの事件以後、そこを訪れる人はほとんどいなくなった。,先月の引っ越し以後、隣の住人と一度も会っていない。,先月の,引っ越し,以後、,隣の住人と,一度も会って,いない。,"Cấu trúc chỉ mốc thời gian ""Danh từ + 以後"" (kể từ sau khi N). Danh từ hành động ""引っ越し"" đi với ""以後"" tạo thành trạng ngữ chỉ thời gian kéo dài, bổ nghĩa cho trạng thái phủ định liên tục ở vế sau ""一度も会っていない""."
いご,いご,,①以後私達はこの問題に関しては手を引きます。,夜遅くに電話してごめんね。以後、このようなことがないように十分に気をつけます。,夜遅くに電話してごめんね。,以後、,このようなことが,ないように,十分に気を,つけます。,"Trạng từ ""以後"" đứng ở đầu vế câu thứ hai đóng vai trò làm từ nối (từ nay về sau), mang sắc thái hứa hẹn hoặc rút kinh nghiệm, bổ nghĩa cho toàn bộ hành động phòng ngừa ""気をつける"" ở cuối câu."
いささか,いささか,,①今回の試験は前回に比べていささか難解すぎたように思う。,母が作った今日の夕食は、私にはいささか塩辛すぎる気がする。,母が作った,今日の夕食は、,私には,いささか塩辛すぎる,気が,する。,"Phó từ mang tính trang trọng nhẹ nhàng ""いささか"" (hơi/một chút) bổ nghĩa trực tiếp cho tính từ mức độ ""塩辛すぎる"". Toàn bộ cụm tính từ này bổ nghĩa tiếp cho danh từ ""気が"" tạo thành kết cấu diễn đạt cảm nhận ""気がする""."
いささか,いささかも～ない,,①今回の事件には私はいささかも関係ございません。,昔からの親友の言葉を、私はいささかも疑っていません。,昔からの,親友の言葉を、,私は,いささかも,疑って,いません。,"Cấu trúc phủ định hoàn toàn nhấn mạnh ""いささかも...ない"" (một chút cũng không/không hề). Phó từ ""いささかも"" đứng ngay trước động từ phủ định dạng trạng thái tiếp diễn ""疑っていません"" để làm nổi bật niềm tin tuyệt đối đối với bạn bè."
いざしらず,N　はいざしらず,,①昔はいざしらず、今は会社を10も持つ大実業家だ。,近所の他の家はいざしらず、うちではゲームは1日1時間までと決まっている。,近所の,他の家は,いざしらず、,うちではゲームは,1日1時間までと,決まっている。,"Cấu trúc loại trừ và tương phản ""Danh từ + はいざしらず"" (N thì không nói làm gì/bỏ qua N). Cụm chủ đề tương phản ""他の家はいざしらず"" làm đòn bẩy để nhấn mạnh quy định riêng biệt ở vế sau ""うちでは...決まっている""."
いじょう,数量詞＋いじょう,,①体重が45キロ以上なら献血できる。,近所のスーパーでは、1回の買い物で1000円以上買うと卵が安くなります。,近所のスーパーでは、,1回の買い物で,1000円,以上,買うと卵が,安くなります。,"Cấu trúc chỉ giới hạn số lượng ""Số từ + 以上"" (từ... trở lên). Số từ chỉ mệnh giá ""1000円"" đi với ""以上"" bổ nghĩa cho động từ hành động ""買う"", kết hợp điều kiện ""と"" dẫn đến hệ quả khuyến mãi ở đuôi câu."
