Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
じゃない,じゃない,,①A：雨？B：いや、雨じゃない。,お母さん、この傘は私のじゃないよ、妹のだよ。,お母さん、,この,傘は,私の,じゃない,よ、妹のだよ。,Từ 'この' đứng trước bổ nghĩa cho danh từ '傘は'. Cụm sở hữu '私 の' kết hợp với cấu trúc phủ định 'じゃない' để biểu thị ý nghĩa phủ định sở hữu. Thành phần 'よ' ở đuôi làm từ kết thúc câu.
じゃないか1,N／Na／A／V　じゃないか　「ではないか1」のくだけた形で、話しことばの文末で主として男性が使う。女性は「じゃないの」「じゃない」の形を使うことが多い。「じゃん」はさらにくだけた言い方で、男女共に使う。丁寧形は「じゃないですか」「じゃありませんか」→【ではないか1】～じゃないか＜驚き・発見＞,,①すごいじゃないか。大発見だね。,わあ、見て！庭に可愛い猫がいるじゃないか。,わあ、見て！,庭に,可愛い,猫が,いるじゃないか。,,Cụm '庭に' chỉ địa điểm. Tính từ '可愛い' bổ nghĩa cho danh từ '猫が'. Động từ 'いる' kết hợp với 'じゃないか' ở cuối câu để biểu thị sự ngạc nhiên khi phát hiện ra sự việc.
じゃないか1,～じゃないか＜非難＞,,①どうしたんだ。遅かったじゃないか。,また約束の時間を忘れていたじゃないか、困るよ。,また,約束の,時間を,忘れていた,じゃないか、,困るよ。,Danh từ '約束' bổ nghĩa cho '時間' qua 'の'. '時間を' làm tân ngữ cho động từ '忘れていた'. Thể thông thường của động từ kết hợp trực tiếp với 'じゃないか' thể hiện thái độ phê bình hoặc trách móc.
じゃないか1,～じゃないか＜確認＞,,①ほら、覚えていないかな。同じクラスに加藤って子がいたじゃないか。,ほら、先週あそこのスーパーで一緒に買ったじゃないか。,ほら、,先週,あそこのスーパーで,一緒に,買ったじゃないか。,,Trạng từ chỉ thời gian '先週' và cụm từ chỉ địa điểm 'あそこのスーパーで' bổ nghĩa cho hành động. Trạng từ '一緒に' bổ nghĩa cho động từ '買った'. Đuôi câu 'じゃないか' dùng để xác nhận lại thông tin với người nghe.
じゃないか1,V－ようじゃないか,,①頑張って勝ち抜こうじゃないか。,今日は天気がいいから、みんなで公園を散歩しようじゃないか。,今日は天気がいいから、,みんなで,公園を,散歩,しようじゃないか。,,Cụm 'みんなで' chỉ trạng thái cùng nhau làm việc. '公園を' chỉ không gian di chuyển cho hành động '散歩'. Động từ nhóm 3 chuyển sang thể ý chí 'しよう' kết hợp với 'じゃないか' tạo thành lời kêu gọi mạnh mẽ.
じゃないか2　,N／Na（なん）じゃないか　A／V　んじゃないか,,①隣、ひょっとして留守じゃないか。,田中さんは今日、風邪を引いて学校を休むんじゃないか。,田中さんは今日、,風邪を,引いて,学校を,休むんじゃないか。,,Cụm '風邪を引いて' chỉ nguyên nhân lý do. '学校を' làm tân ngữ cho động từ '休む'. Động từ thể từ điển '休む' đi kèm cấu trúc 'んじゃないか' đưa ra dự đoán không chắc chắn.
じゃないが,Nじゃないが,,①非難するわけじゃないけど、どうしてあなたの部屋はこんなに散らかっているの。,自慢じゃないが、私は一度も料理で失敗したことがない。,,自慢,じゃないが、,私は一度も,料理で,失敗したことがない。,Thành ngữ cố định '自慢じゃないが' mang ý nghĩa 'Không phải khoe khoang đâu nhưng...'. Phía sau là chủ ngữ '私は一度も' đi kèm cụm từ chỉ phương diện '料理で' bổ nghĩa cho cụm phủ định trải nghiệm '失敗したことがない'.
じゃないだろうか,くなん）じゃないだろうか　A／V　んじゃないだろうか,,①もう帰ってしまったんじゃないだろうか。,この時間なら、駅前のスーパーはもう閉まっているんじゃないだろうか。,この時間なら、,駅前の,スーパーは,もう,閉まっているんじゃないだろうか。,,Cụm '駅前の' bổ nghĩa vị trí cho danh từ 'スーパーは'. Trạng từ 'もう' bổ nghĩa cho trạng thái kết quả '閉まっている'. Kết hợp với mẫu câu phỏng đoán 'んじゃないだろうか' ở cuối.
じゅう,Nじゅう＜空間＞,,①学校中にうわさが広まった。,子どもが部屋中でオモチャを散らかして遊んでいる。,子どもが,部屋,中で,オモチャを,散らかして,遊んでいる。,Hậu tố '中（じゅう）' gắn vào danh từ chỉ địa điểm '部屋' đi với trợ từ 'で' để chỉ phạm vi hành động diễn ra khắp nơi. 'オモチャを' làm tân ngữ cho chuỗi hành động kéo theo phía sau.
じゅう,Nじゅう＜時間＞,,①一晩中起きている。,休みの日は、一日中家で映画を見て過ごします。,休みの日は、,一日,中,家で,映画を見て,過ごします。,Hậu tố '中（じゅう）' gắn sau danh từ chỉ thời gian '一日' biểu thị trạng thái suốt toàn bộ thời gian đó. Cụm từ '家で' chỉ địa điểm và vế hành động '映画を見て' bổ nghĩa cho động từ chính '過ごします'.
しゅんかん,Nのしゅんかん　V－たしゅんかん,,①立ち上がった瞬間に、家がぐらっと大きく揺れた。,玄関のドアを開けた瞬間に、美味しそうなカレーの匂いがした。,,玄関のドアを,開けた,瞬間に、,美味しそうな,カレーの匂いがした。,Cụm '玄関のドアを' làm tân ngữ cho động từ thể quá khứ '開けた'. Động từ thể た kết hợp với danh từ '瞬間に' tạo mệnh đề thời gian biểu thị hành động diễn ra ngay lập tức sau đó. Tính từ '美味しそうな' bổ nghĩa cho danh từ cuối câu.
じょう,Nじょう,,①子供にお金を与えるのは教育上よくない。,アパートの契約上、ペットを飼うことは禁止されています。,,アパートの,契約上、,ペットを,飼うことは,禁止されています。,Danh từ 'アパートの' bổ nghĩa cho '契約'. Hậu tố '上（じょう）' kết hợp sau danh từ '契約' chỉ khía cạnh hoặc căn cứ quy định. Cụm danh từ hóa 'ペット te 飼うこと' đóng vai trò chủ ngữ cho động từ bị động kết câu.
しょうがない,しょうがない,,①誰もやらないならしょうがない、私一人でもやる。,バスが遅れてしまったのはしょうがないから、歩いて行こう。,バスが,遅れてしまった,のは,しょうがない,から、,歩いて行こう。,Động từ '遅れてしまった' được danh từ hóa bằng từ 'のは' đóng vai trò chủ ngữ cho tính từ 'しょうがない'. Trợ từ 'から' nối mệnh đề nguyên nhân này với hành động đề xuất ở cuối câu.
ず,文語の助動詞「ず」から。否定の意味を表す。書きことばや慣用的な表現でしか用いない。話しことばでは「なくて」「ないで」が使われる。「V－ない」の「ない」を「ず」に変えて作る。「する」は「せず」となる。V－ず,,①途中であきらめず、最後までがんばってください。,朝ご飯を食べずに家を出たので、お腹がペコペコです。,,朝ご飯を,食べず,に,家を出たので、,お腹がペコペコです。,'朝ご飯を' làm tân ngữ cho động từ thể phủ định cổ '食べず'. Đi kèm trợ từ 'に' để tạo trạng thái thực hiện hành động tiếp theo mà không làm hành động trước. Vế '家を出たので' diễn tả lý do dẫn đến trạng thái đó.
ず,～ず、～ず　A－からず、A－からず　V－ず、V－ず,,①飲まず食わずで三日間も山中を歩きつづけた。,雨も降らず風も吹かず、今日は本当にいい天気ですね。,,雨も降らず,風も,吹かず、,今日は本当に,いい天気ですね。,Hai động từ được chia ở thể phủ định 'ず' song hành cùng trợ từ 'も' tạo cấu trúc loại trừ song song (không... cũng không...). Phần sau bổ sung trạng từ '今日は本当に' để nhấn mạnh tính chất thời tiết.
すえに,Nのすえに　V－たすえに,,①今月のすえに、首相が訪中する。,家族で何度も話し合った末に、新しい車を買うことに決めた。,家族で,何度も,話し合った,末に、,新しい車を,買うことに決めた。,Trạng từ '何度も' bổ nghĩa cho động từ quá khứ '話し合った'. Động từ thể た kết hợp với danh từ '末に' thể hiện kết quả sau một quá trình dài. Tiếp theo là tân ngữ '新しい車を' bổ nghĩa cho cụm quyết định hành động.
すぎない,N／Na／A／V　にすぎない,,①その件は責任者にきいてください。私は事務員にすぎませんので。,これは私の個人的な意見にすぎないので、あまり気にしないでください。,これは,私の,個人的な,意見にすぎない,ので、,あまり気にしないでください。,"Cụm danh từ sở hữu kết hợp với tính từ đuôi na '個人的な' để bổ nghĩa cho danh từ '意見'. Cấu trúc 'にすぎない' biểu thị ý nghĩa giới hạn 'chẳng qua chỉ là', liên kết bằng trợ từ chỉ nguyên nhân 'ので' trước vế khuyên nhủ."
すぎる,すぎる　A－すぎる　R－すぎる　～すぎる,,①この役は思春期の役だから10歳では子供すぎて話にならない。,夕べのカレーは美味しすぎて、ついついご飯をおかわりしてしまった。,夕べのカレーは,美味し,すぎて、,ついつい,ご飯を,おかわりしてしまった。,Tính từ đuôi i '美味しい' lược bỏ đuôi i rồi kết hợp với từ chỉ mức độ vượt quá 'すぎる' chia ở thể て để chỉ nguyên nhân. Trạng từ 'ついつい' bổ nghĩa cho hành động lỡ làm ở cuối vế.
すぎる,～すぎ　R－すぎだ　R－すぎのN,,①太郎、遊びすぎですよ。もうちょっと勉強しなさい。,最近、スマートフォンの使いすぎで目が疲れています。,最近、,スマートフォン,の,使いすぎで,目が,疲れています。,Danh từ 'スマートフォン' kết nối bổ nghĩa cho cụm danh từ danh động từ chỉ mức độ quá đà '使いすぎ' bằng trợ từ 'の'. Tiếp nối bằng trợ từ nguyên nhân 'で' trước mệnh đề kết quả '目が疲れています'.
すぎる,～ても～すぎることはない,,①冬山登山は注意しても、し過ぎることはない。,料理を作る時は、火の元を確認してもしすぎることはない。,料理を作る時は、,火の元を,確認して,も,しすぎることはない。,,Cụm '火の元を' làm tân ngữ cho hành động '確認する'. Động từ được chia ở thể て đi kèm trợ từ 'も' tạo thành giả định 'cho dù có kiểm tra'. Vế kết câu 'しすぎることはない' đóng vai trò khẳng định mức độ cần thiết tối đa.
