Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ていい,でいい　A－くていい　V－ていい,,①この部屋にあるものは自由に使っていい。,,,,,,,,
ていく,V－ていく＜移動時の様意＞,,①学校まで走っていこう。,,,,,,,,
ていく,V－ていく＜遠ざかる移動＞,,①あの子は、友達とけんかして、泣きながら帰っていった。,,,,,,,,
ていく,V－ていく＜継起＞,,①あと少しだからこの仕事をすませていきます。,,,,,,,,
ていく,V－ていく＜継続＞,,①結婚してからも仕事は続けていくつもりです。,,,,,,,,
ていく,V－ていく＜消滅＞,,①この学校では、毎年五百名の学生が卒業していく。,,,,,,,,
ていけない,V－ていけない,,①この音楽を聞くたびに、別れた恋人のことが思い出されていけない。,,,,,,,,
ていただく,動詞のテ形に「いただく」のついたもの。さらに丁寧な言い方に、「おR-いただく」「ごNいただく」がある。V－ていただく＜受益＞,,①友達のお父さんに、駅まで車で送っていただきました。,,,,,,,,
ていただく,V－ていただく＜指示＞,,①まず、1階で受け付けをすませていただきます。それから3階の方にいらして下さい。,,,,,,,,
ていただく,V－ていただきたい,,①A：この次からは、間違えないでいただきたいですね。B：はい、申し訳ございませんでした。,,,,,,,,
ていただく,V－ていただける＜依頼＞,,①A二ご注文のお品ですが、取り寄せますので、3日ほど待っていただけますか。B：ええ、かまいません。,,,,,,,,
ていただく,V－ていただけるとありがたい。V－ていただけるとうれしい。,,①A：私がやりましょう。B：そうですか。そうしていただけると助かります。,,,,,,,,
ていはしまいか,V－ていはしまいか,,①環境保護の運動が盛んになってきたが、本質的な問題を忘れていはしまいか。,,,,,,,,
ている,話しことばでは、「V－てる」になることが多い。V－ている＜継続＞,,①雨がざあざあ降っている。,,,,,,,,
ている,V－ている＜結果＞,,①授業はもう始まっている。,,,,,,,,
ている,V－ている,,①毎年、交通事故で多くの人が死んでいる。,,,,,,,,
ている,Nをしている,,①彼は、トラックの運転手をしている。,,,,,,,,
ている,V－ている＜経験＞,,①調べてみると、彼はその会社を三か月前にやめていることがわかった。,,,,,,,,
ている,V－ている,,①子供が大学に入るころには、父親はもう定年退職しているだろう。,,,,,,,,
ている,V－ていない,,①A：もう終わりましたか。B：いいえ、まだ終わっていません。,,,,,,,,
