Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
くらい,Nくらい,,①子供じゃないんだから、自分のことぐらい自分で決めなさい。,週末に自分の部屋の掃除くらい自分でやりなさい。,週末に,自分の,部屋の掃除,くらい,自分で,やりなさい。,'自分の' bổ nghĩa cho '部屋'. '部屋の掃除' đi với 'くらい' mang nghĩa 'tối thiểu cỡ như...'. '自分で' đứng trước động từ mệnh lệnh 'やりなさい'.
くらい,～のは～ぐらいのものだ,,①息子が電話をよこすのは、金に困った時ぐらいのものだ。,仕事が忙しい彼が料理をするのは、奥さんの誕生日くらいのものだ。,仕事が忙しい彼が,料理を,するのは、,奥さんの誕生日,くらいのもの,だ。,'料理をする' được danh từ hóa bằng 'するのは' làm thành phần chủ ngữ. '奥さんの誕生日' kết hợp với cấu trúc 'くらいのものだ' chỉ trường hợp hiếm hoi hoặc duy nhất.
くわえて,NくわえてN,,①規則正しい食事、適度な運動、くわえて近所の人達との日常的なつきあい、そういったものがこの村のお年寄りの長生きの秘訣と考えられる。,今週はバイトのシフトに加えて、大学のテストもあるから本当に忙しい。,今週は,バイトのシフトに,加えて、,大学の,テストもあるから,本当に忙しい。,'バイトのシフト' kết hợp với 'に加えて' nghĩa là 'thêm vào đó'. Tiếp theo là cụm danh từ '大学のテスト' đi với trợ từ 'も' biểu thị sự tích lũy công việc.
げ,Naげ　A－げ　R上げ,,①その人は退屈げに雑誌のページをめくっていた。,妹は新しく買ったワンピースを着て、嬉しげに鏡の前で笑っていた。,妹は新しく買ったワンピースを着て、,嬉し,げに,鏡の,前で,笑っていた。,'嬉し' (thân tính từ của 嬉しい) kết hợp với hậu tố 'げに' để tạo thành phó từ mang nghĩa 'có vẻ vui sướng'. Cụm '鏡の前で' chỉ địa điểm cho hành động '笑っていた'.
けっか,Nのけっか　V－たけっか,,①投票の結果、議長には山田さんが選出された。,家族で何度も話し合った結果、今年の夏休みは北海道へ旅行することにした。,家族で,何度も,話し合った,結果、,今年の夏休みは,北海道へ旅行することにした。,Động từ thể quá khứ '話し合った' bổ nghĩa trực tiếp cho danh từ '結果' thành trạng ngữ chỉ kết quả. Cụm '今年の夏休みは' làm trạng ngữ thời gian cho vế quyết định phía sau.
けっきょく,,,①バーゲンセールに行ったが、結局何も買わないで帰ってきた。,スーパーのタイムセールに並んだけど、結局お目当ての牛肉は買えなかった。,スーパーのタイムセールに並んだけど、,結局,お目当ての,牛肉は,買え,なかった。,Phó từ '結局' (kết cục/cuối cùng thì) đứng đầu mệnh đề kết quả. 'お目当ての' bổ nghĩa cho '牛肉'. '買え' là thể khả năng của động từ đi với đuôi phủ định 'なかった'.
けっして～ない,,,①あなたのことはけっしてわすれません。,ダイエット中だから、夜遅くのラーメンは決して食べないと強く決めている。,ダイエット中だから、夜遅くのラーメンは,決して,食べ,ないと,強く,決めている。,Cấu trúc nhấn mạnh phủ định '決して...ない'. '決して' đi trước động từ dạng phủ định '食べない'. 'ないと' đóng vai trò trích dẫn nội dung cho hành động quyết tâm '強く決めている'.
けど,けど,,①A：この本は、恵子にやるつもりだ。B：けど、それじゃ、良子がかわいそうよ。,A来週の旅行、台風が来るみたいだよ。Bけど、ホテルはもう予約しちゃったよ。,A来週の旅行、台風が来るみたいだよ。B,けど、,ホテルは,もう予約,しちゃった,よ。,Liên từ 'けど' đứng đầu câu để biểu thị sự phản bác hoặc đối lập với thông tin đối phương vừa đưa ra. Cụm 'ホテルはもう' làm tân ngữ đứng trước động từ thể nuối tiếc/hoàn thành '予約しちゃった'.
けど,～けど,,①みんながあの映画はいいと言うけど、わたしにはちっともおもしろいと思えない。,新しい靴を買ったんだけど、サイズが少し小さくて足が痛い。,新しい靴を,買ったん,だけど、,サイズが少し,小さくて,足が痛い。,'買ったんだ' (giải thích hoàn cảnh) kết hợp với liên từ nối mệnh đề nghịch lý 'けど' tạo thành 'だけど'. Tính từ '小さくて' chuyển sang thể て để nối với mệnh đề hệ quả '足が痛い'.
けれど,けれど,,①2時間待った。けれど、彼は姿を表さなかった。,毎日一生懸命日本語を練習した。けれど、本番の試験では緊張してうまく話せなかった。,毎日一生懸命日本語を練習した。,けれど、,本番の,試験では,緊張して,うまく話せなかった。,Liên từ 'けれど' đứng đầu câu thứ hai nhằm chỉ sự tương phản mang tính văn viết lịch sự. '本番の' bổ nghĩa cho danh từ '試験'. '緊張して' thể hiện nguyên nhân dẫn đến kết quả 'うまく話せなかった'.
けれど,～けれど,,①2時間待ったけれど、彼は姿を現さなかった。,友達の誕生日にケーキを焼いたけれど、形が崩れてしまって恥ずかしい。,友達の誕生日に,ケーキを,焼いたけれど、,形が,崩れてしまって,恥ずかしい。,Động từ quá khứ '焼いた' đi liền với liên từ 'けれど' để nối hai vế tương phản. Vế sau '形が崩れてしまって' dùng thể て biểu thị nguyên nhân của cảm xúc '恥ずかしい'.
けれど,～けれど,,①いま母は留守なんですけれど。,すみません、さっき頼んだ料理がまだ来ないんですけれど。,すみません、,さっき頼んだ,料理が,まだ来ない,んです,けれど。,"Cụm 'さっき頼んだ' bổ nghĩa cho danh từ '料理'. Cấu trúc 'んです' mang tính chất giải thích tình huống, kết hợp với vĩ từ 'けれど' ở cuối câu để nói giảm nói tránh một cách lịch sự khi phàn nàn."
