Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
お～になる,おRーになる　ごNになる,N3,①村田さんはもうお帰りになりました。,,,,,,,,
お～ねがう,おR－ねがう　ごNねがう,N3,①明日うかがいたいと、山田さんにお伝え願えますか。,,,,,,,,
おいそれと（は）～ない,おいそれと（は）V－れない,N1,①子供を産んだばかりの母ネコにはおいそれとは近づけない。,,,,,,,,
おいて,,N2,①この研究分野の第1人者ということなら、加藤先生をおいてほかはないでしょう。,,,,,,,,
おかげで,な／だった　おかげで　Aおかげで　V－たおかげで,N4,①あなたのおかげで助かりました。,,,,,,,,
おきに,数量詞＋おきに,N3,①大学行きのバスは10分おきに出ている。,,,,,,,,
おきに,時間おきに飲んでください。,N3,①この道路には10mおきにポプラが植えられている。,,,,,,,,
おきに,軒おきぐらいに外車を持っている家がある。,N3,①映画館に入ると、座席は一つおきにしかあいていなかったので、友達とは離れて座ることになった。,,,,,,,,
おそらく,,N3,①おそらく彼はそのことを知っているだろう。,,,,,,,,
おそれがある,Nのおそれがある　V－るおそれがある,N2,①今夜から明日にかけて津波の恐れがあるので、厳重に注意してください。,,,,,,,,
おなじ,～とおなじ　Nとおなじ　Vのとおなじ,N5,①このステレオはうちのと同じだ。,,,,,,,,
おなじ,おなじV－る　なら／のだったら,N3,①同じ買うなら、少々高くても長持ちするものの方がいい。,,,,,,,,
おぼえはない,V－られるおぽえはない,N1,①きみにそんなひどいことを言われる覚えはない。,,,,,,,,
おぼえはない,V－たおぼえはない,N1,①彼があんなに怒るようなことを言った覚えはないんだけど。,,,,,,,,
おまけに,,N3,①あたりはすっかり暗くなり、おまけに雨まで降ってきた。,,,,,,,,
おもう,～とおもう,N5,①今日は雨が降ると思います。,,,,,,,,
おもう,～とおもっている,N5,①私は自分のしたことが正しいと思っている。,,,,,,,,
おもう,～とおもわれる,N3,①このままの状態では環境汚染は進む一方だと思われる。,,,,,,,,
おもう,～とはおもわなかった,N3,①まさか今日あの人が来るとは思わなかった。,,,,,,,,
おもう,R－たいとおもう,N5,①アメリカに留学したいと思います。,,,,,,,,
