Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
おもう,～おもう　Naにおもう　A－くおもう,N3,①先生に指導していただけることになって、本当に幸せに思います。,,,,,,,,
おもう,V－ようとおもう,N4,①今日はゆっくり休もうと思う。,,,,,,,,
おもう,であるようにおもう　A／V　ようにおもう,N3,①太田くんは内気なので、ウェイターの仕事は向いていないように思う。,,,,,,,,
おもう,N（のこと）をおもう,N4,①親が子供を思う気持ちは何にも変えられない。,,,,,,,,
おもう,だとおもう　Nを　A／V　とおもう,N4,①最初は保子さんを男の子だと思った。,,,,,,,,
おもえば,おもえば,N2,①思えば、学生時代はみんな純粋だった。,,,,,,,,
おもえば,いまからおもえば,N2,①母は、私が下宿するのに猛反対したが、今から思えばその気持ちもわからなくもない。,,,,,,,,
おもったら,だとおもったら　A／V　とおもったら,N3,①息子の姿が見えないと思ったら、押し入れの中で寝ていた。,,,,,,,,
および,NおよびN,N2,①会議終了後、名札およびアンケート用紙を回収します。,,,,,,,,
おり,おり（に）　Nのおり（に）　V－る／V－た　おり（に）,N2,①前回の書類は今度の会議のおりにお渡しします。,,,,,,,,
おり,おりから　Aおりから　V－るおりから,N1,①残暑の続くおりから、お体には十分お気をつけください。,,,,,,,,
おり,おりからのN,N1,①山は嵐のような天候になり、小さな山小屋は、おりからの風にあおられて簡単に吹き飛んでしまった。,,,,,,,,
か,～か～か　NかN（か）　NaかNaか　AかAか　VかVか,N5,①電車かバスで行くつもりだ。,,,,,,,,
か,Nか＋疑問詞＋か,N5,①プレゼントはコーヒーカップか何かにしよう。,,,,,,,,
か,～か～かで　NかN（か）で　NaかNaかで　AかAかで　VかVかで,N3,①あの人の話は、たいてい自分の自慢話か仕事の愚痴かで、聞いているとうんざりする。,,,,,,,,
か,～かとうか　N／Na／A／V　かとうか,N4,①あの人が来るかどうか知っていますか。,,,,,,,,
か,～か～ないか,N4,①行くか行かないか決めて下さい。,,,,,,,,
か,～か～ない（か）　V－るかV－ない（か）　V－たかV－ない（か）,N3,①去年彼女に会ったのは、たしかゴールデンウイークに入るか入らないかの頃だったと思います。,,,,,,,,
か,疑問詞～か,N4,①彼がいつ亡くなったか知っていますか。,,,,,,,,
か,疑問詞＋か,N5,①彼はどうも何かを隠しているらしい。,,,,,,,,
