Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
からといって,～からといって＋否定的表現,N3,①手紙がしばらく来ないからといって、病気だとはかぎらないよ。,,,,,,,,
からには,Vからくに）は,N3,①約束したからにはまもるべきだ。,,,,,,,,
からみる,Nからみると,N3,①イスラム教から見ると、それはおかしな考え方だ。,,,,,,,,
からみる,Nからみて,N3,①あの言い方からみて、私はあの人にきらわれているようだ。,,,,,,,,
かりそめにも,,N1,①かりそめにもそのような恐ろしいことを口にしてはならない。,,,,,,,,
かりに,かりに～たら／～ば,N3,①かりに3億円の宝くじに当たったら、何をしますか。,,,,,,,,
かれ,A－かれA－かれ,N1,①遅かれ早かれ、山田さんも来るでしょう。,,,,,,,,
かろう,ではなかろう、A－かろう、A－く（は）なかろう,N1,①その謡は真実ではなかろう。,,,,,,,,
かろうじて,書きことば的なかたい表現。日常の話しことばでは「どうにか」「なんとか」がよく使われる。他に似た表現として「やっと」「ようやく」がある。かろうじてV－た,N2,①試験の開始時間に、かろうじて間に合った。,,,,,,,,
かろうじて,かろうじてV－ている,N2,①毎日の生活は苦しいが、かろうじて借金はせずに済んでいる。,,,,,,,,
かろうじて,かろうじてV－るN,N2,①この道は、車二台がかろうじてすれ違える広さしかない。,,,,,,,,
かわりに,Nのかわりに、Vかわりに,N4,①わたしのかわりに山田さんが会議にでる予定です。,,,,,,,,
きっかけ,Nをきっかけに（して）,N3,①彼女は卒業をきっかけに髪をきった。,,,,,,,,
きっと,,N5,①鈴木さんもきっと来るでしょう。,,,,,,,,
ぎみ,Nぎみ、R－ぎみ,N3,①ちょっとかぜぎみで、せきが出る。,,,,,,,,
きらいがある,Nのきらいがある、V－るきらいがある,N2,①彼はいい男だが、なんでもおおげさに言うきらいがある。,,,,,,,,
きり,Nきり,N3,①ふたりきりで話しあった。,,,,,,,,
きり,R－きり,N2,①彼女は3人の子供の世話にかかりきり（で）、自分の時間もろくにない。,,,,,,,,
きり,V－たきり～ない,N3,①彼は卒業して日本を出ていったきり、もう5年も帰ってこない。,,,,,,,,
きる,動詞の連用形に付いて動詞の表す動作に様々な意味を添える。R－きる＜完了＞,N3,①お金を使いきってしまった。,,,,,,,,
