Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
がてら,Nがてら　R－がてら,N1,①買い物がてら、その辺をぶらぶらしない？,,,,,,,,
かというと,～かというと　N／Na（なの）かというと　A／V（の）かというと,N2,①彼女はその仕事が気に入っているそうだ。しかし自分の時間を犠牲にしてでも打ち込んでいるかというと、そこまでは行かないらしい。,,,,,,,,
かというと,疑問詞＋かというと,N3,①私は彼がきらいだ。どうしてかというと、いつも人の悪口ばかり言っているからだ。,,,,,,,,
かとおもうと,V－たかとおもうと,N2,①急に空が暗くなったかと思うと、はげしい雨がふってきた。,,,,,,,,
かとおもうほと,,N2,①いつ寝ているのかと思うほどいそがしそうだ。,,,,,,,,
かとおもえば,V－るかとおもえば,N2,①菓がぜんぶ落ちた木があるかと思えば、まだたくさん残っている木もあった。,,,,,,,,
かとおもったら,,N2,①帰ってきたかと思ったら、また出かけていった。,,,,,,,,
かな,,N4,①山田さんは今日来るかな。,,,,,,,,
がな,,N1,①山田さんはまだ来ないの？遅れずに来るように言っておいたんだがな。,,,,,,,,
かならず,,N5,①休むときはかならず連絡してください。,,,,,,,,
かならずしも～ない,,N3,①金持ちがかならずしもしあわせだとは限らない。,,,,,,,,
かねない,R－かねない,N2,①風邪だからといってほうっておくと、大きい病気になりかねない。,,,,,,,,
かねる,R－かねる,N2,①そのご意見には賛成しかねます。,,,,,,,,
がはやいか,V－るがはやいか,N1,①そのことばを聞くがはやいか、彼はその男になぐりかかった。,,,,,,,,
かもしれない,N／Na／A／V　かもしれない　話しことばでは、「かもわからない」の形で使われることもある。また、くだけた会話では「かもね」「かもよ」などの形でも使われる。「かもしれぬ」「かもしれず」は書きことばとして使われるかたい表現。～かもしれない,N4,①A：あの偉そうにしている人、ひょっとしてここの社長かもしれないね。B：そうかもね。,,,,,,,,
かもしれない,たしかに～かもしれない　なるほと～かもしれない,N4,①A：この計画は危険すぎますよ。B：確かに、危険かもしれない。しかし、やってみるだけの価値はあると思う。,,,,,,,,
かもしれない,～ば／～たら　V－るかもしれない,N4,①ここで代打がホームランでも打てば、形勢は逆転するかもしれない。,,,,,,,,
かもしれない,～ぱ／～たら　V－たかもしれない,N3,①あの時彼女を引き留めていたら、僕たちは別れずに済んだかもしれない。,,,,,,,,
かもわからない,～かもわからない　N／Na／A／V　かもわからない,N4,①私は明日来られないかもわからない。,,,,,,,,
かもわからない,か（も）わからない　A／Vかくも）わからない,N3,①先生の言っていることがわかりません。何について話しているかもわかりません。,,,,,,,,
