Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
もともと,～てもともとだ,①初めからあまり可能性はなかったから、失敗してももともとだ。,,,,,,,,
もとより,もとより,①そのことはもとより承知しています。,,,,,,,,
もとより,～はもとより,①ワープロはもとより、タイプライターすら使ったことがない。いつも手書きだ。,,,,,,,,
もの,漢字の「物」が使われるのは、1の中で具体的な手でつかめるような物体を表す場合で、それ以外は、「もの」とするのが普通。もの＜物体＞,①この部屋にはいろいろな物がある。,,,,,,,,
もの,もの＜言葉・知識・作品など＞,①子供がものを言うようになった。,,,,,,,,
もの,Nというもの,①彼女は愛国心というものをもっていないのだろうか。,,,,,,,,
もの,Nというものは～だ,①人間というものは不可解だ。,,,,,,,,
もの,V－れないものはV－れない,①A：これだけお願いしてもだめですか。B：いくら頼まれても、できないものはできないんだ。,,,,,,,,
もの,～もの／～もん,①借りたお金は返しておきました。もらいっぱなしではいやだもの。,,,,,,,,
ものか,Naなものか　A－いものか　V－るものか　～ものか／～もんか,①A：はさみも持って行く？B：そんなもの必要なもんか。,,,,,,,,
ものか,V－ないものだろうか,①もう少し涼しくならないものかなあ。,,,,,,,,
ものか,どうしたもの（だろう）か,①反対派への説明はどうしたものかね。,,,,,,,,
ものがある,Na－なものがある　A－いものがある　V－るものがある,①この作品は発想に斬新なものがある。,,,,,,,,
ものだ,Naなものだ　A－いものだ　Vものだ　～ものだ＜本性＞,①人の心は、なかなかわからないものだ。,,,,,,,,
ものだ,～ものだ,①「ステレオがないと生活できない」とは、今の学生はぜいたくなことを言うものだ。,,,,,,,,
ものだ,よく（も）～ものだ,①あんなに負債の大きかった会社の再建がよくできたものだ。,,,,,,,,
ものだ,V－たいものだ,①そのお話はぜひうかがいたいものです。,,,,,,,,
ものだ,V－たものだ,①学生のころはよく貧乏旅行をしたものでした。,,,,,,,,
ものだから,なものだから　Aものだから　Vものだから　～ものだから,①私の前を走っている人が転んだものだから、それにつまづいて私もころんでしまった。,,,,,,,,
ものだから,～おもったものだから,①彼はもう知っていると思ったものだから、伝えませんでした。,,,,,,,,
