Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
のに2,V－るのに,N4,①この道具はパイプを切るのに使います。,,,,,,,,
のは～だ,なのは～だ　A／V　のは～だ　「XのはYだ」の形で、聞き手がすでに知っていることや予測のつくことをXで述べ、Yの部分で聞き手の知らない新しいことを述べる用法。～のは　Nだ／N＋助詞＋だ,N4,①このことを私に教えてくれたのは山田さんです。,,,,,,,,
のは～だ,のは～からだ,N4,①彼女が試験に失敗したのは、体の調子が悪かったからだ。,,,,,,,,
のは～だ,のは～ためだ,N3,①電車が遅れたのは、踏切事故があったためだ。,,,,,,,,
のは～だ,のは～おかげだ,N3,①子供が助かったのはあなたのおかげです。,,,,,,,,
のは～だ,のは～せいだ,N3,①雪崩に巻き込まれたのは、無謀な計画のせいだ。,,,,,,,,
のみ,Nのみ,N2,①経験のみに頼っていては成功しない。,,,,,,,,
のみ,V－るのみだ,N1,①準備は整った。あとはスイッチをいれるのみだ。,,,,,,,,
のみ,Nあるのみだ,N1,①こうなったからは前進あるのみだ。,,,,,,,,
のみならず,～のみならず～も　NのみならずNも　NaであるのみならずNaでも　A－いのみならずA－くも　VのみならずNもV,N1,①若い人のみならず老人や子供達にも人気がある。,,,,,,,,
ば,だ　～ばA－い　～ばV－る,N5,①春が来れば花が咲く。,,,,,,,,
ば,～ば～V－る,N4,①祖母は天気がよければ毎朝近所を散歩します。,,,,,,,,
ば,～ば～V－た,N3,①子供のころは、天気がよければ、よく母とこの河原を散歩したものだ。,,,,,,,,
ば,～ば＋未実現のことがら,N3,①もし私が彼の立場なら、やっぱり同じように考えるだろう。,,,,,,,,
ば,～ば＋意志・希望,N4,①安ければ買うつもりです。,,,,,,,,
ば,～ば＋働きかけ,N3,①そう思いたければ勝手に思え。,,,,,,,,
ば,～ば＋問いかけ,N4,①A：学生ならば、料金は安くなりますか。B：大人料金の2割引になります。,,,,,,,,
ば,疑問詞＋V－ば～のか,N3,①いったいどういうふうに説明すれば分かってもらえるのか。,,,,,,,,
ば,～ば～のに／～のだが,N3,①宿題がなければ夏休みはもっと楽しいのに。（残念なことに宿題がある。）,,,,,,,,
ば,～ば～だろう／～はずだ,N2,①地震の起こるのがあと1時間遅ければ被害はずっと大きかっただろう。,,,,,,,,
