Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
あれで,あれで＜プラス評価＞,①あの人はいつもきついことばかり言っていますが、あれでなかなか優しいところもあるんですよ。,,,,,,,,
あれで,あれで＜驚き＞,①あのコート、あれで4万なら安いものだ。,,,,,,,,
あれでも,,①あの人、患者の話を聞こうともしないで、あれでも医者なのですか。,,,,,,,,
あんまり,あんまり～ない,①このごろはあんまり映画を見ていない。,,,,,,,,
あんまり,あんまり,①あんまりおかしくて涙が出た。,,,,,,,,
あんまり,～なんてあんまりだ,①誰も私のことを覚えていてくれなかったなんて、あんまりだ。,,,,,,,,
いい,いい＜賞賛＞,①そのセーターいいですね。よく似合ってますよ。,,,,,,,,
いい,いい＜断り＞,①A：もう一杯どうですか。B：いえ、もういいです。,,,,,,,,
いい,いい＜注意を促す＞,①いいね、今言ったことは誰にもしゃべっちゃだめだよ。,,,,,,,,
いい,いいから／いいよ,①A：私があと3分早く着いていれば乗り遅れることもなかったのですが～。B：もうそのことはいいから。それより今からどうしたらいいかを考えましょう。,,,,,,,,
いい,～がいい,①悪いことばかり覚えて、お前なんか、そのうち警察に捕まるがいいよ。,,,,,,,,
いう,～という,①みんなには行くと言ったが、やはり行きたくない。,,,,,,,,
いう,～といっている,①山下さんはまだ決められないと言っている。,,,,,,,,
いう,～といわれている,①この泉の水を飲めば若返ると言われている。,,,,,,,,
いう,V－る／V－ない　ようにいう,①ここへ来るように言われました。,,,,,,,,
いう,Nをいう,①おじさんにお礼を言いなさい。,,,,,,,,
いう,Nを～という,①彼はその子を妹だと言った。,,,,,,,,
いう,～という＜伝聞＞,①彼は卒業後郷里へ帰って母校の教師をしているという。,,,,,,,,
いう,NをNという,①あの人は名前を白山武彦といいます。,,,,,,,,
いう,N（のこと）をNという,①A：国連のことを英語ではなんといいますか。B：UnitedNationsといいます。,,,,,,,,
