Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
の1,～の　Naなの　A／V　の,N5,①これはちょっと小さすぎます。もう少し大きいのはないですか。,,,,,,,,
の1,Nの～の　NのNaなの　Nの　A／V　の,N3,①戸棚のなるべく頑丈なのを探してきてほしい。,,,,,,,,
の2,なの　A／V　の,N4,①A：遊んでばかりいて。試験、本当に大丈夫なの？B：心配するなよ。大丈夫だってば。,,,,,,,,
の2,なの　A／V　の,N4,①お母さん、あの子がいじわるするの。,,,,,,,,
の2,～の＜確認＞,N4,①A：やあ、明子さん。今日は。B：あら和夫さん。来てたの。,,,,,,,,
の2,～の＜軽い命令＞　V－る／V－ないの,N3,①病気なんだから、大人しく寝てているの。,,,,,,,,
の～の,～の～のと　NだのNだのと　NaだのNaだのと　AのAのと　VのVのと,N2,①量が多すぎるの少なすぎるのと文句ばかり言っている。,,,,,,,,
の～の,の～ないのとA－いのA－くないのと　V－るのV－ないのと,N2,①行くの行かないのと言い争っている。,,,,,,,,
の～の,～のか＜質問＞,N4,①朝の5時？そんなに早く起きるのか？,,,,,,,,
の～の,～のか＜間接疑問＞,N3,①何時までに行けばいいのか聞いてみよう。,,,,,,,,
のだ,～のだ＜説明＞,N4,①道路が渋滞している。きっとこの先で工事をしているのだ。,,,,,,,,
のだ,～のだ＜主張＞,N3,①やっぱりこれでよかったのだ。,,,,,,,,
のだ,疑問詞～のだ,N3,①彼は私を避けようとしている。いったい私の何が気に入らないのだ。,,,,,,,,
のだ,つまり～のだ,N2,①防災設備さえ完備していればこのようなことにならなかった。つまりこの災害は天災ではなく人災だったのだ。,,,,,,,,
のだ,だから～のだ,N3,①コンセントが抜けている。だからスイッチを入れてもつかなかったのだ。,,,,,,,,
のだ,なのだから　A／V　のだから,N3,①まだ子供なのだから、わからなくても仕方がないでしょう。,,,,,,,,
のだった,V－るのだった＜後悔＞,N2,①あと10分あれば間に合ったのに。もう少し早く準備しておくのだった。,,,,,,,,
のだった,なのだった　A／V　のだった,N3,①田辺はそれが贈賄であると知りながら、金を渡したのだった。,,,,,,,,
のだったら,なのだったら　A／V　のだったら,N3,①風邪なんだったら、そんな薄着はだめだよ。,,,,,,,,
のだろう,～のだろう／～んだろう＜推量＞,N3,①大川さんはうれしそうだ。何かいいことがあったのだろう。,,,,,,,,
