Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
やがて,,N3,①秋が終わり、やがてきびしい冬がやってきた。,,,,,,,,
やすい,R－やすい,N4,①このペンはとても書きやすい。,,,,,,,,
やたらに,,N2,①今日はやたらに忙しい一日だった。,,,,,,,,
やっと,やっと＜期待の実現＞,N4,①三回試験を受けて、やっと合格した。,,,,,,,,
やっと,やっとV－た,N4,①タクシーをとばして、やっと約束の時間に間に合った。,,,,,,,,
やっと,やっとV－ている,N3,①退職してからは、国から支払われる年金で、やっと生活している。,,,,,,,,
やっと,やっとV－るN,N3,①私の家は、家族5人がやっと暮らせる広さしかない。,,,,,,,,
やっと,やっとNだ,N3,①宿題はなかなか終わらない。まだやっと半分だ。,,,,,,,,
やっと,Nが／～のが　やっとだ,N3,①家の前の道は、車一台が通るのがやっとだ。,,,,,,,,
やなんぞ,Nやなんぞ,N1,①大学の名前やなんぞでぼくを評価してほしくない。,,,,,,,,
やむ,R－やむ,N4,①夜中の三時ごろになってやっと赤ん妨は泣きやんだ。,,,,,,,,
やら,～やら～やら,N3,①来月はレポートやら試験やらでひどく忙しくなりそうだ。,,,,,,,,
やら,～のやら～のやら,N2,①行きたいのやら行きたくないのやら、あの人の気持ちはどうもよくわからない。,,,,,,,,
やら,疑問詞～のやら,N2,①きのうの昼に何を食べたのやらまったく思い出せない。,,,,,,,,
やら,疑問詞＋やら,N3,①なにやら騒がしいと思ったら、近所が火事だった。,,,,,,,,
ゆえ,古い言い方。書きことば。ゆえ,N1,①ゆえあって故郷を捨て、この極寒の地に参りました。,,,,,,,,
ゆえ,Nのゆえに,N1,①貧困のゆえに高等教育を受けられない子供たちがいる。,,,,,,,,
ゆえ,～がゆえ,N1,①女性であるが故に差別されることがある。,,,,,,,,
ゆえ,～のはNゆえである,N1,①息子は窃盗、万引きで何度つかまったことか。それでも見捨てないのは子供可愛さゆえである。,,,,,,,,
よう1,R－ようがない,N2,①こんなにひどく壊れていては、直しようがない。,,,,,,,,
