Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
だといい,,N4,①A：みんな今頃安全な場所に避難していますよ。B：だといいが。心配だ。,,,,,,,,
だといって,,N3,①A：これは全面的にあいつが悪い。B：だといって、困っているのを見捨てるわけにもいかないだろう。,,,,,,,,
たとえ,,N3,①たとえその事実を知っていたところで、私の気持ちは変わらなかっただろう。,,,,,,,,
たとえば,,N5,①飲物でしたら、たとえばコーヒー、紅茶、ジュースなどを用意してあります。,,,,,,,,
だとすると,,N3,①A：近くに大きなホテルができるのは確実です。B：だとすると、この町の雇用率が上がるかもしれませんね。,,,,,,,,
だとすれば,,N3,①A：近くに大きなホテルができるのは確実です。B：だとすれば、この町の雇用率が上がるかもしれませんね。,,,,,,,,
だなんて,,N2,①今頃になって気が変わっただなんてよく言えますね。,,,,,,,,
だにしない,Nだにしない,N1,①このような事故が起きるとは想像だにしなかった。,,,,,,,,
だの,だの　A／V　だの　A／V　だの,N2,①彼女は市場に出かけると、肉だの野菜だの持ちきれないほど買ってきた。,,,,,,,,
たびに,Nのたびに　V－るたびに,N3,①健康診断のたびに、太りすぎだと言われる。,,,,,,,,
たぶん,,N5,①たぶん田中さんも来るでしょう。,,,,,,,,
たまらない,たまらない,N3,①A：毎日、車の音がうるさくて眠れないんです。B：それはたまりませんね。,,,,,,,,
たまらない,～てたまらない,N3,①和子はあしたから夏休みだと思うとうれしくてたまらなかった。,,,,,,,,
ため,Nのため＜利益＞,N4,①こんなにきついことをいうのも君のためだ。,,,,,,,,
ため,～ために　Nのために　V－るために,N4,①世界平和のために国際会議が開かれる。,,,,,,,,
ため,V－んがため,N1,①生きんがための仕事。,,,,,,,,
ため,～ため　Nのため　Naなため　A／V　ため,N3,①過労のため3日間の休養が必要だ。,,,,,,,,
ため,ひとつには～ためである,N2,①彼の性格が暗いのは、ひとつにはさびしい少年時代を送ったためである。,,,,,,,,
ためし,ためしに～てみる,N2,①先月できたレストランはおいしいという評判だ。ためしに一度行ってみよう。,,,,,,,,
ためし,V－たためしがない,N2,①彼女は約束の時間を守ったためしがない。,,,,,,,,
