Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
わけだ,～わけだ＜言いかえ＞,,①彼女の父親は私の母の弟だ。つまり彼女と私はいとこ同士なわけだ。,,,,,,,,
わけだ,～わけだ＜理由＞,,①今年は米のできが良くなかった。冷夏だったわけだ。,,,,,,,,
わけだ,～わけだ＜事実の主張＞,,①4人とも車で来るわけだから、うちの前にずらっと4台路上駐車することになるね。,,,,,,,,
わけだ,～わけだ＜結論＞　それなら～わけだ　それじや～わけだ　じや～わけだ,,①A：森さんは8年もフィンランドに留学していたそうですよ。B：へえ、そうなんですか。それならフィンランド語は得意なわけですね。,,,,,,,,
わけだ,わけだ＜言いかえ＞　つまり～わけだ　ようするに～わけだ,,①A：この間書いた小説、文学賞がもらえたよ。B：あなたもようやく実力が認められたわけね。,,,,,,,,
わけだ,～わけだ＜理由＞,,①A：川本さん、事大きいのに買いかえたらしいよ。B：へえ。子供が生まれて前のが小さくなったわけだな。A：いや、そうじゃなくて、単に新車がほしくなっただけのことらしいけど。,,,,,,,,
わけだ,～わけだ＜納得＞　だから～わけだ　それで叶わけだ　なるほと～わけだ　とうりで～わけだ,,①A：山本さん、結婚したらしいですよ。B：ああ、そうだったんですか。それで最近いつもきげんがいいわけだな。,,,,,,,,
わけだ,～わけだから～はとうぜんだ,,①小池さんは何年もインドネシア駐在員だったわけだから、インドネシア語が話せるのは当然です。,,,,,,,,
わけだ,～わけだから～てもとうぜんだ,,①彼女は大学を出てからもう8年も経っているわけだから、結婚していても当然だろう。,,,,,,,,
わけだ,というわけだ／ってわけだ,,①イギリスとは時差が8時間あるから、日本が11時ならイギリスは3時（だ）というわけだ。,,,,,,,,
わけではない,～わけではない,,①このレストランはいつも客がいっぱいだが、だからといって特別においしいわけではない。,,,,,,,,
わけではない,というわけではない　ってわけではない,,①このレストランはいつも満員だが、だからといって特においしいというわけではない。,,,,,,,,
わけても,,,①この山は、わけても5月がうつくしい。,,,,,,,,
わけにはいかない,V－るわけに（は）いかない,,①ちょっと熱があるが、今日は大事な会議があるので仕事を休むわけにはいかない。,,,,,,,,
わけにはいかない,V－ないわけに（は）いかない,,①他の人ならともかく、あの上司に飲みに誘われたら付き合わないわけにはいかない。断わると後でどんなめんどうな仕事を押しつけられるかわからないのだから。,,,,,,,,
わざわざ,,,①山田さんはわたしの忘れ物をわざわざうちまでとどけてくれた。,,,,,,,,
わずか,,,①さいふの中に残っていたのはわずか200円だった。,,,,,,,,
わり,わりと／わりに,,①わりとおいしいね。,,,,,,,,
わり,わりに（は）　Nのわりに　Naなわりに　A－いわりに　Vわりに,,①あのレストランは値段のわりにおいしい料理を出す。,,,,,,,,
を～とする,NをNとする,,①その中学はその生徒を退学処分とするという決定をおこなったようだ。,,,,,,,,
