Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
も,Nも,N5,①A二なんだか、すごく疲れました。B：ええ、私もです。,,,,,,,,
も,NもNも,N5,①セルソさんもイサベラさんもペルーの人です。,,,,,,,,
も,～も～も～ない　NもNも～ない　NaもNaもない　A－くもA－くもない　R－もR－もしない,N4,①寒くも暑くもなく、ちょうどいい気候だ。,,,,,,,,
も,V－るもV－ないもない,N2,①A：すみません。十日までにはできそうもありません。B：何を言ってるんだ。いまさら、できるもできないもないだろう。やってもらわないと困るよ。,,,,,,,,
も,～もなにもない,N2,①愛もなにもない乾いた心に潤いが戻ってきた。,,,,,,,,
も,～も～も　V－るも　V－る／V－ない　も,N1,①行くも止まるも君の心一つです。,,,,,,,,
も,極端な事例＋も　N（＋助詞）も　V－るのも,N5,①日本語をはじめて1年になりますが、まだひらがなも書けません。,,,,,,,,
も,数量詞＋も,N5,①雨はもう三日も降っています。,,,,,,,,
も,数量詞＋も～ない,N5,①泳ぐのは苦手で、ほんの5mも泳げない。,,,,,,,,
も,最小限の数量＋も～ない,N4,①客はひとりも来なかった。,,,,,,,,
も,数量詞＋も　～ば／～たら,N4,①この仕事なら、三日もあれば充分だ。,,,,,,,,
も,数量詞＋も～か,N3,①事故にあってから、救出されるまで1時間もあったでしょうか、夢中だったのでよくわかりません。,,,,,,,,
も,疑問詞＋（助詞）＋も,N4,①山田さんはいつも本を読んでいる。,,,,,,,,
も,なん＋助数詞＋も,N4,①タイには何人も友だちがいる。,,,,,,,,
も,なん＋助数詞＋も～ない,N3,①この問題が解ける人は何人もいないでしょう。,,,,,,,,
も,Nも＜提題＞,N3,①秋も深まって、紅葉が美しい。,,,,,,,,
も,NもN　＜強調＞,N2,①あいつは、うそつきもうそつき、大うそつきだ。,,,,,,,,
も,NもNなら　NもNだが,N1,①親も親なら子も子だね。,,,,,,,,
も,～もあり～もある　NでもありNでもある　NaでもありNaでもある　A－くもありA－くもある,N2,①彼はこの会社の創始者でもあり、今の社長でもある。,,,,,,,,
も,～もあれば～もある　NもあればNもある　VこともあればVこともある,N3,①起きる時間は決まっていない。早く起きることもあれば遅く起きることもある。,,,,,,,,
