Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ものではない,V－るものではない,N3,①人の悪口を言うものではない。,,,,,,,,
ものではない,V－たものではない,N2,①こんなすっぱいみかん、食べられたもんじゃない。,,,,,,,,
ものでもない,V－たものでもない,N2,①しろうとばかりの劇だが、すぐれたところもあり、そう馬鹿にしたものでもない。,,,,,,,,
ものでもない,V－ないものでもない,N2,①この程度の料理なら、私にも作れないものでもない。,,,,,,,,
ものとおもう,～ものとおもう,N2,①そういうことはないものと思うが、一応確かめてみよう。,,,,,,,,
ものとおもう,～ものとおもっていた,N2,①スキーはむずかしいものと思っていたが、やってみたら、簡単だった。,,,,,,,,
ものとおもう,～ものとおもわれる,N1,①選挙の結果については明日の夕方には大勢がわかるものと思われる。,,,,,,,,
ものなら,～ものなら,N2,①できるものなら世界中を旅行してみたい。,,,,,,,,
ものなら,V－ようものなら,N1,①そんなことを彼女に言おうものなら、軽蔑されるだろう。,,,,,,,,
ものの,～ものの,N2,①輸入果物は、高いもののめずらしいらしく、人気があってよく売れている。,,,,,,,,
ものの,～とはうものの,N2,①四月とはいうものの風がつめたく、桜もまだだ。,,,,,,,,
ものの,とはいうものの,N2,①大学時代は英文字専攻だった。とはいうものの、英語はほとんどしゃべれない。,,,,,,,,
ものを,～ものを,N2,①黙っていればわからないものを、彼はつい白状してしまった。,,,,,,,,
ものを,～すればいいものを,N2,①すぐに医者に行けばいいものを、がまんしていたから、ひどくなってしまったのだ。,,,,,,,,
もはや,副詞。「もう」よりもかたい表現。もはや～だ,N1,①少し前までは車を持つことが庶民の夢だったが、もはや一家(いっか)に車二台の時代だ。,,,,,,,,
もはや,もはや～ない,N1,①この理論が時代遅れになった今、彼から得るものはもはや何もない。,,,,,,,,
や1,NやN,N5,①机の上には皿や紙コップなどが置いてあった。,,,,,,,,
や1,数量詞＋や＋数量詞,N2,①うちの息子は1度外国に出かけると1ケ月や2ヶ月はなんの連絡もありません。,,,,,,,,
や2,V－るや,N1,①「どうして俺なんか生んだんだ」という兄のことばを聞くや、母は顔を真っ赤にしておこりだした。,,,,,,,,
や2,V－るやいなや,N1,①彼はそれを聞くやいなや、ものも言わずに立ち去った。,,,,,,,,
