Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
よう2,V－ようとも,N1,,①皆にどんなに反対されようとも決めたことは実行する。,,,,,,,,,,,,,,,,,,,
よう2,V－ようとおもう,N5,,①お正月には温泉に行こうと思う。,,,,,,,,,,,,,,,,,,,
よう2,V－ようとする＜直前＞,N3,,①時計は正午を知らせようとしている。,,,,,,,,,,,,,,,,,,,
よう2,V－ようとする＜試み＞,N3,,①息子は東大に入ろうとしている。,,,,,,,,,,,,,,,,,,,
よう2,V－ようと（も／は）しない,N3,,①うちの息子はいくら言っても勉強をしようとしない。,,,,,,,,,,,,,,,,,,,
よう2,V－ようとはおもわなかった,N2,,①こんなことになろうとは思わなかった。,,,,,,,,,,,,,,,,,,,
よう2,V－ようにもV－れない,N2,,①頭が痛くて、起きようにも起きられない。,,,,,,,,,,,,,,,,,,,
ようするに,,N3,,①要するに、日本は官僚型政治だ。,,,,,,,,,,,,,,,,,,,
ようだ1,ようだ,N4,,①この雪はまるで綿のようです。,,,,,,,,,,,,,,,,,,,
ようだ1,V－る／V－た　かのようだ,N2,,①彼はなにも知らなかったかのように振る舞っていた。,,,,,,,,,,,,,,,,,,,
ようだ1,～ように＜例示＞,N4,,①あの人のように英語がペラペラ話せたらいいのに。,,,,,,,,,,,,,,,,,,,
ようだ1,～ようなN　＜例示＞,N4,,①風邪をひいたときは、みかんのようなビタミンCを多く含む果物を食べるといい。,,,,,,,,,,,,,,,,,,,
ようだ1,～ように＜前置き＞,N3,,①ご存じのように、日本は人口密度の高い国です。,,,,,,,,,,,,,,,,,,,
ようだ1,つぎのように／いかのように,N3,,①結果は次のようにまとめることができる。,,,,,,,,,,,,,,,,,,,
ようだ2,Nのようだ　Naなようだ　A／V　ようだ　名詞やナ形容詞は「Nの／Naなようだ」のほかに、「N／Naだったようだ」「N／Naじゃないようだ」などの形もある。～ようだ＜推量＞,N4,,①あの人はこの大学の学生ではないようだ。,,,,,,,,,,,,,,,,,,,
ようだ2,～ようなきがする　～ようなかんじがする,N3,,①ちょっと期待を裏切られたような気がする。,,,,,,,,,,,,,,,,,,,
ようだ2,～ように　おもう／かんじる,N3,,①こちらのほうがお似合いになるように思います。,,,,,,,,,,,,,,,,,,,
ようだ2,～ようでは,N2,,①こんな問題が解けないようではそれこそ困る。,,,,,,,,,,,,,,,,,,,
ようだ2,～ようで（いて）,N2,,①一見やさしいようで、実際やってみると案外むずかしい。,,,,,,,,,,,,,,,,,,,
ようだ2,～ようでもあり／～ようでもあるし,N1,,①僕の言ったことが彼には分かったようでもあり、全く理解していないようでもある。,,,,,,,,,,,,,,,,,,,
