Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
んじゃ,（なん）じや　A／V　んじゃ,N3,,①雨なんじゃしかたがない。あしたにしよう。,,,,,,,,,,,,,,,,,,,
んじゃない,んじゃない　N／Na（なん）じやない　A／V　んじゃない,N3,,①あの人、山田さんなんじゃない？,,,,,,,,,,,,,,,,,,,
んじゃない,V－るんじゃない,N3,,①そんなところで遊ぶんじゃない。,,,,,,,,,,,,,,,,,,,
んじゃないか,N／Na（なん）じゃないか　A／V　んじゃないか,N3,,①明日はひょっとしたら雪なんじゃないか。雪雲が出てきたよ。,,,,,,,,,,,,,,,,,,,
んじゃないだろうか,N／Na（なん）じゃないだろうか　A／V　んじゃないだろうか,N3,,①こんなことが起きるなんて信じられない。夢（なん）じゃないだろうか。,,,,,,,,,,,,,,,,,,,
んじゃなかったか,くなん　じゃなかったか　A／V　んじゃなかったか,N2,,①あの人はもっと有能なんじゃなかったか。,,,,,,,,,,,,,,,,,,,
んだ,なんだ　A／V　んだ,N4,,①A：どうしたの。元気ないね。B：かぜなんだ。,,,,,,,,,,,,,,,,,,,
んだ,V－るんだ,N4,,①かぜなんだから、早く寝るんだ。,,,,,,,,,,,,,,,,,,,
んだった,V－るんだった,N3,,①あと10分あれば間に合ったのに。もう少し早く起きるんだったな。,,,,,,,,,,,,,,,,,,,
んだって,,N4,,①山田さん、お酒きらいなんだって。,,,,,,,,,,,,,,,,,,,
んだろう,んだろう,N4,,①子どもたちがたくさん遊んでいる。もう夏休みなんだろう。,,,,,,,,,,,,,,,,,,,
んで,なんで　A／V　んで,N4,,①かぜなんで、今日は休みます。,,,,,,,,,,,,,,,,,,,
んです,なんです　A／V　んです,N4,,①A：どうしたんですか。元気がありませんね。B：ちょっとかぜなんです。,,,,,,,,,,,,,,,,,,,
