Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
だけ2,なだけましだ　A／V　だけましだ,N2,,①風邪でのどが痛いが、熱が出ないだけましだ。,,,,,,,,,,,,,,,,,,,
だけ3,～だけに　a～だけに,N2,,①お茶の先生だけに言葉遣いが上品だ。,,,,,,,,,,,,,,,,,,,
だけ3,～だけになおさら,N2,,①横綱の意地があるだけになおさら大関には負けられないでしょう。,,,,,,,,,,,,,,,,,,,
だけ3,NがNだけに,N1,,①祖父は今年90歳で元気だが、歳が歳だけに昼間もウトウトしていることが多くなってきた。,,,,,,,,,,,,,,,,,,,
だけ3,～だけのことはある,N2,,①うまい魚だ。とれたてを送ってもらっただけのことはある。,,,,,,,,,,,,,,,,,,,
だけど,,N4,,①2時間待った。だけど、彼は現れなかった。,,,,,,,,,,,,,,,,,,,
ただ,ただ＜限定＞,N3,,①その絵はただ古いだけであまり値打がない。,,,,,,,,,,,,,,,,,,,
ただ,～ただ,N3,,①おもしろい計画だね。ただ金がかかりそうだ。,,,,,,,,,,,,,,,,,,,
ただし,,N2,,①テニスコートの使用量は1時間千円。ただし、午前中は半額となります。,,,,,,,,,,,,,,,,,,,
ただでさえ,,N2,,①お父さんはただでさえうるさいのだから、病気にでもなったらああしろ、こうしろと大変だろうね。,,,,,,,,,,,,,,,,,,,
たっけ,,N3,,①きのうの晩ご飯、なに食べたっけ。どうもよく覚えていないな。,,,,,,,,,,,,,,,,,,,
だったら,,N4,,①A：この仕事、私一人じゃとても無理だと思います。B：だったら私が手伝いますよ。,,,,,,,,,,,,,,,,,,,
たって,～たって　A－くたって】〔V－たって,N3,,①遅くなったって、必ず行きますよ。,,,,,,,,,,,,,,,,,,,
たって,～ったって,N3,,①高いったって一万円も出せば買える。,,,,,,,,,,,,,,,,,,,
たって,V－ようったって,N2,,①帰ろうったって、こんな時間じゃもう電車もバスもない。,,,,,,,,,,,,,,,,,,,
だって1,．～だって＜問い＞,N3,,①A：あっ、地震だ。B：地震だって？ちがうよ。ダンプカーが通っただけだよ。,,,,,,,,,,,,,,,,,,,
だって2,Nだって,N3,,①それぐらいのことは子供だって知っている。,,,,,,,,,,,,,,,,,,,
だって3,,N4,,①A：どうして外で遊ばないの。B：だって寒いんだもん。,,,,,,,,,,,,,,,,,,,
たて,R－たてのN　R－たてだ,N2,,①覚えたての外国語で話してみる。,,,,,,,,,,,,,,,,,,,
だと,,N3,,①A：今日は学校に行きたくないな。B：なに？行きたくないだとアそんなことは言わせない,,,,,,,,,,,,,,,,,,,
