Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
とおもう,～かとおもうほど,N2,,①彼は、いつ寝ているのかと思うほどいそがしそうだ。,,,,,,,,,,,,,,,,,,,
とおもう,V－るかとおもえば,N2,,①勉強しているかと思えば漫画を読んでいる。,,,,,,,,,,,,,,,,,,,
とおもう,V－るかとおもえば～も,N2,,①熱心に授業に出る学生がいるかと思えば、全然出席せずに試験だけ受けるような学生もいる。,,,,,,,,,,,,,,,,,,,
とおもう,～からとおもって,N4,,①体にいいからと思って、緑の野莱を食べるようにしています。,,,,,,,,,,,,,,,,,,,
とおもう,疑問詞～かとおもったら,N2,,①何を言うのかと思ったら、そんなくだらないことか。,,,,,,,,,,,,,,,,,,,
とおもう,～たいとおもう→【おもう】～とおもいきや,N1,,①今場所は横綱の優勝間違いなしと思いきや、日目にケガで休場することになってしまった。,,,,,,,,,,,,,,,,,,,
とおもう,～とおもう→【おもう】～とおもうまもなく,N2,,①つめたい雨が降ってきたと思う間もなく、それは雪にかわった。,,,,,,,,,,,,,,,,,,,
とおもう,BV－たとおもうと,N2,,①急に空が暗くなったかと思うと、大粒の雨がふってきた。,,,,,,,,,,,,,,,,,,,
とおもう,～とおもったものの　→【ものの】Nにとおもって,N4,,①おばあちゃんへのお土産にと思って、湯飲み茶碗を買った。,,,,,,,,,,,,,,,,,,,
とおり,数詞／なん／いく　とおり,N3,,①駅からあの建物までには3通りの行き方がある。,,,,,,,,,,,,,,,,,,,
とおり,～どおり　Nどおり　R－どおり,N3,,①計画はなかなか予定どおりには進まないものだ。,,,,,,,,,,,,,,,,,,,
とおり,V－る／V－た　とおり,N3,,①おっしゃるとおりです。（＝あなたの意見に賛成です。）,,,,,,,,,,,,,,,,,,,
とか1,Nとか（Nとか）,N3,,①病気のお見舞いには果物とかお花が好まれる。,,,,,,,,,,,,,,,,,,,
とか1,V－るとか（V－るとか）,N3,,①休日はテレビを見るとか、買い物するとかして過ごすことが多い。,,,,,,,,,,,,,,,,,,,
とか2,～とか（いう）,N3,,①山田さんとかいう人が訪ねてきていますよ。,,,,,,,,,,,,,,,,,,,
とか2,～とか～とか（いう）,N3,,①彼女は買い物に行くとこれがいいとかあれがいいとか言って、決まるまでに本当に時間がかかる。,,,,,,,,,,,,,,,,,,,
とか2,だとかいうことだ　A／V　とかいうことだ,N3,,①隣の娘さんは来月結婚式を挙げるとかいうことだ。,,,,,,,,,,,,,,,,,,,
とか2,だとかで　A／V　とかで,N2,,①途中で事故があったとかで、彼は1時間ほど遅刻してきた。,,,,,,,,,,,,,,,,,,,
とかく,とかく～がちだ,N2,,①女だというだけで、とかく軽く見られがちだ。,,,,,,,,,,,,,,,,,,,
とかく,とかく,N2,,①先のことを今からとかく心配してもしようがない。,,,,,,,,,,,,,,,,,,,
