Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
といっても,といっても,N3,①ビデオの作品を作った。といっても、せいぜい10分の短い作品だが。,料理が作れるといっても、卵焼きのような簡単なものだけだけど。,料理が,作れると,いっても、,卵焼きのような,簡単なもの,だけだけど。,"""料理が"" là tân ngữ bổ nghĩa cho động từ khả năng. Cấu trúc ""V-るといっても"" dùng để đính chính lại mức độ thực tế (nói là biết nấu ăn nhưng...). Cụm ""卵焼きのような"" đưa ra ví dụ cụ thể để bổ nghĩa cho danh từ ""簡単なもの"". Cuối câu đi với ""だけだけど"" mang tính chất phân trần trong hội thoại hàng ngày."
といっても,～といっても,N3,①A：休みには故郷へ帰ります。B：じゃあ、当分お目にかかれませんね。A：いや、帰るといっても、二週間程度で、すぐまた帰って来ます。,来週旅行に行くといっても、近くの温泉に一泊二日で行くだけだよ。,来週,旅行に行くと,いっても、,近くの温泉に,一泊二日で,行くだけだよ。,"""来週"" trạng từ chỉ thời gian đứng đầu câu. ""旅行に行くといっても"" đóng vai trò đưa ra bối cảnh để đính chính lại thông tin ở vế sau. Cụm ""近くの温泉に"" chỉ địa điểm và ""一泊二日で"" chỉ cách thức/thời gian bổ nghĩa trực tiếp cho hành động ""行く"" ở cuối câu kèm đuôi khẳng định nhẹ nhàng ""だけだよ""."
といっても,ひとくちに～といっても,N2,①一口にアジアといっても、広大で、多種多様な文化があるのです。,一口にネットショッピングといっても、サイトによって価格や送料が全然違います。,一口に,ネットショッピングと,いっても、,サイトによって,価格や送料が,全然違います。,"Cấu trúc ""一口に～といっても"" có nghĩa là ""nói chung một lời là... nhưng thực tế rất đa dạng"". ""ネットショッピング"" bổ nghĩa trước từ ""と"". Cụm ""サイトによって"" biểu thị mối quan hệ phụ thuộc (tùy vào trang web) dẫn tới chủ ngữ ""価格や送料が"" kết hợp vị ngữ phủ định hoàn toàn ở cuối ""全然違います""."
といっても,～といってもいいだろう,N3,①これは、この作家の最高の傑作だといってもいいだろう。,この掃除機は、今年一番買ってよかった家電だといってもいいだろう。,この掃除機は、,今年一番,買ってよかった,家電だと,いってもいい,だろう。,"""この掃除機は"" làm chủ đề lớn cho toàn câu. Cụm trạng từ ""今年一番"" bổ nghĩa cho cụm tính từ/động từ định ngữ ""買ってよかった"". Cụm này tiếp tục bổ nghĩa cho danh từ ""家電"". Mẫu ngữ pháp ""～だといってもいいだろう"" thể hiện sự khẳng định hoặc đánh giá mang tính khách quan của người nói (có thể nói là...)."
といっても,～といってもいいすぎではない,N2,①環境破壊の問題は、これから世界の最も重要な課題になるといっても言い過ぎではない。,毎日家族と話す時間は、私の一番のストレス解消法だといっても言い過ぎではない。,毎日家族と,話す時間は、,私の一番の,ストレス解消法だと,いっても言い過ぎ,ではない。,"""毎日家族と話す時間"" đóng vai trò là chủ đề chính của câu. Cụm danh từ sở hữu ""私の一番の"" bổ nghĩa cho ""ストレス解消法"". Mẫu ngữ pháp ""～だといっても言い過ぎではない"" gắn sau danh từ tạo thành một lời khẳng định mạnh mẽ (dù nói là... thì cũng không phải là nói quá)."
といわず～といわず,NといわずNといわず,N1,①風の強い日だったから、口といわず、目といわず、すなぽこりが入ってきた。,公園の砂場で遊んだ息子は、手といわず足といわず泥だらけになって帰ってきた。,公園の砂場で遊んだ息子は、,手といわず,足といわず,泥だらけに,なって,帰ってきた。,"""公園の砂場で遊んだ息子は"" cấu tạo chủ ngữ phức hợp. Cấu trúc ngữ pháp N1といわずN2といわず mang ý nghĩa ""bất kể là N1 hay N2, toàn bộ tất cả"". Cụm trạng thái ""泥だらけになって"" (trở nên đầy bùn đất) bổ nghĩa cho hành động chính ""帰ってきた"" ở cuối câu."
どうしても,どうしてもR－たい,N4,①次の休みには、どうしても北海道へ行きたい。,お母さんの誕生日に、どうしてもこのスカーフをプレゼントしたい。,お母さんの誕生日に、,どうしても,このスカーフを,プレゼント,し,たい。,"""お母さんの誕生日に"" xác định thời điểm và mục đích của hành động. Phó từ ""どうしても"" thể hiện sự quyết tâm hoặc khao khát mạnh mẽ, bắt buộc phải đi cùng thể mong muốn ""～たい"". Danh từ ""このスカーフを"" làm tân ngữ cho động từ dạng Suru là ""プレゼントしたい""."
どうしても,とうしても～ない,N4,①仕事がひどぐ忙しいので、今月末までは、どうしてもあなたのところへは行けません。,部屋中を探したけれど、自転車の鍵がどうしても見つからない。,部屋中を探したけれど、,自転車の,鍵が,どうしても,見つから,ない。,"""部屋中を探したけれど"" mở đầu bằng một vế phản ý (đã tìm khắp phòng nhưng...). Cụm danh từ ""自転車の鍵が"" làm chủ ngữ cho vế sau. Phó từ ""どうしても"" khi đi với thể phủ định ""～ない"" biểu thị ý nghĩa ""dù cố gắng thế nào đi nữa cũng không thể...""."
どうじに,～とどうじに　Nとどうじに　V－る／V－た（の）とどうじに,N3,①スタートの合図と同時に、選手達はいっせいに走り出した。,デパートの開店と同時に、客は一斉にセール会場へ向かった。,デパートの,開店と,同時に、,客は一斉に,セール会場へ,向かった。,"""デパートの"" bổ nghĩa cho danh từ ""開店"". Cấu trúc ""Nと同時に"" diễn tả hai sự việc xảy ra hoàn toàn đồng thời (ngay khi mở cửa...). Vế sau gồm chủ ngữ và trạng từ ""客は一斉に"" bổ nghĩa cho cụm trạng ngữ chỉ hướng đi ""セール会場へ"" và động từ quá khứ ""向かった""."
どうじに,であるとどうじに　A／V　とどうじに〕,N2,①この手術はかなりの危険を伴うと同時に費用もかかる。,この料理は美味しいと同時に作り方もとても簡単です。,この料理は,美味しいと,同時に,作り方も,とても,簡単です。,"""この料理は"" làm chủ đề của câu. Tính từ đuôi i ""美味しい"" kết hợp với ""と同時に"" để nối hai đặc tính song song của cùng một sự vật. Vế tiếp theo bổ sung đặc tính thứ hai với cấu trúc nhấn mạnh ""作り方も"" đi kèm phó từ mức độ ""とても"" bổ nghĩa cho tính từ đuôi na kết thúc câu ""簡単です""."
