Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
"お～になる","おRーになる ごNになる","","①村田さんはもうお帰りになりました。","お隣のご主人は、先ほど車でお出かけになりましたよ。","お隣のご主人は、先ほど車で","お出かけ","に","なり","ました","よ。","Cấu trúc kính ngữ 「お＋V(thân liên dụng)＋になる」. Do đó danh động từ bỏ masu 「お出かけ」 kết hợp tuần tự với 「に」 và 「なり」, cuối cùng kết thúc bằng đuôi lịch sự 「ましたよ」."
"お～ねがう","おR－ねがう ごNねがう","","①明日うかがいたいと、山田さんにお伝え願えますか。","店員さん、この荷物を自宅までお届け願いたいのですが。","店員さん、この荷物を自宅まで","お届け","願い","たい","のですが","。","Cấu trúc nhờ vả khiêm nhường lịch sự 「お＋V(thân liên dụng)＋願い＋たい」. Trạng từ chỉ định hướng hành động 「お届け」 đi liền với động từ khiêm nhường 「願い」, tiếp theo là thể nguyện vọng 「たい」 và vế lửng giải thích bối cảnh 「のですが」."
"おいそれと（は）～ない","おいそれと（は）V－れない","","①子供を産んだばかりの母ネコにはおいそれとは近づけない。","こんなに高いカメラは、普通の大学生にはおいそれとは買えないよ。","こんなに高いカメラは、普通の大学生には","おいそれと","は","買え","ない","よ。","Phó từ 「おいそれと」 luôn đi kèm với thể phủ định ở cuối câu mang ý nghĩa 'không thể dễ dàng làm gì đó'. Trợ từ nhấn mạnh 「は」 đặt ngay sau phó từ, bổ nghĩa cho động từ thể khả năng phủ định 「買えない」."
"おいて","","","①この研究分野の第1人者ということなら、加藤先生をおいてほかはないでしょう。","私の料理の悩みを相談できる相手は、母をおいてほかにいない。","私の料理の悩みを相談できる相手は、母を","おいて","ほか","に","いない","。","Cấu trúc cấu thành cụm cố định 「～をおいてほかにいない」 mang nghĩa 'ngoài ai đó ra thì không có ai khác'. Danh từ chỉ đối tượng duy nhất 「母を」 đi trực tiếp với vế cấu trúc 「おいてほかにいない」."
"おかげで","な／だった おかげで Aおかげで V－たおかげで","","①あなたのおかげで助かりました。","毎日遅くまで料理の練習を頑張ったおかげで、美味しいパンが焼けるようになりました。","毎日遅くまで料理の練習を","頑張った","おかげで","美味しいパンが","焼けるように","なりました。","Cấu trúc biểu thị nguyên nhân dẫn đến kết quả tích cực 「V-た＋おかげで」. Động từ quá khứ 「頑張った」 bổ nghĩa trực tiếp cho danh từ chỉ nguyên do 「おかげで」, theo sau là mệnh đề kết quả khách quan."
"おきに","数量詞＋おきに","","①大学行きのバスは10分おきに出ている。","このレシピでは、クッキーの生地を２センチおきに並べて焼いてください。","このレシピでは、クッキーの生地を","２センチ","おきに","並べて","焼いて","ください。","Cấu trúc khoảng cách 「数量詞＋おきに」 nghĩa là cứ cách một khoảng lượng nhất định. Danh từ chỉ đơn vị đo lường 「２センチ」 kết hợp liền với trợ từ 「おきに」 để tạo thành trạng ngữ bổ nghĩa cho hành động nối tiếp nhau ở vế sau."
"おきに","時間おきに飲んでください。","","①この道路には10mおきにポプラが植えられている。","この風邪薬は、ご飯を食べた後４時間おきに飲んでくださいと薬剤師さんに言われた。","この風邪薬は、ご飯を食べた後","４時間","おきに","飲んで","ください","と薬剤師さんに言われた。","Cấu trúc chu kỳ thời gian 「時間数＋おきに」 biểu thị hành động lặp lại cách quãng. Trạng ngữ thời gian 「４時間」 đi liền với 「おきに」, bổ nghĩa trực tiếp cho cụm động từ sai khiến nhẹ nhàng 「飲んでください」 trong câu trích dẫn."
"おきに","軒おきぐらいに外車を持っている家がある。","","①映画館に入ると、座席は一つおきにしかあいていなかったので、友達とは離れて座ることになった。","この商店街の通りには、おそらく一軒おきに自動販売機が設置されています。","この商店街の通りには、おそらく","一軒","おきに","自動販売機が","設置されて","います。","Cấu trúc đếm khoảng cách không gian 「名詞＋おきに」. Danh từ chỉ đơn vị tòa nhà 「一軒」 kết hợp với 「おきに」 tạo thành cụm trạng từ chỉ tần suất phân bố, bổ nghĩa cho câu chỉ trạng thái tồn tại sự vật ở vế sau."
"おそらく","","","①おそらく彼はそのことを知っているだろう。","こんなに空が暗いから、おそらく夕方には激しい雨が降るだろうと母が言っていた。","こんなに空が暗いから、","おそらく","夕方には","激しい雨が","降るだろう","と母が言っていた。","Phó từ mang tính suy đoán xác suất cao 「おそらく」 thường đứng đầu mệnh đề và đòi hỏi đuôi câu kết thúc mang tính ước lượng, dự đoán tương ứng như 「～だろう」 để hoàn chỉnh cấu trúc ngữ pháp."
"おそれがある","Nのおそれがある V－るおそれがある","","①今夜から明日にかけて津波の恐れがあるので、厳重に注意してください。","スマートフォンを使いすぎると、視力が低下するおそれがあるので注意しましょう。","スマートフォンを使いすぎると、","視力が","低下する","おそれが","ある","ので注意しましょう。","Cấu trúc cảnh báo nguy cơ, kết quả xấu 「V-る＋おそれがある」. Mệnh đề vị ngữ 「視力が低下する」 đóng vai trò định ngữ bổ nghĩa cho danh từ 「おそれ」, theo sau là động từ tồn tại 「ある」 tạo thành liên kết nguyên nhân."
