Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ちゃんと,ちゃんとする,,①おばあさんはきびしい人だから、おばあさんの前ではちゃんとしなさい。,出かける前に、部屋をちゃんと片付けなさいと母に怒られた。,出かける前に、,部屋を,ちゃんと,片付けなさいと,母に,怒られた。,"「部屋を」là tân ngữ của động từ「片付けなさい」. Phó từ「ちゃんと」đứng trước để bổ nghĩa cho「片付けなさい」. Thêm「と」để trích dẫn lời nói, và「母に怒られた」ở cuối chỉ hành động bị mẹ mắng."
ちゅう,Nちゅう＜継続＞,,①会議中だから、入ってはいけない。,今、料理中だから、電話に出ることができない。,今、,料理中,だから、,電話に,出ることが,できない。,Danh từ「料理」kết hợp với「中（ちゅう）」để chỉ hành động đang diễn ra. Theo sau là「だから」để chỉ lý do. Cụm từ「電話に出る」đi với「ことができない」để chỉ sự bất khả kháng.
ちゅう,Nちゅう＜期間＞,,①午前中は、図書館にいて、午後は実験室にいる予定だ。,今週中には、頼まれた買い物を全部終わらせるつもりだ。,今週中には、,頼まれた,買い物を,全部,終わらせる,つもりだ。,「今週中」chỉ thời hạn trong tuần này. Định ngữ「頼まれた」bổ nghĩa cho tân ngữ「買い物」. Phó từ「全部」bổ nghĩa cho động từ「終わらせる」. Cuối câu sử dụng cấu trúc dự định「つもりだ」.
ちょっと,ちょっと＜程度＞,,①ちょっと食べてみた。,この服は私にはちょっと派手すぎる気がする。,この服は,私には,ちょっと,派手,すぎる,気がする。,Chủ ngữ là「この服は」. Cụm「私には」chỉ đối tượng cảm nhận. Phó từ「ちょっと」bổ nghĩa cho tính từ phức hợp「派手すぎる」. Cuối câu kết hợp với「気がする」thể hiện cảm giác.
ちょっと,ちょっと＜程度のやわらげ＞,,①ちょっと電話してきます。,喉が渇いたから、ちょっとコンビニでお茶を買ってきます。,喉が渇いたから、,ちょっと,コンビニで,お茶を,買って,きます。,Phần đầu nêu lý do「喉が渇いたから」. Phó từ「ちょっと」làm giảm nhẹ sắc thái hành động. Cụm trạng ngữ「コンビニで」và tân ngữ「お茶を」bổ nghĩa cho động từ hành động「買ってきます」.
ちょっと,ちょっと＜語調のやわらげ＞,,①A：この手紙の文章は、ちょっとかたすぎませんか。B：そうですか。じゃ、もう一度書き直してみます。,明日の飲み会だけど、ちょっと都合が悪くて行けないんだ。,明日の飲み会だけど、,ちょっと,都合が,悪くて,行けない,んだ。,Đưa ra chủ đề「明日の飲み会だけど」. Dùng「ちょっと」để nói giảm nói tránh. Cụm từ「都合が悪くて」chỉ lý do dẫn đến kết quả không thể đi「行けないんだ」.
ちょっと,ちょっと＜言いさし＞,,①A：この写真ここに飾ったらどう？B：そこはちょっとね～。,あの店のお肉は、味はいいんだけど値段がちょっと…。,あの店のお肉は、,味は,いいんだけど,値段が,ちょっと,…。,"Thiết lập chủ ngữ「あの店のお肉は」. Vế đầu「味はいいんだけど」khen ngợi nhưng mang tính tương phản. Vế sau「値段が」kết hợp với「ちょっと」ở khúc cuối để bỏ lửng câu, ám chỉ giá đắt một cách lịch sự."
ちょっと,ちょっと＜プラス評価＞,,①この本、ちょっとおもしろいよ。,近所にできたカフェのケーキは、ちょっと美味しいよ。,近所にできた,カフェの,ケーキは、,ちょっと,美味しい,よ。,"Cụm danh từ làm chủ ngữ là「近所にできたカフェのケーキは」. Từ「ちょっと」đóng vai trò là phó từ mang ý nghĩa đánh giá tích cực (khá là ngon), bổ nghĩa trực tiếp cho tính từ「美味しい」."
ちょっと,ちょっと～ない＜プラス評価＞,,①こんなにおもしろい映画は最近ちょっとない。,お母さんが作った料理ほど美味しいものは、他にはちょっとない。,お母さんが,作った料理ほど,美味しいものは、,他には,ちょっと,ない。,"Cấu trúc so sánh hơn nhất「～ほど...ものはない」. Cụm định ngữ「お母さんが作った」bổ nghĩa cho「料理」. Đi kèm với cụm phủ định「ちょっとない」ở cuối để khẳng định mức độ xuất sắc, hiếm có."
ちょっと,ちょっと～ない＜語調のやわらげ＞,,①A：田中先生の研究室はどちらですか。B：すみません。ちょっとわかりません。,すみません、その鍵がどこにあるかは、私にはちょっと分かりません。,すみません、,その鍵が,どこにあるかは、,私には,ちょっと,分かりません。,Mở đầu bằng lời xin lỗi「すみません」. Cụm mệnh đề nghi vấn từ gián tiếp「どこにあるかは」làm chủ đề. Dùng「ちょっと」đứng trước động từ phủ định「分かりません」để giảm nhẹ sắc thái từ chối.
ちょっと,ちょっと＜呼びかけ＞,,①ちょっと、そこのおくさん、財布落としましたよ。,ちょっと、そこのお兄さん、傘を忘れていますよ。,ちょっと、,そこの,お兄さん、,傘を,忘れて,いますよ。,Từ「ちょっと」đứng đầu câu dùng để gây sự chú ý (gọi thoại). Tiếp theo định vị đối tượng bằng「そこのお兄さん」. Tân ngữ「傘を」đi với cụm động từ nhắc nhở ở cuối câu「忘れていますよ」.
ちょっと,ちょっとしたN ＜程度のやわらげ＞,,①ちょっとしたアイデアだったが、大金になった。,ちょっとした不注意で、大切にしていたお気に入りのコップを割ってしまった。,ちょっとした,不注意で、,大切にしていた,お気に入りの,コップを,割ってしまった。,Cụm「ちょっとした不注意」chỉ nguyên nhân lỗi nhỏ (đi với trợ từ で). Định ngữ「大切にしていた」và「お気に入りの」cùng bổ nghĩa cho tân ngữ「コップを」. Động từ chia thể tiếc nuối「～てしまった」ở cuối.
ちょっと,ちょっとしたN ＜プラス評価＞,,①かれは、両親の死後、ちょっとした財産を受け継いだので、生活には困らない。,彼は料理が得意で、集まった友達にちょっとしたご馳走を作ってくれた。,彼は料理が得意で、,集まった,友達に,ちょっとした,ご馳走を,作ってくれた。,Vế đầu nêu đặc điểm lý do. Định ngữ「集まった」bổ nghĩa cho đối tượng nhận「友達に」. Cụm từ mang ý nghĩa tích cực「ちょっとしたご馳走」làm tân ngữ cho cụm động từ hành động ban ơn「作ってくれた」.
つ～つ,R－つR－つ,,①彼に会おうか会うまいかと悩んで、家の前を行きつ戻りつしていた。,お隣さんとは普段から持ちつ持たれつの良い関係を築いている。,お隣さんとは,普段から,持ちつ,持たれつの,良い関係を,築いている。,"Thiết lập mối quan hệ với「お隣さんとは」. Trạng từ thời gian「普段から」. Cấu trúc ngữ pháp liên kết đối ứng「持ちつ持たれつ」thêm「の」để bổ nghĩa cho cụm danh từ tân ngữ「良い関係を」, kết thúc bằng động từ「築いている」."
つい,,,「①太るとわかっていながら、あまりおいしそうなケーキだったので、つい食べてしまった。」,セール中のお店に入ったら、予定にない高い服をつい衝動買いしてしまった。,セール中のお店に入ったら、,予定にない,高い服を,つい,衝動買い,してしまった。,"Vế điều kiện giả định/phát hiện「～たら」ở phần đầu. Cụm định ngữ「予定にない」bổ nghĩa cho tân ngữ「高い服を」. Phó từ「つい」diễn tả hành động lỡ tay/vô thức, đi kèm với hành động「衝動買いしてしまった」ở cuối."
