Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
について,Nについて,N4,①農村の生活様式について調べている。,来週の旅行の計画について友達と話し合いました。,,来週の旅行の,計画について,友達と,話し合い,ました。,"Cấu trúc 「Nについて」 nghĩa là ""về N"". Danh từ đi kèm ở đây là 「来週の旅行の計画」 (kế hoạch chuyến du lịch tuần tới). Theo sau là đối tượng cùng thực hiện hành động 「友達と」 (với bạn bè) và cuối cùng là động từ chính ở cuối câu 「話し合いました」 (đã thảo luận)."
について,N＋数量詞＋について,N3,①車1台について5千円の使用料をちょうだいします。,このスーパーでは卵1パックについて10ポイントがつきます。,このスーパーでは,卵1パック,について,10ポイントが,つき,ます。,"Cấu trúc 「N ＋ 数量詞 ＋ について」 biểu thị tỷ lệ ""cho mỗi / đối với mỗi..."". Ở đây là 「卵1パックについて」 (cho mỗi vỉ trứng). Vế sau thể hiện kết quả đi kèm gồm chủ ngữ 「10ポイントが」 (10 điểm) và tự động từ 「つきます」 (được cộng/đính kèm)."
につき,Nにつき＜関して＞,N2,①本部の移転問題につき審議が行われた。,新商品のセールにつき多くのお客様から問い合わせが来ている。,,新商品のセール,につき,多くのお客様から,問い合わせが来て,いる。,"Cấu trúc 「Nにつき」 ở đây mang nghĩa ""về, liên quan đến N"" (trang trọng hơn について). Danh từ đi kèm là 「新商品のセール」 (đợt giảm giá sản phẩm mới). Tiếp theo là nguồn gốc hành động 「多くのお客様から」 (từ nhiều khách hàng) và cụm động từ diễn tiến 「問い合わせが来ている」 (đang có yêu cầu/thắc mắc)."
につき,Nにつき＜理由＞,N2,①改装中につきしばらくお休みさせていただきます。,ただいま満席につき少々お待ちいただくことになります。,,ただいま満席,につき,少々お待ちいただく,ことに,なります。,"Cấu trúc 「Nにつき」 biểu thị lý do (thường dùng trong thông báo trang trọng tại cửa hàng). Danh từ chỉ trạng thái 「ただいま満席」 (hiện tại hết chỗ) làm lý do, dẫn đến kết quả ở vế sau 「少々お待ちいただくことになります」 (sẽ phải đợi một chút). Định ngữ 「お待ちいただく」 bổ nghĩa cho danh từ 「こと」, kết hợp với 「になります」 tạo thành mẫu biểu thị kết quả khách quan."
につき,N＋数量詞＋につき,N2,①参加者200人につき、5人の随行員がついた。,この特売品はお一人様につき2個まで購入できます。,この特売品は,お一人様,につき,2個まで,購入でき,ます。,"Cấu trúc 「N ＋ 数量詞 ＋ につき」 biểu thị tỷ lệ định mức ""mỗi một..."". Cụm 「お一人様につき」 nghĩa là ""mỗi một vị khách"". Tiếp theo là giới hạn số lượng lượng từ 「2個まで」 (tối đa 2 cái) và kết thúc bằng động từ thể khả năng 「購入できます」 (có thể mua)."
につけ,Nにつけ,N2,①何事につけ我慢が肝心だ。,母は何かにつけ私の体調を心配して電話をくれる。,母は,何か,につけ,私の体調を,心配して電話を,くれる。,"Cấu trúc 「何かにつけ」 là một cụm cố định mang nghĩa ""mỗi khi có dịp, hễ có chuyện gì là..."". Trình tự câu gồm chủ ngữ 「母は」, phó từ 「何かにつけ」, tân ngữ 「私の体調を」 (sức khỏe của tôi), và cụm hành động liên kết bằng thể Te 「心配して電話を」 (lo lắng rồi gọi điện) đi với trợ động từ ban tặng 「くれる」."
につけ,V－るにつけ,N2,①彼女の姿を見るにつけ、その時のことが思い出される。,この古いアルバムを見るにつけ楽しかった子供の頃を思いだす。,,この古いアルバムを,見るにつけ,楽しかった子供の頃を,思い,だす。,"Cấu trúc 「V-るにつけ」 nghĩa là ""mỗi lần làm V thì luôn có cảm xúc hoặc suy nghĩ gì đó trỗi dậy"". Động từ nguyên dạng 「見る」 kết hợp với 「につけ」 tạo thành vế điều kiện tâm trạng. Vế sau là tân ngữ 「楽しかった子供の頃を」 (thời thơ ấu vui vẻ) và động từ phức 「思い出す」 (nhớ lại) ở cuối câu."
につけ,～につけ～につけ AにつけAにつけ VにつけVにつけ,N1,①いいにつけ悪いにつけ、あの人達の協力を仰ぐしかない。,行くにつけ行かないにつけ事前に連絡だけは入れておいてください。,,行くにつけ,行かないにつけ,事前に連絡だけは,入れておいて,ください。,"Cấu trúc song hành 「AにつけBにつけ」 nghĩa là ""dù là trong trường hợp A hay B"". Ở đây sử dụng cặp động từ đối lập 「行く」 (đi) và 「行かない」 (không đi). Vế sau chỉ hành động cần thiết gồm trạng từ 「事前に」 (trước), cụm nhấn mạnh 「連絡だけは」 (ít nhất là liên lạc) và thể nhờ vả chuẩn bị trước 「入れておいてください」."
につれて,Nにつれて V－るにつれて,N3,①町の発展につれて、前になかった新しい問題が生まれて来た。,夕方になるにつれてだんだん風が強くなってきた。,,夕方に,なるにつれて,だんだん風が,強くなって,きた。,"Cấu trúc 「V-るにつれて」 biểu thị sự biến đổi đồng thời kéo theo (càng... càng...). Vế nguyên nhân biến đổi tự nhiên là 「夕方になる」 (trở về chiều) đi với 「につれて」. Vế sau thể hiện xu hướng biến đổi gồm phó từ 「だんだん」 (dần dần), chủ ngữ 「風が」 (gió) và tính từ chia đuôi chỉ xu hướng 「強くなってきた」 (trở nên mạnh lên)."
にて,Nにて,N3,①校門前にて写真撮影を行います。,本日の夕食は1階のレストランにてご用意しております。,本日の夕食は,1階の,レストランにて,ご用意,しており,ます。,"Trợ từ 「にて」 là cách nói trang trọng của 「で」, dùng để chỉ nơi chốn xảy ra hành động. Cụm danh từ nơi chốn là 「1階のレストラン」 kết hợp với 「にて」. Theo sau là cấu trúc kính ngữ 「ご用意しております」 (chúng tôi đang chuẩn bị) được tách thành danh từ hành động 「ご用意」, động từ khiêm nhường 「しており」 và đuôi kết thúc 「ます」."
