Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ついに,ついには,,①この病気は、次第に全身が衰弱し、ついには死亡するという恐ろしい病気だ。,ずっと欲しかったゲーム機を、バイト代を貯めて、ついに今日買ったのだ。,ずっと欲しかったゲーム機を、,バイト代を,貯めて、,ついに今日,買った,のだ。,Danh từ 'バイト代' đi với trợ từ 'を' bổ nghĩa cho động từ '貯めて' để chỉ hành động tích lũy tiền. Phó từ 'ついに' đứng trước thời gian '今日' và động từ chính '買った' nhằm nhấn mạnh kết quả đạt được sau một thời gian dài nỗ lực.
つきましては,,,①≪招待状≫この度、新学生会館が完成いたしました。つきましては、次の通り落成式を挙行いたしますので、ご案内申し上げます。,来週の日曜日に引っ越し祝いをします。つきましては、ぜひ皆さんに来ていただきたいです。,来週の日曜日に引っ越し祝いをします。,つきましては、,ぜひ,皆さんに,来て,いただきたいです。,"Liên từ 'つきましては' đứng đầu câu thứ hai để nối tiếp lý do đã nêu ở câu trước. Phó từ 'ぜひ' biểu thị nguyện vọng tha thiết, đi cùng với đối tượng nhận hành động '皆さんに' và cấu trúc nhờ vả/mong muốn '来ていただきたいです'."
っけ,だ（った）っけ A－かったっけ V－たっけ ～んだ（った）っけ,,①あの人、鈴木さんだ（った）っけ？,今日の晩ご飯の約束って、何時からのスタートだっけ？,今日の晩ご飯の,約束って、,何時からの,スタート,だっ,け？,Cấu trúc '約束って' đưa cụm danh từ lên làm chủ đề của câu hỏi. Cụm từ '何時からの' bổ nghĩa trực tiếp cho danh từ 'スタート'. Trợ động từ dạng quá khứ 'だっ' kết hợp với vĩ tố 'け' ở cuối câu dùng để xác nhận hoặc hồi tưởng lại thông tin.
っこない,R～っこない,,①A：毎日5時間は勉強しなさい。B：そんなこと、できっこないよ。,こんなにたくさんある宿題、明日までに全部終わりっこないよ。,こんなにたくさんある宿題、,明日までに,全部,終わりっこ,ない,よ。,"Cụm '明日までに' chỉ thời hạn, bổ nghĩa cho phó từ '全部'. Động từ '終わる' chuyển sang thể ます bỏ ます kết hợp với đuôi 'っこない' tạo thành '終わりっこない' nhằm phủ định mạnh mẽ khả năng xảy ra của hành động. Thêm 'よ' để nhấn mạnh ý kiến cá nhân."
ったら,Nったら,,①太郎ったら、女の子の前で赤くなってるわ。,うちの息子ったら、休みの日はゲームばかりしているのよ。,うちの,息子ったら、,休みの日は,ゲームばかり,している,のよ。,"Cấu trúc 'Nったら' lấy danh từ '息子' làm chủ đề câu, biểu thị thái độ cằn nhằn, than phiền. Thời gian '休みの日は' làm rõ bối cảnh. Cụm 'ゲームばかり' đi với động từ tiếp diễn 'している' thể hiện hành động lặp đi lặp lại một cách đáng trách."
ったら,Vったら,,①こっちへ来いったら。,もう朝の８時だよ、早く起きなさいったら。,もう朝の８時だよ、,早く,起き,なさいっ,たら,。,"Phó từ '早く' bổ nghĩa cho động từ '起きる'. Thể mệnh lệnh lịch sự dạng nhẹ '起きなさい' kết hợp với đuôi 'ったら' để lặp lại một mệnh lệnh một cách gắt gao, thể hiện sự sốt ruột của người nói khi đối phương chưa thực hiện."
ったら,～つたら,,①A：ひとりで出来るの？B：出来るったら。,明日のパーティー、本当に来るの？行くったら行くんだよ。,明日のパーティー、本当に来るの？,行く,ったら,行く,んだ,よ。,"Động từ '行く' được lặp lại hai lần kẹp giữa bởi 'ったら' tạo thành cấu trúc '行くったら行く', dùng để khẳng định lại ý định một cách dứt khoát trước câu hỏi của đối phương. Đuôi 'んだよ' nhằm nhấn mạnh tính giải thích và xác thực."
ったら,ったらない,,①うちのおやじ、うるさいったらない。,あの店のラーメンは、美味しいったらないよ。,あの店の,ラーメンは、,美味しい,ったら,ない,よ。,"'あの店のラーメンは' đóng vai trò là chủ ngữ được nhấn mạnh. Tính từ '美味しい' kết hợp với cấu trúc 'ったらない' tạo thành thể tu từ diễn tả mức độ cực kỳ, không gì sánh bằng. Vĩ tố 'よ' ở cuối dùng để chia sẻ cảm xúc."
つつ,動詞の連用形と共に使う。書きことばやかたい会話で用いるのが普通。R－つつ＜同時＞,,①かれは、「呑ももう終わりですね」と言いつつ、庭へ目をやった。,ラジオの音楽を聴きつつ、今夜の夕食の準備をしています。,ラジオの音楽を,聴きつつ、,今夜の,夕食の,準備を,しています。,Động từ '聴く' bỏ ます kết hợp với 'つつ' để liên kết hai hành động xảy ra song song. Cụm danh từ '今夜の夕食の準備' đóng vai trò là tân ngữ nhận tác động của động từ chính 'しています' ở cuối câu.
つつ,R－つつ,,①夏休みの間、勉強しなければいけないと思いつつ、毎日遊んで過ごしてしまった。,ダイエット中だから駄目だと思いつつ、またケーキを食べてしまった。,ダイエット中だから,駄目だと,思いつつ、,またケーキを,食べて,しまった。,"Cụm '駄目だと' bổ nghĩa cho nội dung của suy nghĩ. Động từ '思う' bỏ ます kết hợp với 'つつ' thể hiện sự tương phản, mâu thuẫn giữa nhận thức và hành động. Vế sau đi với cấu trúc '～てしまった' biểu thị sự hối hận vì đã làm việc ngoài dự định."
つつも,R－つつも,,①彼は、歯痛に悩まされつつも、走り続けた。,体に良くないと知りつつも、夜遅くまで夜更かしをしてしまう。,体に良くないと,知りつつも、,夜遅くまで,夜更かしを,して,しまう。,'体に良くないと' bổ nghĩa cho động từ nhận thức. '知りつつも' mang ý nghĩa 'dù biết rõ nhưng vẫn...'. Trạng ngữ '夜遅くまで' bổ nghĩa cho hành vi '夜更かしをしてしまう' để diễn tả thói quen xấu khó bỏ.
つつある,R－つつある,,①地球は温暖化しつつある。,最近は少しずつ暖かくなり、春が近づきつつある。,最近は少しずつ,暖かくなり、,春が,近づき,つつ,ある。,Trạng từ '少しずつ' bổ nghĩa cho sự chuyển biến trạng thái '暖かくなり'. Danh từ '春が' làm chủ ngữ cho động từ '近づく'. Cấu trúc '近づきつつある' diễn tả một xu hướng hoặc tiến trình đang diễn ra dần dần.
って,NってN,,①これ、キアリーって作家の書いた本です。,駅の近くにある「さくら」ってカフェ、ケーキがすごく美味しいよ。,駅の近くにある,「さくら」って,カフェ、,ケーキが,すごく,美味しいよ。,Định ngữ '駅の近くにある' bổ nghĩa cho tên quán. '「さくら」ってカフェ' sử dụng 'って' thay cho 'という' để định danh cho quán cafe. Vế sau là câu tính từ với phó từ 'すごく' bổ nghĩa cho '美味しいよ' để khen ngợi.
って,～って＜主題＞ Nって Aって V（の）って,,①WHOって、何のことですか。,明日の英語のテストって、どこの教室であるんだっけ？,明日の英語の,テストって、,どこの教室で,あるん,だっ,け？,"'明日の英語のテスト' bổ nghĩa cho danh từ, kết hợp với trợ từ 'って' để đưa toàn bộ cụm này lên làm chủ đề cuộc thoại (thay cho は). Cụm 'どこの教室で' chỉ địa điểm, đi cùng thể xác nhận 'あるんだっけ'."
って,～って,,①かれはすぐ来るっていってますよ。,田中さんは用事があるから、少し遅れるって言っていたよ。,田中さんは用事があるから、,少し,遅れるって,言って,いた,よ。,"Cụm '少し遅れる' là nội dung trích dẫn trực tiếp/gián tiếp, kết nối bằng trợ từ trích dẫn văn nói 'って' (thay cho と). Động từ '言っていたよ' chia ở quá khứ tiếp diễn để thuật lại lời nhắn của người khác."
