Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
から1,Nから,①この町には、国じゅうからたくさんの人があつまってくる。,田中さんから美味しいお菓子をもらったので、みんなで食べましょう。,,田中さんから,美味しいお菓子を,もらったので、,みんなで,食べましょう。,田中さんから (từ anh Tanaka) chỉ nguồn gốc hành động nhận. 美味しいお菓子を (bánh kẹo ngon) là tân ngữ của động từ もらったので (vì đã nhận). Cụm từ みんなで (cùng mọi người) đứng trước để bổ nghĩa cho hành động kêu gọi 食べましょう (hãy cùng ăn).
から1,NからNまで,①ここから目的地までは10キロほどあります。,うちから駅までは歩いて10分くらいかかります。,,うちから,駅までは,歩いて,10分くらい,かかります。,"Cặp trợ từ うちから (từ nhà) và 駅までは (đến nhà ga) biểu thị điểm đầu và điểm cuối của khoảng cách. Tiếp theo, trạng từ phương thức 歩いて (đi bộ) đứng trước bổ nghĩa cho khoảng thời gian 10分くらい (khoảng 10 phút) và vị ngữ chính かかります (tốn/mất)."
から1,NからNにいたるまで,①あの会社はヒラ社員から社長にいたるまで全員が制服を着ている。,このスーパーは野菜から日用品にいたるまで何でも揃っている。,,このスーパーは,野菜から,日用品にいたるまで,何でも,揃っている。,Chủ ngữ câu là このスーパーは (siêu thị này). Cấu trúc 野菜から (từ rau củ) kết hợp với 日用品にいたるまで (đến cả nhu yếu phẩm) tạo thành một cụm chỉ phạm vi rộng lớn từ loại này đến loại khác. Đại từ 何でも (cái gì cũng) bổ nghĩa cho trạng thái của động từ 揃っている (được chuẩn bị đầy đủ/có sẵn).
から1,Nからいうto→【からいう】Nからが→【にしてからか】Nからして→【からして】Nからすると→【からする】Nからみると→【からみる】～こと／～ところ から Nである こと／ところ から Naである こと／ところ から Naな こと／ところ から A／V こと／ところ から,①この魚は、ヘビそっくりなところから、ウミヘビという名前をもつ。,駅から近いところから、このマンションは家賃が高い。,,駅から近い,ところから、,このマンションは,家賃が,高い。,Mệnh đề 駅から近い (gần nhà ga) đóng vai trò bổ nghĩa cho danh từ ところ từ đó đi với trợ từ から thành cụm ところから (từ lý do/bởi vì) để nêu căn cứ khách quan. Vế sau bắt đầu bằng chủ ngữ của kết quả このマンションは (căn hộ này) cùng cụm vị ngữ chỉ tính chất 家賃が 高い (tiền thuê nhà đắt).
から1,数量詞＋からのN,①その説明会には1000人からの人々がつめかけたと言う。,デパートのセールには3万人からの買い物客がたくさん訪れた。,,デパートのセールには,3万人からの,買い物客が,たくさん,訪れた。,Trạng ngữ chỉ địa điểm/sự kiện デパートのセールには (ở đợt giảm giá của trung tâm thương mại) đứng đầu câu. Tiếp theo là cụm số lượng mang tính nhấn mạnh số lượng lớn 3万人からの (hơn 3 vạn người) bổ nghĩa trực tiếp cho danh từ chủ ngữ 買い物客が (khách mua sắm). Trạng từ たくさん (nhiều) đứng trước để bổ nghĩa cho động từ hành động 訪れた (đã ghé thăm).
から1,数量詞＋ からある／からする,①その遺跡からは、20キロからある金塊が出土した。,彼女は昨日、5万円からする高級なバッグを買ったそうだ。,,彼女は昨日、,5万円からする,高級なバッグを,買った,そうだ。,Thành phần chỉ chủ ngữ và thời gian 彼女は昨日 (cô ấy ngày hôm qua) đứng đầu. Cấu trúc nhấn mạnh giá trị lớn 5万円からする (giá đến những 5 vạn yên) đóng vai trò định ngữ bổ nghĩa cho cụm tân ngữ 高級なバッグを (chiếc túi xách cao cấp). Động từ 買った (đã mua) đi liền trước mẫu kết thúc câu biểu thị thông tin gián tiếp そうだ (nghe nói là).
から2,だから A／V から ～から,①今日は土曜日だから、銀行は休みですよ。,外は雨が降っているから、傘を持っていったほうがいいよ。,,外は雨が,降っているから、,傘を,持っていったほうが,いいよ。,Mệnh đề 外は雨が 降っているから (vì ngoài trời đang mưa) thiết lập nguyên nhân khách quan đứng ở vế đầu. Vế sau là một lời khuyên hoàn chỉnh theo thứ tư tự nhiên: Tân ngữ 傘を (ô/dù) đứng trước bổ nghĩa cho cụm hành động mang tính khuyên nhủ 持っていったほうが いいよ (nên mang theo).
から2,～から＜文末用法＞,①いつか、しかえししてやるからな。,明日は朝早いから、私はもう寝るからね。,明日は,朝早いから、,私は,もう,寝る,からね。,Trạng ngữ thời gian 明日は (ngày mai) đứng đầu câu làm nền tảng cho lý do 朝早いから (vì sáng sớm). Tiếp theo là chủ ngữ của hành động tiếp diễn 私は (tôi) kết hợp trạng từ thời gian もう (bây giờ/đã) bổ nghĩa cho động từ chính 寝る (ngủ). Trợ từ からね đứng ở cuối câu đóng vai trò Suffix dùng để truyền đạt ý định của bản thân một cách nhẹ nhàng trong hội thoại.
から2,～のは～からだ,①試験に落ちたのは勉強しなかつたからだ。,料理が上手になったのは、毎日自炊しているからだ。,,料理が,上手になったのは、,毎日,自炊している,からだ。,Cụm danh từ hóa 料理が 上手になったのは (việc nấu ăn trở nên giỏi) đóng vai trò là chủ ngữ nêu lên kết quả cần giải thích. Vế sau chứa trạng từ tần suất 毎日 (mỗi ngày) bổ nghĩa cho hành động nguyên nhân 自炊している (tự nấu ăn) và kết thúc bằng đuôi khẳng định lý do からだ (là vì).
から2,～からだ,①試験に落ちたんだってね。勉強しなかったからだよ。,明日の旅行は中止になった。大きな台風がこちらに近づいているからだ。,明日の旅行は中止になった。,大きな,台風が,こちらに,近づいている,からだ。,"Prefix là một câu hoàn chỉnh thông báo bối cảnh chuyến đi ngày mai bị hủy. Câu tiếp theo đưa ra nguyên nhân giải thích: Tính từ bổ nghĩa 大きな (lớn) đi với danh từ 台風が (cơn bão) làm chủ ngữ, trạng từ chỉ hướng こちらに (về phía này) bổ nghĩa cho động từ 近づいている (đang tiến gần), cuối cùng kết thúc bằng đuôi からだ để hoàn thành cấu trúc giải thích lý do."
