Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
かぎり,Nかぎり,Chỉ trong giới hạn N,①彼女は今年限りで定年退職することになっている。,お父さんはお酒は今日限りで完全にやめると言いました。,お父さんはお酒は,今日,限りで,完全に,やめる,と言いました。,Danh từ [今日] kết hợp với [限り] tạo thành cụm [今日限り] mang nghĩa chỉ hết hôm nay. Cụm này bổ nghĩa cho động từ [やめる] ở phía sau thông qua phó từ [完全に].
かぎり,～かぎり Nのかぎり V－るかぎり,Hết sức / Trong giới hạn,①力の限り戦ったのだความ tiếc nuối.負けしても悔いはない。,友達の引っ越しをできる限り全力で手伝ってあげたいです。,友達の引っ越しを,できる,限り,全力で,手伝って,あげたいです。,"Động từ thể từ điển [できる] đi với [限り] thành cụm [できる限り] nghĩa là trong khả năng có thể, đóng vai trò phó từ bổ nghĩa cho hành động [手伝って] với mức độ [全力で]."
かぎり,V－る／V－ている／V－た かぎり,Theo như / Trong chừng mực,①私の知る限り、彼は絶対そんなことをするような人ではない。,私が知っている限り、彼女には恋人はいないようです。,私が,知っている,限り、,彼女には,恋人は,いないようです。,Động từ thể tiếp diễn [知っている] kết hợp với [限り] tạo thành cụm nghĩa theo như những gì tôi biết. Vế sau là một mệnh đề thông tin trạng thái bổ sung làm rõ cho giới hạn nhận thức này.
かぎり,V－る／V－ている かぎり,Chừng nào còn...,①この山小屋にいる限りは安全だろう。,両親と一緒に暮らしている限り、家賃の心配はまったくない。,両親と一緒に,暮らしている,限り、,家賃の,心配は,まったくない。,Động từ [暮らしている] đi với [限り] tạo ra một điều kiện giả định chừng nào còn duy trì trạng thái này. Hệ quả đi kèm ở vế sau là việc không cần lo lắng tiền nhà.
かぎり,V－ないかぎり,Nếu không... thì không...,①練習しない限り、上達もありえない。,部屋を片付けない限り、ゲームをしてはいけません。,部屋を,片付けない,限り、,ゲームを,しては,いけません。,Thể phủ định [片付けない] đi với [限り] làm điều kiện tiên quyết nếu không thực hiện. Vế sau [してはいけません] là sự cấm đoán mang tính hệ quả tất yếu.
かぎる,～にかぎる Nにかぎる Naなのにかぎる Aのにかぎる V－るにかぎる,... là tốt nhất,①和菓子ならこの店にかぎる。,暑い夏はやっぱり冷たいアイスを食べるに限るよね。,暑い夏はやっぱり,冷たい,アイスを,食べる,に限る,よね。,"Cấu trúc [V-るに限る] biểu thị ý kiến chủ quan là tốt nhất. Động từ [食べる] làm trạng ngữ bổ nghĩa trực tiếp cho cụm này, phía trước đi kèm tân ngữ [アイスを] và tính từ bổ nghĩa [冷たい]."
かぎる,Nにかぎったことではない,Không chỉ giới hạn ở N,①あの人が遅刻するのは今日にかぎったことではない。,この店が混んでいるのは今日に限ったことではないですよ。,この店が,混んでいるのは,今日,に限ったこと,ではない,ですよ。,Danh từ [今日] đi với trợ từ [に] để kết hợp thành cụm [に限ったことではない] mang ý nghĩa không chỉ riêng hôm nay. Vế trước danh từ hóa bằng [のは] đóng vai trò chủ ngữ câu.
かくして,,Và thế là / Như vậy,①かくして市民による革命が成し遂げられたのであった。,お互いに謝り、かくして二人は無事に仲直りしました。,お互いに謝り、,かくして,二人は,無事に,仲直り,しました。,"[かくして] là liên từ nối câu mang nghĩa và thế là, thường đứng đầu một vế câu chỉ kết quả để dẫn dắt đến chủ ngữ [二人は] và hành động trạng thái phía sau."
かけ,R－かけ,Đang dở,①やりかけの仕事が残っていたので、会社に戻った。,テーブルの上に食べかけのケーキが置いてあります。,テーブルの,上に,食べかけの,ケーキが,置いて,あります。,"Động từ [食べる] bỏ ます đi với [かけ] và thêm [の] tạo thành tính từ bổ nghĩa cho danh từ [ケーキ], diễn tả trạng thái chiếc bánh đang ăn dở nằm ở vị trí trên bàn."
かける,R－かける＜働きかけ＞,Bắt chuyện / Chủ động hành động,①電車の中で酔っぱらいに話しがわからないふりをすることにしている。,公園を散歩していたら、知らない人に話しかけられた。,公園を,散歩していたら、,知らない,人に,話しかけ,られた。,"Ngữ pháp [話しかける] ở dạng bị động [話しかけられた] thể hiện việc bị người khác bắt chuyện. Đối tượng thực hiện hành động đi với trợ từ [人に], xảy ra trong bối cảnh đi dạo."
かける,R－かける＜途中＞,Đang làm dở giữa chừng,①友達に大事な相談の手紙を書きかけたとき、玄関のベルが鳴った。,淹れたてのコーヒーを飲みかけたとき、スマホが鳴りました。,淹れたての,コーヒーを,飲みかけた,とき、,スマホが,鳴りました。,Động từ [飲む] bỏ ます kết hợp dạng quá khứ [かけた] chỉ hành động uống dở giữa chừng. Cụm này bổ nghĩa cho danh từ thời gian [とき] nhằm định vị thời điểm một sự việc khác chen ngang.
