Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
とおもう,～かとおもうほど,N2,①彼は、いつ寝ているのかと思うほどいそがしそうだ。,彼は、いつ寝ているのかと思うほどいそがしそうだ。,彼は、,いつ,寝ているのかと,思うほど,いそがしそうだ。,,Cụm 'いつ寝ているのかと思うほど' (đến mức nghĩ rằng không biết ngủ lúc nào) bổ nghĩa nhấn mạnh cho sự bận rộn.
とおもう,V－るかとおもえば,N2,①勉強しているかと思えば漫画を読んでいる。,勉強しているかと思えば漫画を読んでいる。,,勉強している,かと,思えば,漫画を読んでいる。,,Cấu trúc 'V-te iru ka to omoeba' (vừa mới tưởng là... thì đã) biểu thị hai hành động hoàn toàn trái ngược diễn ra liên tiếp.
とおもう,V－るかとおもえば～も,N2,①熱心に授業に出る学生がいるかと思えば、全然出席せずに試験だけ受けるような学生もいる。,熱心に授業に出る学生がいるかと思えば、全然出席せずに試験だけ受けるような学生もいる。,熱心に授業に出る学生が,いるかと,思えば、,全然出席せずに,試験だけ受けるような学生もいる。,,Cấu trúc 'A ka to omoeba B' dùng để liệt kê hai sự vật/hiện tượng mang tính tương phản hoàn toàn.
とおもう,～からとおもって,N4,①体にいいからと思って、緑の野莱を食べるようにしています。,体にいいからと思って、緑の野莱を食べるようにしています。,体にいいから,と,思って、,緑の野莱を食べる,ようにしています。,,Cấu trúc '... to omotte' trích dẫn lý do hoặc suy nghĩ dẫn đến hành động ăn rau xanh mỗi ngày ở vế sau.
とおもう,疑問詞～かとおもったら,N2,①何を言うのかと思ったら、そんなくだらないことか。,何を言うのかと思ったら、そんなくだらないことか。,何を,言うのかと,思ったら、,そんなくだらない,ことか。,,Cấu trúc 'ka to omottara' (đang tưởng là...) diễn tả sự bất ngờ hoặc thất vọng khi sự thật không như mình nghĩ.
とおもう,～たいとおもう→【おもう】～とおもいきや,N1,①今場所は横綱の優勝間違いなしと思いきや、日目にケガで休場することになってしまった。,今場所は横綱の優勝間違いなしと思いきや、日目にケガで休場することになってしまった。,今場所は横綱の優勝間違いなしと,思い,きや、,日目にケガで休場することに,なってしまった。,,"Cấu trúc 'to omoikiya' (tưởng là... nhưng thực ra lại...) mang tính văn chương, vế sau là kết quả hoàn toàn bất ngờ."
とおもう,～とおもう→【おもう】～とおもうまもなく,N2,①つめたい雨が降ってきたと思う間もなく、それは雪にかわった。,つめたい雨が降ってきたと思う間もなく、それは雪にかわった。,つめたい雨が降ってきたと,思う,間もなく、,それは,雪にかわった。,,Cấu trúc 'to omou ma mo naku' (chưa kịp nghĩ... thì đã) diễn tả hai sự việc thay đổi cực kỳ chớp nhoáng.
とおもう,BV－たとおもうと,N2,①急に空が暗くなったかと思うと、大粒の雨がふってきた。,急に空が暗くなったかと思うと、大粒の雨がふってきた。,急に,空が暗くなったかと,思うと、,大粒の雨が,ふってきた。,,"Cấu trúc 'ka to omou to' diễn tả trạng thái thời tiết thay đổi cực nhanh, vế trước vừa xảy ra thì vế sau ập đến lập tức."
とおもう,～とおもったものの　→【ものの】Nにとおもって,N4,①おばあちゃんへのお土産にと思って、湯飲み茶碗を買った。,おばあちゃんへのお土産にと思って、湯飲み茶碗を買った。,おばあちゃんへの,お土産にと,思って、,湯飲み茶碗を,買った。,,Trợ từ 'と' kết hợp với '思って' trích dẫn ý nghĩ (muốn làm quà cho bà) làm nguyên nhân của hành động mua đồ.
とおり,数詞／なん／いく　とおり,N3,①駅からあの建物までには3通りの行き方がある。,駅からあの建物までには3通りの行き方がある。,駅からあの建物までには,3,通り,の行き方が,ある。,,"Từ '通り' (toori) trong trường hợp này mang nghĩa là 'cách thức / loại', đi sau số đếm để chỉ số lượng phương án."
