Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
よかった,V－なければよかったのに,N3,①そんなこと言わなければよかったのに。,あの高いコートは買わなければよかったのに。,あの,高い,コートは,買わなければ,よかった,のに。,"Cụm 'あの' bổ nghĩa cho danh từ phía sau, tiếp theo là tính từ '高い' bổ nghĩa cho 'コートは' làm chủ đề câu. '買わなければ' là thể điều kiện phủ định của động từ '買う', đi liền với cụm 'よかったのに' tạo thành cấu trúc thể hiện sự hối tiếc, giá mà không làm thì tốt biết mấy."
よかろう,,N1,①のんびりしたいのなら、観光地に行くよりは温泉の方がよかろう。,自立したいのなら、一人暮らしをしてみるのもよかろう。,自立したいの,なら、,一人暮らしを,してみるのも,よか,ろう。,"Vế '自立したいのなら' đưa ra giả thuyết (nếu muốn tự lập). '一人暮らしをしてみる' (thử sống một mình) đi với danh từ hóa 'の' và trợ từ 'も' đóng vai trò cụm chủ ngữ, kết hợp với vị ngữ 'よかろう' là thể phỏng đoán trang trọng của 'よい'."
よく,よく ＜頻度＞,N5,①彼はこの店によく来る。,私はこのレストランで友達とよく昼ご飯を食べます。,私はこの,レストランで,友達と,よく,昼ご飯を,食べます。,Cụm '私はこの' đứng trước và bổ nghĩa cho danh từ địa điểm 'レストランで'. Tiếp theo là cụm '友達と' (cùng với bạn). Trạng từ tần suất 'よく' đứng ngay trước cụm danh từ tân ngữ + động từ '昼ご飯を食べます' để bổ nghĩa cho hành động ăn thường xuyên.
よく,よく ＜程度＞,N5,①最近よく眠れなくて困っている。,ご飯の前に石鹸で手をよく洗いなさい。,ご飯の,前に,石鹸で,手を,よく,洗いなさい。,"Cụm 'ご飯の前に' chỉ thời gian trước bữa ăn. '石鹸で' chỉ phương thức bằng xà phòng. '手を' là tân ngữ của hành động. Trạng từ chỉ mức độ 'よく' (kỹ, sạch) đứng trước động từ dạng mệnh lệnh '洗いなさい' để bổ nghĩa trực tiếp cho hành động rửa."
よく,よく（ぞ）＜感激＞,N2,①よくいらっしゃいました。,よくぞあんなに難しい試験に合格してくれた。,よくぞ,あんなに,難しい,試験に,合格して,くれた。,"Trạng từ biểu thị sự cảm kích 'よくぞ' đứng ở đầu câu để nhấn mạnh. 'あんなに' bổ nghĩa cho tính từ '難しい', tính từ này bổ nghĩa cho danh từ '試験に'. Cụm '試験に合格する' đi liền nhau, được chia sang dạng '～てくれた' thể hiện niềm vui, sự biết ơn của người nói đối với hành động của đối phương."
よく,よく（も）＜驚き＞,N2,①おじいさんの子供の頃なんて、よくもそんな古い写真が残っていたね。,こんなに散らかった部屋でよくも鍵を見つけられたね。,こんなに,散らかった,部屋で,よくも,鍵を,見つけられたね。,"Cụm 'こんなに散らかった' bổ nghĩa cho danh từ địa điểm '部屋で' (trong căn phòng bừa bộn thế này). Trạng từ thể hiện sự kinh ngạc 'よくも' đi liền trước cụm tân ngữ '鍵を' và động từ khả năng quá khứ '見つけられたね' để tạo thành câu thể hiện sự bất ngờ, không ngờ có thể làm được."
よく,よく（も）＜非難＞,N2,①よくもみんなの前で私に二恥をかかせてくれたな。,冷蔵庫のケーキをよくも勝手に食べてくれたな。,冷蔵庫の,ケーキを,よくも,勝手に,食べて,くれたな。,"Cụm danh từ '冷蔵庫のケーキを' đóng vai trò tân ngữ đứng đầu câu. Trạng từ mang tính chất chỉ trích, phê phán 'よくも' kết hợp với trạng từ '勝手に' (tự tiện) để bổ nghĩa cho hành động gây bực dọc '食べてくれたな' (dám ăn mất của tôi)."
よそに,Nをよそに＜無視＞,N1,①弟は親の心配をよそに毎晩遅くまで遊んでいる。,娘は親の反対をよそに高級なバッグを買ってしまった。,娘は,親の,反対を,よそに,高級なバッグを,買ってしまった。,'娘は' là chủ ngữ chính. Danh từ '親の反対' đi kèm với cấu trúc 'をよそに' tạo thành một cụm trạng ngữ mang nghĩa 'mặc kệ sự phản đối của bố mẹ'. Cụm này bổ nghĩa cho hành động phía sau bao gồm tân ngữ '高級なバッグを' và động từ kết quả đáng tiếc '買ってしまった'.
よそに,Nをよそに＜無関係＞,N1,①高速道路の渋滞をよそに、私たちはゆうゆうと新幹線で東京に向かった。,外の大雨をよそに、私たちは家でパーティーを楽しんだ。,外の,大雨を,よそに、,私たちは家で,パーティーを,楽しんだ。,"Cụm danh từ '外の大雨' kết hợp với 'をよそに' chỉ hoàn cảnh bên ngoài không liên quan hay ảnh hưởng đến hoạt động bên trong. Tiếp theo là chủ ngữ và địa điểm '私たちは家で', đi cùng cụm tân ngữ và động từ vị ngữ 'パーティーを楽しんだ' để hoàn thành câu."
よほど,話しことばで強めるときには「よっぽど」となる。よほど Aよほど,N3,①こんな大邸宅を建てるなんて、よほどの金持ちに違いない。,コンビニであんなに買うなんて、よほどお腹が空いていたのだろう。,コンビニで,あんなに,買うなんて、,よほど,お腹が,空いていたのだろう。,"Cụm 'コンビニであんなに買うなんて' đưa ra một sự kiện thực tế làm căn cứ suy đoán. Trạng từ mức độ cao 'よほど' bổ nghĩa cho cụm từ chỉ trạng thái 'お腹が空いていた' (đang đói bụng lắm), đi kèm với đuôi câu suy đoán 'のだろう'."
