Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ば,～ば～ところだ（った）,N2,①もう少し若ければ、私が自分で行くところだ。,,,,,,,,
ば,～ば　V－た／V－ていた,N4,①安ければ買った。,,,,,,,,
ば,～ぱ＜確定条件＞,N3,①彼は変わり者だという評判だったが、会ってみれば、うわさほどのことはなかった。,,,,,,,,
ば,～ば～で　A－ければA－いで　V－ばV－たで,N2,①自動車がないとさぞ不便だろうと思っていたが、なければないでやっていけるものだ。,,,,,,,,
ば,～ば＋依頼・勧め,N3,①もし、お差し支えなければ、ご住所とお名前をお聞かせください。,,,,,,,,
ば,～ば＜観点＞,N3,①A：本当に行くのかい。B：うん。でも正直言えば、本当は行きたくないんだ。,,,,,,,,
ば,V－ば＜勧め＞,N4,①≪服売り場で≫A：これなんかどうかなあ。B：着てみれば？,,,,,,,,
ば,～も～ば～も,N2,①彼は心臓が悪いくせに酒も飲めばたばこも吸う。,,,,,,,,
ば,～かとおもえば→【かとおもえば】～からいえば→【からいう】～からすれば→【からする】～かちみれば→【かちみる】さえ～ば→【さえ】ってば,N3,①お父さんってば、早く来てよ。,,,,,,,,
ば,～といえば→【といえば】～とすれば→【とすれば1】、【とすれば2】～となれば→【となれば】～ともなれば→【ともなれば】～ならば→【なら1】、【なら2】、【なら。】～にいわせれば→【にいわせれば】～にしてみれば→【にしてみれば】～ば～ほど,N3,①考えれば考えるほど分からなくなる。,,,,,,,,
ば,～も～ば,N3,①その部品なら1000円も出せば買えるよ。,,,,,,,,
は～で,NはNで,N2,①彼の言うことなど気にせず、君は君で自分が正しいと思ったことをやればいいのだ。,,,,,,,,
ばあい,Nのばあい　Naなばあい　A／V　ばあい　～ばあい,N4,①雨天の場合は順延します。,,,,,,,,
ばあい,～ばあいもある,N4,①患者の様態によっては手術でばあいきない場合もある。,,,,,,,,
ばあい,～ばあいをのぞいて,N3,①緊急の場合を除いて、非常階段を使用しないで下さい。,,,,,,,,
ばあい,V－ているばあいではない,N3,①今は泣いている場合じゃないよ。,,,,,,,,
はい,肯定の応答やあいづちなどに用いる。「はい」に似た表現に、「うん」「ええ」がある。「うん」は、家族間や友人同士など、ごく親しい間柄でくだけた場面や目下の者に向かって言う場合にしか使えない。改まった場面では「はい」や「ええ」が用いられる。否定の場合に使われるものに「いいえ」「ううん」「いや」などがある。はい＜肯定＞,N5,①A：これはあなたの本ですか。B：はい、そうです。,,,,,,,,
はい,はい＜承諾＞,N5,①A：行ってくれますね。B：はい。,,,,,,,,
はい,はい＜応答＞,N5,①A：山田君。B：はい。,,,,,,,,
はい,はい＜あいづち＞,N5,①≪電話で≫A：来週の旅行のことですがB：はい。A：他の方は皆さんいらっしやることになったんですが。B：あ、はい。A：ええ、それで、Bさんのご都合はどうかと思いまして～。B：すみません。それがですねえ。急に用事ができてしまいまして、申し訳ないんですが～。A：だめですか～。,,,,,,,,
