Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
まもなく,まもなく,N4,①≪駅のアナウンス≫まもなく急行がまいります。,,,,,,,,
まもなく,V－ると／V－て　まもなく,N4,①彼女は結婚してまもなく、夫の海外赴任についてアメリカヘ行ってしまった。,,,,,,,,
まるで,まるで,N4,①今日は風が強くて、まるで台風みたいだ。,,,,,,,,
まるで,まるで～ない,N3,①私は外国語はまるでだめなんです。,,,,,,,,
まわる,R－まわる,N3,①この寒いのに子供達は外を定り回っている。,,,,,,,,
まんざら,まんざら～でもない　まんざら～ではない,N1,①彼のことはまんざら知らないわけでもない。,,,,,,,,
まんざら,まんざらでもない,N1,①子供のことをほめられて彼はまんざらでもないようすだった。,,,,,,,,
まんまと,,N2,①やつにまんまと騙された。,,,,,,,,
みえる,～がみえる　Nがみえる　NがV－るのがみえる　NがV－ているのがみえる　NがV－るところがみえる　NがV－ているところがみえる,N5,①晴れた日には、ここから富士山がよく見える。,,,,,,,,
みえる,Nがみえる,N3,①今学期の彼の成績には、努力の跡が見える。,,,,,,,,
みえる,にみえる　～が　A－くみえる　～が　V－てみえる,N4,①壁のしみが人の形に見える。,,,,,,,,
みえる,～そうにみえる　Naそうにみえる　A－そうにみえる　R－そうにみえる,N4,①料理にパセリかなにか緑色のものを添えるとおいしそうに見える。,,,,,,,,
みえる,～ようにみえる　Nのようにみえる　Naなようにみえる　A－ようにみえる　Vようにみえる,N3,①この宝石は猫の日のように見えるところから、キャッツアイという名前がついている。,,,,,,,,
みえる,～とみえる,N2,①すぐに返事をしないところをみると、佐藤さんはあまり気が進まないとみえる。,,,,,,,,
みえる,～かにみえる　～かのようにみえる,N1,①彼は他人の非難などまったく意に介していないかにみえる。,,,,,,,,
みえる,Nがみえる,N3,①あなた、山下さんが見えましたよ。,,,,,,,,
みこみ,～みこみがある　Nのみこみがある　V－るみこみがある,N2,①A：先生、この足はもう治らないんでしょうか。B：残念ですが、回復の見込みはほとんどありません。,,,,,,,,
みこみ,～みこみだ　Nのみこみだ　V－るみこみだ,N2,①≪ニュース≫JR東海道線は、明朝6時には回復する見込みです。,,,,,,,,
みこみ,みこみがたつ,N2,①やっと、借金の返済の見込みが立った。,,,,,,,,
みこみ,みこみちがいだ／みこみはずれだ,N2,①彼には大いに期待していたが、まったくの見込み違いだった。,,,,,,,,
