Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
には,V－るには,N3,①そこに行くには険しい山を超えなければならない。,,,,,,,,
には,V－るにはVが,N2,①行くには行くが、彼に会えるかどうかは分からない。,,,,,,,,
にはあたらない,V－るにはあたらない,N1,①中学校で教師をしている友人の話によると、学校でのいじめが深刻だという。しかし驚くにはあたらない。大人の社会も同じなのだから。,,,,,,,,
にはおよばない,～にはおよばない　Nにはおよばない　V－るにはおよばない,N2,①検査では何も異常は見つかりませんでした。すっかり元気になりましたから、ご心配には及びません。,,,,,,,,
にはおよばない,それにはおよばない,N3,①A：車で家までお送りしましょう。B：いいえ、それには及びません。歩いても5分ほどの所ですから、どうぞご心配なく。,,,,,,,,
にはんし,Nにはんし,N1,①大方の予想に反して、我らのチームが圧勝した。,,,,,,,,
にはんして,Nにはんして,N2,①予想にはんして、今年の試験はそれほど難しくはなかったそうだ。,,,,,,,,
にひきかえ,Nにひきかえ,N1,①兄にひきかえ弟はだれにでも好かれる好青年だ。,,,,,,,,
にほかならない,Nにほかならない,N1,①この会を成功のうちに終わらせることが出来ましたのは、皆様がたのご協力のたまものに他なりません。,,,,,,,,
にほかならない,～にほかならない　～から／～ため　にほかならない,N1,①父が肝ガンになったのは、あの工場で長年働いたために他ならない。,,,,,,,,
にむかって,Nにむかって＜方向＞,N4,①この飛行機は現在ボストンに向かっています。,,,,,,,,
にむかって,Nにむかって＜対面＞,N4,①机に向かって本を読む。,,,,,,,,
にむかって,Nにむかって＜相手＞,N3,①親に向かって乱暴な口をきくな。,,,,,,,,
にむけて,Nにむけて＜方向＞,N3,①入口に背を向けて座っている。,,,,,,,,
にむけて,Nにむけて＜目的地＞,N3,①飛行機はヨーロッパに向けて飛び立った。,,,,,,,,
にむけて,Nにむけて＜相手＞,N2,①人々に向けて戦争の終結を訴えた。,,,,,,,,
にむけて,Nにむけて＜目標＞,N3,①スポーツ大会に向けて厳しい練習が続けられた。,,,,,,,,
にめんして,Nにめんして＜対面＞,N2,①美しい庭に面して、バルコニーが広がっている。,,,,,,,,
にめんして,Nにめんして＜直面＞,N1,①彼女は非常事態に面しても適切な行動の取れる強い精神力の持ち主なのだ。,,,,,,,,
にも,Nにも　＜時・場所・方向・相手なと＞,N5,①あそこにも人がいます。,,,,,,,,
