Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
なら3,NがNならNもNだ,①親が親なら子も子だ。,,,,,,,,
なら3,～なら（ば）　A／V　なら（ば）,①今年も真夏の日照時間が短い／短かったならば米不足の問題は深刻だ。,,,,,,,,
なら3,だったなら　A－かったなら　V－たなら,①私が全能の神様だったなら、あなたを助けてあげられるのに。,,,,,,,,
なら3,V－るなら＜観点＞,①事情を知らない人の目から見るなら、少しおおげさな感じがするかもしれない。,,,,,,,,
ならいい,ならいい　A／V（の）ならいい,①お母さんが病気ならいいよ。早く家に帰ってあげなさい。,,,,,,,,
ならでは,Nならでは,①親友ならではの細かい心遣いが嬉しかった。,,,,,,,,
ならびに,NならびにN,①各国の首相ならびに外相が式典に参列した。,,,,,,,,
なり1,V－るなり,①家に帰るなり自分の部屋に閉じ込もって出てこない。,,,,,,,,
なり1,V－たなり（で）,①座ったなり動こうともしない。,,,,,,,,
なり1,V－たなり,①家を出たなり一ケ月も帰ってこなかった。,,,,,,,,
なり2,～なり　Nなり　V－るなり,①何かお飲物なりお持ちしましょうか。,,,,,,,,
なり2,V－るなりV－ないなり,①行くなり行かないなりはっきり決めてほしい。,,,,,,,,
なり2,～なり～なり　NなりNなり　V－るなりV－るなり,①彼の父親なり母親なりに相談しなければならないだろう。,,,,,,,,
なり2,～なりなんなり　N／V　なりなんなり,①チューリップなりなんなり、少し目立つ花を買ってきて下さい。,,,,,,,,
なり3,～なり　Nなり　A－いなり,①私なりに努力はしてみましたが、力が及びませんでした。,,,,,,,,
なり3,～なり　Nなり　V－るなり,①彼は妻の言うなりになっている。,,,,,,,,
なり3,～なら～なり　NならNなり　NaならNaなり　A－いならA－いなり　V－るならV－るなり,①嫌なら嫌なりの理由があるはずだ。,,,,,,,,
なり3,には～なり　NにはNなり　V－るにはV－るなり,①若い人には若い人なりの考えがあるだろう。,,,,,,,,
なり3,NはNなり,①彼らは彼らなりにいろいろ努力しているのだから、それは認めてやってほしい。,,,,,,,,
なり3,それなり,①小さな会社だがそれなりの利益は上げている。,,,,,,,,
