Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
てもかまわない,V－てもかまわない＜可能性＞,N4,①タクシーで行ってもかまわなかったのだが、車で送ってくれるというので、乗せてもらった。,,,,,,,,
てもかまわない,でもかまわない　A－くてもかまわない,N4,①何か上着のようなものを貸してください。大きくてもかまいません。,,,,,,,,
てもさしつかえない,でもさしつかえない　A－くてもさしつかえない　V－てもさしつかえない,N2,①無理をしなければ運動をしてもさしつかえありません。,,,,,,,,
てもしかたがない,でもしかたがない　A－くてもしかたがない　V－てもしかたがない,N3,①このレポートでは、やりなおしを命じられても仕方がない。,,,,,,,,
でもって,Nでもって,N1,①行為でもって誠意を示しなさい。,,,,,,,,
でもって,でもって,N1,①彼女は美人である。でもってスポーツ万能ときている。,,,,,,,,
でもない,Vでもない,N2,①彼は反論するでもなく、ただぼんやりたばこをすっている。,,,,,,,,
てもよろしい,V一てもよろしい＜許可＞,N3,①A：君たち、きょうは、もう帰ってもよろしい。B：はい、社長。,,,,,,,,
てもよろしい,V－てもよろしいですか　V－てもよろしいでしょうか,N3,①A：先生、お聞きしたいことがあるんですが、少しお時間をいただいてもよろしいでしょうか。B：いいですよ。,,,,,,,,
てもよろしい,～てもよろしい＜可能性＞,N3,①A：ネクタイピンはこちらをおつけになってもよろしいですね。B：そうですね。,,,,,,,,
てもよろしい,でもよろしい　A－くてもよろしい,N3,①面会はあしたでもよろしい。,,,,,,,,
てもらう,V－てもらう,N5,①私はタイ人の友だちにタイ料理を教えてもらった。,,,,,,,,
てもらう,V－てもらえるか　V－てもらえないか,N4,①A：ちょっとドア、閉めてもらえる？B：いいよ。,,,,,,,,
てもらう,V－てもらえるとありがたい　V－てもらえるとうれしい,N3,①A：今度の日曜日、もし時間があったら、引っ越しの手伝いに来てもらえるとありがたいんですけど。B：あ、いいですよ。,,,,,,,,
てもらう,V－てやってもらえるか　V－てやってもらえないか,N3,①わるいけど、ちょっと太郎の宿題を見てやってもらえる？,,,,,,,,
てやまない,V－てやまない,N1,①愛してやまないアルプスの山々は今日もきれいだ。,,,,,,,,
てやる,V－てやる,N4,①子供に新しい自転車を買ってやったら、翌日盗まれてしまった。,,,,,,,,
てん,～てん　Nのてん　Naなてん　A－いてん　Vてん,N3,①兄より弟の方が行動力の点でまさっている。,,,,,,,,
てん,～というてん　Nというてん　Naだというてん　A－いというてん　Vというてん,N3,①彼の設計は創造性という点で高く評価された。,,,,,,,,
と1,だと　A一いと】V－ると　述語の辞書形に付く。たいてい普通体に付くが、丁寧に言う場合は「～ですと」「～ますと」となる場合もある。前の出来事を契機にして後の出来事が成立するという関係を表す。～と＜一般条件＞,N5,①あまり生活が便利だと、人は不精になる。,,,,,,,,
