Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
とはうってかわって,Nとはうってかわって,N2,①父は若い時とはうってかわって、とても優しくなった。,,,,,,,,
とはかぎらない,N／Na／A／V　とはかぎらない,N3,①日本語を教えているのは日本人とはかぎらない。,,,,,,,,
とばかり,～とばかり,N2,①今がチャンスとばかり、チャンピオンは猛烈な攻撃を開始した。,,,,,,,,
とばかり,～といわんばかり,N1,①お前は黙っていろと言わんばかりに、兄は私をにらみつけた。,,,,,,,,
とみえて,N／Na（だ）とみえて　A／V　とみえて　～とみえて,N2,①最近忙しいとみえて、いつ電話しても留守だ。,,,,,,,,
とみえて,～とみえる,N2,①今日の田中君はやけに気前(きまえ)がいい。何かいいことがあったとみえる。,,,,,,,,
とも,活用語に付いて、「ても」と同様の意味を表す。文語の用法なので「ても」に比べて、古めかしい言い方である。～とも　A－くとも　A－かろうと（も）,N1,①田中さんの送別会には、少なくとも30人は集まるだろう。,,,,,,,,
とも,V－ようと（も）,N1,①たとえ両親に反対されようと（も）、彼女と結婚するつもりだ。,,,,,,,,
とも,であろうと（も）,N1,①病人であろうと年寄りであろうと、何の配慮もなしに、敵は攻撃を仕掛けて来る。,,,,,,,,
ども1,Nども,N3,①申し訳ありません。私どもの責任です。,,,,,,,,
ども2,V－ども,N1,①行けども行けども、原野は続く。,,,,,,,,
ともあろうものが,Nともあろうものが,N1,①大蔵官僚ともあろうものが、賄賂を受け取るとは驚いた。,,,,,,,,
ともかぎらない,ともかぎらない　Aともかぎらない　V－ないともかぎらない,N2,①A：司会者を探してるんだけど、山下さん結婚式の司会なんか、引き受けてくれないよね？B：一度聞いてみたら？引き受けてくれないとも限らないよ。,,,,,,,,
ともかく,Nはともかく（として）,N3,①見かけはともかく味はよい。,,,,,,,,
ともかく,ともかくV,N4,①雨で中止になるかもしれないが、ともかく行ってみよう。,,,,,,,,
ともすると,,N2,①ベテラン教師でもともするといい子ばかりに目がいってしまう。,,,,,,,,
ともなく,疑問詞＋（助詞）＋ともなく,N2,①どこからともなく、沈丁花(じんちょうげ)のいい香りが漂ってくる。,,,,,,,,
ともなく,V－るともなく,N2,①どこを眺めるともなく、ぼんやり遠くを見つめている。,,,,,,,,
ともなると,N／V　ともなると,N2,①いつもは早起きの息子だが、日曜日ともなると、昼頃まで寝ている。,,,,,,,,
ともなれば,Nともなれば　Vともなれば,N2,①9月ともなれば、真夏の暑さはなくなり過ごしやすくなる。,,,,,,,,
