Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
といいますと,,①サファリといいますと、アフリカの大自然が連想されます。,,,,,,,,
という1,,①道子さんはすぐにいくと言いました。,,,,,,,,
という2,NというN　＜名前＞,①これは、プルメリアという花です。,,,,,,,,
という2,NというN　＜繰り返し＞,①道路という道路は車であふれていた。,,,,,,,,
という2,～というN　＜内容＞,①この会社には、仕事は五時までだという規則がある。,,,,,,,,
というか,～というか,①そんなことをするなんて、ほんとに馬鹿というか、困った人だ。,,,,,,,,
というか,～というか～というか,①そんなことを言うなんて、無神経というか、馬鹿というか、あきれてものもいえない。,,,,,,,,
ということ,～ということ＜内容＞,①最初のオリンピックがアテネだったということは今まで知らなかった。,,,,,,,,
ということ,～ということ<意味>,①｢灯台もと晴し｣とは､身近なことはかえって気がつかないということである。,,,,,,,,
ということ,～ということは～（ということ）だ,①電車がストライキをするということは､あしたは学校が休みになるということだ。,,,,,,,,
ということ,～ということにする　→【ことにする】～ということだ<伝聞>,①山田さんは､近く会社をやめて留学するということだ。,,,,,,,,
というと,～というと,①スペインというと､すぐフラメンコが心に浮かぶ。,,,,,,,,
というと,というと～のことですか,①｢しめなわ｣というと､あの､お正月につける飾りのことですか。,,,,,,,,
というと,というと,①A：この企画は大筋はいいが､細かいところで少々無理があるね。B：というと。A：今から説明するよ。,,,,,,,,
というところだ,,①A：どうですか、もう仕上がりますか。B：あと2、3日というところです。,,,,,,,,
というのは,というのは,①駅前の開発計画が急に取りやめになった。というのは、地域住民の強硬な反対で、マスコミまでが騒ぎだしたからだ。,,,,,,,,
というのは,～というのは～ということだ,①レイさんが「少し遅くなる」というのは、一時間は遅れるということだ。,,,,,,,,
というのは,～というのまNのことだ,①パソコンというのはパーソナルコンピューターのことだ。,,,,,,,,
というのも,というのも,①あの会社、倒産するかもしれませんよ。というのも、このところ急激に株価が下がっているんですよ。,,,,,,,,
というのも,というのも～からだ,①彼が転職したというのも、空気のきれいな田舎で病弱な子供を強くしたいと思ったからだ。,,,,,,,,
