Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
きる,R－きる＜十分＞,①無理な仕事をして疲れきってしまった。,,,,,,,,
きる,R－きる＜切断＞,①大きな布を二つに断ち功った。,,,,,,,,
きる,R－きれない,①それはいくら悔やんでも悔やみきれないことだった。,,,,,,,,
きわまりない,Na（なこと）きわまりない　A－いこときわまりない,①その探検旅行は危険きわまりないものと言えた。,,,,,,,,
きわみ,Nのきわみ,①このような盛大なる激励会を開いていただき、感激のきわみです。,,,,,,,,
くさい,Nくさい＜臭い＞,①あれ？ガスくさいよ！,,,,,,,,
くさい,Nくさい　＜様子＞,①インチキくさい商品だなあ。,,,,,,,,
くさい,くさい＜強め＞,①あんた、いつまでそんな古くさいこと言っているつもり？,,,,,,,,
くせ,Nのくせに　Naなくせに　A／V　くせに　～くせに,①彼は、自分ではできないくせに、いつも人のやり方にもんくを言う。,,,,,,,,
くせ,～くせして,①彼は、自分ではできないくせして、いつも人のやり方についてああだこうだと言う。,,,,,,,,
くせ,そのくせ,①彼女はもんくばかり言う。そのくせ自分ではなにもしない。,,,,,,,,
くらい,「ぐらい」と言うことも多い。よく似た表現に「ほど」があるが、「くらい」のほうが話しことば的である。数量詞＋くらい　＜概数＞,①この道を5分くらい行くと、大きな川があります。,,,,,,,,
くらい,N（とおなじ）くらい,①A：物価は日本と比べてどうですか。B：あまり変わりませんよ。日本と同じくらいです。,,,,,,,,
くらい,N（とおなじ）くらいのN,①このボールは、ちょうどリンゴくらいの大きさだ。,,,,,,,,
くらい,Vくらいなら,①あいつに助けてもらうくらいなら、死んだほうがましだ。,,,,,,,,
くらい,～くらい,①その話を聞いて、息が止まりそうになるぐらい驚いた。,,,,,,,,
くらい,～くらいだ,①君が困ることはないだろう。困るのは僕のほうだ。もう、泣きたいぐらいだよ。,,,,,,,,
くらい,～くらいだから,①あの人は、会社をみっつも持ってるぐらいだから、金持ちなんだろう。,,,,,,,,
くらい,～くらいの～しか～ない,①燃料が少なくなっているので、あ10キロくらい（の距離）しか走れない。,,,,,,,,
くらい,～くらい＜軽視＞,①そんなことくらい子供でもわかる。,,,,,,,,
