Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
そして,そして＜継起＞,①観客は一人帰り、二人帰り、そして最後にはだれもいなくなってしまった。,,,,,,,,
その～その,そのNそのN,①その日その日を無事に過ごせれば出世なんかしなくてもいいんです。,,,,,,,,
そのうえ,,①あそこのレストランは高くて、そのうえまずい。,,,,,,,,
そのうち,,①木村さんはそのうち来ると思います。,,,,,,,,
そのくせ,,①彼は味にうるさく、文句が多い。そのくせ自分ではまったく料理ができない。,,,,,,,,
そのもの,Nそのもの,①機械そのものには問題はないが、ソフトに問題があるようだ。,,,,,,,,
そのもの,Nそのものだ,①その合唱団は天使の歌声そのものだ。,,,,,,,,
そばから,Vそばから,①子供達は作るそばから食べてしまうので、作っても作ってもおいつかない。,,,,,,,,
そもそも,そもそものN,①父が殊に手を出したことが、わが家の苦労のそもそもの始まりだった。,,,,,,,,
そもそも,そもそも～というのは,①そもそも人の気持ちというのは他人にコントロールできるものではないのだから、人を思い通りにしようとしても無駄だ。,,,,,,,,
そもそも,そもそも,①そもそもおまえが悪いんだよ。友達に自分の仕事をおしつけるなんて。,,,,,,,,
それが,,①10時に会う約束だった。それが1時になっても現れないんだ。,,,,,,,,
それから,それから,①まず玉子の黄身だけよくかき混ぜて下さい。それからサラダ油と用意しておいた調味料を加え、混ぜ合わせます。,,,,,,,,
それから,NそれからN,①夏休みにタイ、マレーシアそれからインドネシアの3カ国を回ってきた。,,,,,,,,
それこそ,,①野球部は練習がきびしくて、君ではそれこそ三日ともたないよ。,,,,,,,,
それだけ,,①1年間努力して合格したのでそれだけ喜びも大きい。,,,,,,,,
それで,,①きのうの晩熱が出て、それで今日は学校を休んだ。,,,,,,,,
それでこそ,,①彼は部下の失敗の責任をとって、社長の座を降りた。それでこそ真のリーダーと言える。,,,,,,,,
それでは,「では」の前に指示語の「それ」がついたもの。ほとんどの場合「ては」で言いかえられるが、4の＜否定的結果＞の用法だけは異なり、必ず「それでは」の形で用いられる。やや改まった言い方で、くだけた話しことばでは「それじゃ（あ）」「じゃ（あ）」が用いられる。それでは＜推論＞,①A：私は1974年の卒業です。B：それでは、私は2年後輩になります。,,,,,,,,
それでは,それでは＜感度表明＞,①A：その人にはあった事がないんです。B：それでは紹介してあげますよ。,,,,,,,,
