Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
しか,Nでしかない,N3,①どんなに社会的な地位のある人でも死ぬときはひとりの人間でしかない。,,,,,,,,
しか,V－るしかない,N3,①高すぎて買えないから、借りるしかないでしょう。,,,,,,,,
しか,～としか～ない,N2,①今はただ悪かったとしか言えない。,,,,,,,,
しかし,,N4,①手紙を出した。しかし返事は来なかった。,,,,,,,,
しかしながら,,N1,①彼の計画は思いつきとしてはすばらしいと思います。しかしながら、実現は不可能です。,,,,,,,,
しかたがない,しかたがない,N4,①電話の通じない所で、しかたがないから電報を打った。,,,,,,,,
しかも,でしかも　A－くてしかも,N3,①いいアパートを見つけた。部屋が広くて、南向きでしかも駅から歩いて5分だ。,,,,,,,,
しだい,Nしだいだ,N3,①するかしないかは、あなたしだいだ。,,,,,,,,
しだい,R－しだい,N2,①落し物が見つかりしだい、お知らせします。,,,,,,,,
しだい,V－る／V－た　しだいだ,N2,①とりあえずお知らせした次第です。,,,,,,,,
しだい,こととしだいによって,N1,①ことと次第によって、計画を大幅に変更しなければならなくなるかもれない。,,,,,,,,
したがって,,N2,①このあたりは非常に交通の便がよい。したがって地価が高い。,,,,,,,,
じつは,じつは,N4,①今まで黙っていたけれど、実は先月、会社を首になったんだ。,,,,,,,,
じつは,じつをいうと,N3,①A：なんだか、元気がないな。B：うん、実を言うと金がないんだ。もう少ししたら入るはずなんだけど。,,,,,,,,
じつは,じつのところ,N3,①A：山口さん、また仕事中に寝てましたよ。B：実のところ、僕も彼には囲っているんだ、無断欠勤も多いし。,,,,,,,,
しはする,R－はする,N2,①坂田さんはアルバイトに遅れはするが、ぜったいに休まない。,,,,,,,,
しまつだ,V－るしまつだ,N1,①彼女は夫の欠点を延々と並べ上げ、あげくの果てには離婚すると言って泣き出す始末だった。,,,,,,,,
じゃあ,「では2」のくだけた言い方。長く引き伸ばして「じゃあ」と言うこともある。じゃ（あ）＜推論＞,N5,①A：風邪をひいて熱があるんですよ。B：じゃあ、試合に出るのは無理ですね。,,,,,,,,
じゃあ,じゃ（あ）＜態度表明＞,N5,①A：先生、終わりました。B：じゃあ、帰ってもいい。,,,,,,,,
じゃあ,じゃ（あ）＜転換＞,N5,①じゃ、次の議題に入りましょう。,,,,,,,,
