Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
いうまでもない,なのはいうまでもない　A／V　のはいうまでもない1,①全然学校に来なかった彼が卒業できなかったのは言うまでもない。,,,,,,,,
いうまでもない,いうまでもないことだが,①言うまでもないことだが、ツアー旅行で勝手な行動をとって何か問題が起こっても、それはその人自身の責任だ。,,,,,,,,
いうまでもない,いうまでもなく,①言うまでもなく、私たちをとりまく環境はどんどん汚染されてきている。,,,,,,,,
いか,数量詞＋いか,①なるべく4人以下でグループを作ってください。,,,,,,,,
いか,Nいか,①中学生以下は入場無料です。,,,,,,,,
いか,Nいかだ,①おまえはゴキブリ以下だ。,,,,,,,,
いか,Nいか＋数量詞,①わが社では、社長以下約00人が全員一丸となって働いています。,,,,,,,,
いか,いか,①以下同文。,,,,,,,,
いがい,～いがい　Nいがい　V－る／V－た　いがい,①来週のパーティーには、山田さん以外みんな行くそうです。,,,,,,,,
いがい,～いがいに～ない　Nいがいに～ない　V－る／V－た　いがいに～ない,①彼女以外にこの仕事を任せられる人はいない。,,,,,,,,
いかなる,「いかなる」の後には必ず名詞が来る。かたい書きことばに用いられる。話しことばでは「どんな」となることが多い。いかなるN（＋助詞）も,①彼はいかなる困難にも負けないほど強い精神力の持ち主だった。,,,,,,,,
いかなる,いかなるNでも,①絵画というのは、いかなる作品でもそこに作者独自の視点が反映されているものだ。,,,,,,,,
いかなる,いかなる～とも　いかなるNであろうとも　いかなるN＋助詞＋V－ようとも,①いかなる状況になろうとも、断固として戦い抜く決意だ。,,,,,,,,
いかに,書きことばで用いられる。話しことばでは「どんなに」となることが多い。いかに～か,①この町がいかに暮らしやすいかは、住んでいる人の表情からもうかがわれる。,,,,,,,,
いかに,でも　いかにA－くても　いかにV－ても,①いかに工夫をこらしても、家族は私の料理には何の関心も示さない。,,,,,,,,
いかに,いかに～といっても,①いかに彼が有能だと言っても、こんな難題を一人で処理することは不可能だろう。,,,,,,,,
いかに,いかに～とはいえ,①いかに家賃が高いとはいえ、こんなに環境がいいのなら納得できるのではないか。,,,,,,,,
いかに,いかに～ようと（も）　いかに修飾句＋Nであろうと（も）　いかにNaであろうと（も）　いかにA－かろうと（も）　いかにV－ようと（も）,①いかに便利な機械であろうと、それを使うことによって手で作る喜びが失われてしまうのだとしたら、使う意味はない。,,,,,,,,
いかにも,いかにもNらしい,①今日はいかにも秋らしい天気だ。,,,,,,,,
いかにも,いかにも～そうだ　いかにもNaそうだ　いかにもA－そうだ,①そのサンマはとれたてで、いかにもおいしそうだった。,,,,,,,,
