Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
あいだ,Nのあいだ＜空間＞,N5,①ステレオと本棚の間にテレビを置いた。,田中さんの机と鈴木さんの机の間にパソコンを置きます。,田中さんの机と,鈴木さんの,机の,間に,パソコンを,置きます。,"Cấu trúc chỉ không gian 「N1 と N2 のあいだ」 (ở giữa N1 và N2). Ở đây N1 là 「田中さんの机」 và N2 là 「鈴木さんの机」. Theo thứ tự ngữ pháp tự nhiên, danh từ sở hữu 「鈴木さんの」 bổ nghĩa cho danh từ chỉ vật 「机」, kết hợp với trợ từ 「の」 và danh từ không gian 「間に」 để xác định vị trí. Danh từ chỉ vật 「パソコン」 đi với trợ từ chỉ tân ngữ 「を」 bổ nghĩa cho hành động 「置きます」 ở cuối câu."
あいだ,Nのあいだ＜関係＞,N4,①最近二人の間はうまくいっていないようだ。,弊社とA社の間では今回の契約について何の問題もありません。,弊社と,A社の,間では,今回の契約について,何の問題も,ありません。,Cấu trúc 「N1 と N2 のあいだ」 dùng để biểu thị mối quan hệ giữa hai bên trong môi trường kinh doanh (ở đây là giữa 「弊社」 - công ty chúng tôi và 「A社」 - công ty đối tác). Danh từ sở hữu 「A社の」 kết hợp trực tiếp với cụm từ chỉ mối quan hệ 「間では」. Tiếp theo là trạng ngữ chỉ chủ đề nội dung 「今回の契約について」 (về hợp đồng lần này) và bổ ngữ phủ định 「何の問題も」 đi kèm động từ phủ định dạng trang trọng 「ありません」 ở đuôi câu.
あいだ,あいだ　Nのあいだ　A－いあいだ　V－ている／V－る　あいだ,N4,①彼は会議の間ずっといねむりをしていた。,先輩が出張している間、私がメールの返信をします。,先輩が,出張して,いる,間、,私がメールの,返信をします。,Cấu trúc 「V-ている間」 biểu thị một hành động hoặc trạng thái diễn ra liên tục trong suốt khoảng thời gian một hành động khác đang tiếp diễn. Cụm động từ thể tiếp diễn 「出張している」 bổ nghĩa trực tiếp cho danh từ thời gian 「間」. Mệnh đề phía sau bắt đầu bằng chủ ngữ 「私がメールの」 kết hợp tự nhiên với danh từ hành động làm vị ngữ ở đuôi câu 「返信をします」 để chỉ việc xử lý công việc thay thế.
あいだ,あいだに　Nのあいだに　Naなあいだに　A－いあいだに〕V－ている／V－る　あいだに,N4,①留守の間にどろぼうが入った。,社長が席を外している間に、この書類を読んでください。,社長が,席を,外して,いる間に、,この書類を,読んでください。,"Cấu trúc 「V-ている間に」 biểu thị một hành động mang tính thời điểm xảy ra trong suốt khoảng thời gian một trạng thái khác đang diễn ra. Cụm động từ bối cảnh 「席を外している」 (đang rời khỏi chỗ) bổ nghĩa trực tiếp cho cụm từ chỉ thời gian 「間に」. Sau đó, tân ngữ 「この書類を」 kết hợp liền mạch với động từ thể sai khiến lịch sự 「読んでください」 ở đuôi câu nhằm đưa ra lời nhờ vả đồng nghiệp."
あえて,あえて,N1,①私はあえてみなさんに規則の見直しを提案したいと思います。,経営陣の方針には反しますが、私はあえてこの新規事業の継続を主張いたします。,経営陣の方針には,反しますが、,私はあえて,この新規事業の,継続を,主張いたします。,"Phó từ 「あえて」 thể hiện ý chí dám làm một điều khó khăn, mạo hiểm hoặc dễ bị phản đối. Vế đầu 「経営陣の方針には反しますが」 đóng vai trò đưa ra bối cảnh trái ngược đầy thử thách. Chủ ngữ đi kèm phó từ 「私はあえて」 nhấn mạnh quyết tâm cá nhân, đi liền với cụm tân ngữ mục tiêu 「この新規事業の継続を」 và kết thúc bằng động từ khiêm nhường ngữ trang trọng 「主張いたします」."
あえて,あえてV－ば,N1,①反対されるのを承知であえて言えば、こんな計画は百害あって一利なしだ。,リスクがあることを承知であえて言えば、今回の投資は見送るべきだと考えます。,リスクがあることを,承知で,あえて言えば、,今回の投資は,見送るべきだと,考えます。,"Cấu trúc 「あえて言えば」 được dùng khi người nói muốn đưa ra một ý kiến thẳng thắn, có tính chất cảnh báo hoặc mạo hiểm trong phòng họp. Cụm tiền đề 「リスクがあることを承知で」 (biết rõ có rủi ro) làm lý do tạo đà cho lời nói. Tiếp theo, 「あえて言えば」 đóng vai trò dẫn dắt nội dung chính 「今回の投資は見送るべきだと」 (nên hoãn khoản đầu tư lần này) bổ nghĩa cho động từ nhận định 「考えます」 ở cuối câu."
あえて,あえて～ない,N1,①そのやり方にあえて反対はしないが、不満は残っている。,部長のご意見にあえて反論はいたしませんが、他の方策も検討すべきです。,部長のご意見に,あえて,反論は,いたしませんが、,他の方策も,検討すべきです。,Cấu trúc 「あえて～ない」 thể hiện dụng ý không cố làm một việc gì đó vì thấy không cần thiết hoặc để giữ hòa khí công sở. Phó từ 「あえて」 đứng trước cụm danh từ kết hợp phủ định 「反論はいたしませんが」 (không phản luận). Vế sau 「他の方策も」 (phương án khác nữa) kết hợp với cấu trúc diễn tả nghĩa bổn phận 「検討すべきです」 để đề xuất một giải pháp mang tính xây dựng.
あがる,R－あがる＜上方向＞,N4,①彼は立ち上がってあたりを見回した。,お客様がお見えになったとき、全員が席から立ち上がって挨拶しました。,お客様が,お見えになった,とき、,全員が,席から立ち,上がって挨拶しました。,"Động từ phức kết hợp 「R-あがる」 ở đây mang ý nghĩa chuyển động hướng lên trên (thể liên dụng của 立つ là 立ち kết hợp với 上がる thành 立ち上がる - đứng dậy). Bối cảnh câu bắt đầu bằng mệnh đề thời gian 「お客様がお見えになったとき」. Theo sau là chủ ngữ 「全員が」, và hành động cụ thể 「席から立ち」 kết hợp liền mạch với phần đuôi cấu trúc liên kết 「上がって挨拶しました」."
あがる,R－あがる＜極端な程度＞,N2,①長い間雨が降らないので、湖も干上がってしまった。,度重なる赤字で、ついに会社の運転資金が干上がってしまいました。,度重なる赤字で、,ついに,会社の,運転資金が,干上がって,しまいました。,"Hậu tố động từ 「R-あがる」 biểu thị một trạng thái đạt đến một mức độ cực đoan, dữ dội hoặc cạn kiệt hoàn toàn (ở đây là 「干上がる」 - khô cạn hoàn toàn). Nguyên nhân 「度重なる赤字で」 dẫn đến hệ quả. Cụm chủ ngữ 「会社の運転資金が」 đi kèm với phó từ nhấn mạnh 「ついに」, kết hợp với động từ mang tính triệt để 「干上がって」 và đuôi câu chỉ kết cục đáng tiếc 「しまいました」."
あがる,R－あがる＜完成＞,N3,①パンがおいしそうに焼きあがった。,来週の会議で使用するプレゼン資料が、ようやく書き上がりました。,来週の会議で,使用する,プレゼン資料が、,ようやく,書き,上がりました。,"Cấu trúc 「R-あがる」 dùng để diễn tả một hành động hoặc quá trình đã hoàn thành, kết thúc một cách trọn vẹn sau nhiều công sức (ở đây là 「書き上がる」 - viết xong xuôi). Mệnh đề định ngữ 「来週の会議で使用する」 bổ nghĩa cho chủ ngữ 「プレゼン資料が」. Trạng từ chỉ kết quả sau sự chờ đợi 「ようやく」 đứng trước động từ thể liên dụng 「書き」 để kết hợp với hậu tố hoàn thành 「上がりました」 ở đuôi câu."
