Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ほう,～ほう＜方向＞　Nのほう　Vほう,N4,①京都の北のほうは冬には雪がずいぶん積もる。,弊社の営業部のほうへ資料をご送付いただけますでしょうか。,弊社の,営業部の,ほうへ,資料をご送付,いただけます,でしょうか。,Cụm từ '弊社の営業部' (bộ phận kinh doanh của chúng tôi) kết hợp với 'のほうへ' để định hướng nơi tiếp nhận tài liệu một cách lịch sự. '資料をご送付' là dạng tôn kính ngữ đi liền với đuôi hỏi nhờ vả trang trọng 'いただけますでしょうか' để tạo thành câu yêu cầu khách hàng gửi tài liệu.
ほう,～ほう＜一方＞　Nのほう　Naなほう　A／V　ほう,N4,①A：どちらになさいますか。B：じゃ、大きいほうをください。,予算が限られているので、費用の安いほうを選びましょう。,予算が限られているので、,費用の,安い,ほうを,選び,ましょう。,Mệnh đề '予算が限られているので' đưa ra lý do ngân sách có hạn. Tính từ '安い' đi liền bổ nghĩa cho 'ほう' để chỉ phương án rẻ hơn trong các lựa chọn kinh doanh. Cụm này làm tân ngữ cho động từ '選びましょう' (hãy chọn) thể hiện sự bàn bạc đưa ra quyết định.
ほう,～ほうが～より（も）,N5,①飛行機のほうが新幹線より速い。,このパソコンのほうがあちらのパソコンより便利です。,このパソコンの,ほうが,あちらのパソコン,より,便利です。,,"Cấu trúc so sánh hơn ở trình độ N5 'AのほうがBより'. Trong môi trường văn phòng, 'このパソコンのほうが' (máy tính này) đóng vai trò là chủ thể mang đặc tính vượt trội hơn so với đối tượng so sánh là 'あちらのパソコンより' (hơn máy tính kia) và kết thúc bằng tính từ '便利です'."
ほう,どちらのほう,N5,①A：田中さんと井上さんとでは、どちらのほうが背が高いですか。B：田中さんの方が背が高いです。,A会議室とB会議室では、どちらのほうが広いですか。,A会議室とB会議室では、,どちらの,ほうが,広い,です,か。,"Cấu trúc 'AとBでは' đưa ra phạm vi so sánh giữa hai phòng họp. 'どちらのほうが' là từ để hỏi mang tính chọn lựa phương án nào hơn, kết hợp với tính từ '広い' và đuôi câu hỏi 'ですか' để hỏi ý kiến đồng nghiệp về phòng họp phù hợp hơn."
ほう,V－ほうがいい＜忠告＞,N4,①僕が話すより、君が直接話す方がいいと思う。,取引先からのメールには、早く返信したほうがいいです。,取引先からのメールには、,早く,返信した,ほうが,いい,です。,Mẫu câu đưa ra lời khuyên hoặc chỉ dẫn công việc 'V-たほうがいい'. Động từ '返信した' chia ở thể quá khứ (thể Ta) đi kèm với 'ほうがいいです' tạo thành một lời nhắc nhở đồng nghiệp nên phản hồi sớm các email đến từ đối tác khách hàng ('取引先').
ほう,～ほうかましだ＜選択＞　Nのほうがましだ　Naなほうがましだ　A一いほうがましだ　Vほうがましだ,N2,①A：テストとレポートとどっちがいい？B：レポートの方がましかな。,契約を打ち切られるよりは、少し値下げをするほうがましだ。,契約を打ち切られるよりは、,少し,値下げを,するほうが,まし,だ。,"Ngữ pháp '～ほうがましだ' diễn tả việc chấp nhận một phương án tuy không tốt nhưng vẫn đỡ hơn kết cục tồi tệ khác. Trong bối cảnh kinh doanh, so với việc bị hủy hợp đồng ('契約を打ち切られるよりは'), hành động giảm giá chút ít ('少し値下げをする') là lựa chọn ít thiệt hại hơn."
ほう,～ほうがよかった＜後悔＞　Nのほうがよかった　Naなほうがよかった　A／V　ほうがよかった,N3,①人に頼まないで自分でやった方がよかった。,プロジェクトのスケジュールについて、もっと早く上司に確認したほうがよかった。,プロジェクトのスケジュールについて、,もっと,早く上司に,確認した,ほうが,よかった。,Mẫu câu thể hiện sự hối hận hoặc tiếc nuối 'V-たほうがよかった' (đáng nhẽ nên làm gì). Trạng từ 'もっと早く' hỗ trợ cho động từ thể quá khứ '確認した' đi với cụm 'ほうがよかった' để diễn tả sự hối tiếc vì đã không chủ động xác nhận tiến độ dự án với cấp trên sớm hơn.
ほうだい,R－（たい）ほうだい,N2,①近所の子供たちは、後片付けもせずに、家の中を散らかし放題に散らかして帰っていった。,彼は仕事もせずに、文句を言いたい放題に言っている。,彼は仕事もせずに、,文句を,言いたい,放題に,言っ,ている。,"Cấu trúc 'V-たい放題' biểu thị một hành động tiêu cực được thực hiện thỏa thích mà không kiêng nể ai. Động từ '言う' chuyển sang dạng muốn '言いたい' kết hợp với '放題に' để bổ nghĩa cho hành động '言っている', phê phán một nhân viên chỉ lo phàn nàn vô tội vạ thay vì làm việc."
ほうだい,R－ほうだい,N3,①バイキング料理というのは、同じ料金で食べほうだいの料理のことだ。,この新しいプランなら、月額固定でインターネットが使い放題になります。,この新しいプランなら、月額固定で,インターネットが,使い,放題に,なり,ます。,"Ngữ pháp 'R-ほうだい' (Động từ thể Masu bỏ masu + 放題) chỉ trạng thái làm việc gì đó không giới hạn. Động từ '使う' chuyển thành danh từ '使い' ghép với '放題' tạo thành cụm từ '使い放題' (dùng thoải mái), kết hợp với đuôi 'になります' để giới thiệu tính năng dịch vụ mạng công ty."
ほか,～ほか　Nのほか］　Naなほか　A／V　ほか,N3,①今日のパーティーには、学生のほかに先生方もお呼びしてある。,明日の会議では、プレゼン資料のほかに契約書も用意してください。,明日の会議では、,プレゼン資料の,ほかに,契約書も,用意して,ください。,"Cấu trúc 'Nのほかに' dùng để bổ sung đối tượng (ngoài N ra còn có...). Danh từ 'プレゼン資料' đi với 'のほかに' chỉ việc ngoài tài liệu thuyết trình, nhân viên cần chuẩn bị thêm đối tượng bổ sung là '契約書も' (cả hợp đồng), kết hợp với động từ sai khiến lịch sự '用意してください'."
ほか,Nほか,N2,①田中他三名が出席します。,山田部長他3名が、来週クライアントのオフィスを訪問いたします。'N他（ほか/た）' là cách diễn đạt bằng văn bản trang trọng trong kinh doanh nhằm chỉ một người đại diện và những người đi cùng. '山田部長他3名が' đóng vai trò chủ ngữ thực hiện hành động khiêm nhường ngữ '訪問いたします' hướng tới đối tác kinh doanh ('クライアントのオフィスを').。,山田部長他,3名が、,来週クライアントの,オフィスを訪問,いたします。,'N他（ほか/た）' là cách diễn đạt bằng văn bản trang trọng trong kinh doanh nhằm chỉ một người đại diện và những người đi cùng. '山田部長他3名が' đóng vai trò chủ ngữ thực hiện hành động khiêm nhường ngữ '訪問いたします' hướng tới đối tác kinh doanh ('クライアントのオフィスを').。,Cấu trúc ngữ pháp cơ bản. Câu được chia thành các phần tương ứng để kiểm tra khả năng sắp xếp trật tự từ ngữ pháp trong tiếng Nhật một cách chính xác nhất.
ほか,ほかに（は）,N4,①A：留守番ありがとう。何か変わったことはありませんでしたか。B：まちがい電話が一本かかってきただけで、ほかには何も変わったことはありませんでした。,今回のプロジェクトについて、ほかに質問はございませんか。,今回のプロジェクトについて、,ほかに,質問は,ござい,ません,か。,"Từ 'ほかに' (ngoài ra/khác) dùng để tìm kiếm xem còn thông tin nào sót lại không. Trong văn cảnh họp hành với đối tác, cụm 'ほかに質問は' kết hợp với thể phủ định lịch sự của kính ngữ 'ございませんか' tạo thành câu hỏi lịch sự xem khách hàng còn thắc mắc nào khác không."
ほか,ほかのN,N5,①石田さんに頼もうと思ったが、忙しそうなので、他の人に頼んだ。,この部屋は使われているので、ほかの会議室を使いましょう。,この部屋は使われているので、,ほかの,会議室を,使い,ましょ,う。,Tính từ định từ 'ほかの' đứng trước bổ nghĩa cho danh từ '会議室' tạo thành cụm danh từ 'ほかの会議室' (phòng họp khác). Cụm này làm tân ngữ chịu tác động của hành động rủ rê '使いましょう' (chúng ta hãy dùng) khi phòng họp hiện tại đã bị người khác sử dụng.
