Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
お～になる,おRーになる　ごNになる,N3,①村田さんはもうお帰りになりました。,鈴木部長は、先ほど取引先の高橋様からいただいたメールをすでにお読みになりました。,鈴木部長は、先ほど取引先の高橋様から,いただいたメールを,すでに,お読みに,なりました。,,"Để tạo câu kính ngữ dạng ""お~になる"" với động từ 読む (nhóm 1) trong bối cảnh công sở, ta chuyển 読む thành dạng liên dụng (Thể ます bỏ ます) là 読み. Cấu trúc hoàn chỉnh là ""お読みになる"". ""いただいたメールを"" là cụm bổ ngữ chỉ tân ngữ, ""すでに"" là phó từ bổ nghĩa cho hành động đã hoàn thành, đi trước ""お読みになりました""."
お～ねがう,おR－ねがう　ごNねがう,N3,①明日うかがいたいと、山田さんにお伝え願えますか。,本日の会議の資料ですが、こちらの内容でご確認願えますでしょうか。,本日の会議の資料ですが、こちらの内容で,ご確,認,願えます,でしょうか。,, "ごNねがう" là hình thức khiêm nhường ngữ/lịch sự để nhờ vả đối phương. Với danh động từ "確認" (N), ta thêm "ご" thành "ご確認". Tiếp theo là "願えます" (thể khả năng của 願う) kết hợp với đuôi nghi vấn lịch sự "でしょうか" để tạo thành mẫu câu nhờ vả trang trọng trong kinh doanh: "ご確認願えますでしょうか" (Xin vui lòng xác nhận giúp tôi).
おいそれと（は）～ない,おいそれと（は）V－れない,N1,①子供を産んだばかりの母ネコにはおいそれとは近づけない。,弊社の機密情報に関わるプロジェクトのため、外部の人間にはおいそれとは開示できない。,弊社の機密情報に関わるプロジェクトのため、,外部の,人間には,おいそれとは,開示でき,ない。,Vì đây là dự án liên quan đến thông tin bảo mật của công ty, nên đối với người ngoài thì không thể dễ dàng/tuỳ tiện tiết lộ. Cụm 「外部の人間には」 làm đối tượng, đi kèm cấu trúc 「おいそれとは～ない」 mang nghĩa "không thể dễ dàng làm gì".
おきに,数量詞＋おきに,N3,①映画館に入ると、座席は一つおきにしかあいていなかったので、友達とは離れて座ることになった。,この広いオフィスには、3列おきに高性能な空気清浄機が設置されている。,この広いオフィスには、,3列,おきに,高性能な,空気清浄機が設置されている。,, "3列おきに" nghĩa là cứ cách 3 dãy (hàng ghế). Thứ tự tự nhiên là trạng ngữ chỉ không gian "この広いオフィスには" -> danh từ chỉ số lượng + おきに "3列おきに" -> cụm chủ vị bổ nghĩa cho đối tượng "高性能な空気清浄機が設置されている".
おきに,数量詞＋おきに,N3,①映画館に入ると、座席は一つおきにしかあいていなかったので、友達とは離れて座ることになった。,新工場のラインでは、2台おきに自動検査カメラが配置され、製品をチェックしている。,新工場のラインでは、,2台,おきに,自動検査カメラが,配置され、,製品をチェックしている。,Trạng ngữ chỉ địa điểm 「新工場のラインでは」 đứng đầu. Danh từ chỉ số lượng 「2台」 kết hợp cấu trúc 「おきに」 (cứ cách mỗi...). Tiếp theo là chủ ngữ 「自動検査カメラが」 đi với động từ bị động 「配置され」 (được bố trí), và vế sau diễn tả mục đích 「製品をチェックしている」.
おいて,,N2,①この研究分野の第1人者ということなら、加藤先生をおいてほかはないでしょう。,担当者の話によれば、今回のシステム障害の原因はおそらくサーバーの過負荷だろう。,担当者の話によれば、今回のシステム障害の原因は,おそらく,サーバーの,過負荷,だろう。,, "おそらく" (có lẽ/có thể) là phó từ thường đi kèm với các từ phỏng đoán như "だろう" ở cuối câu. "サーバーの" (của server) bổ nghĩa cho danh từ "過負荷" (quá tải). Thứ tự đúng là đặt "おそらく" trước thành phần được phỏng đoán "サーバーの過負荷" và kết thúc bằng "だろう".
おそれがある,Nのおそれがある V－るおそれがある,N2,①今夜から明日にかけて津波の恐れがあるので、厳重に注意してください。,新規プロジェクトの始動がこれ以上遅れると、今期の目標を達成できないおそれがある。,新規プロジェクトの始動がこれ以上遅れると、,今期の,目標を,達成できない,おそれが,ある。,Mệnh đề điều kiện 「新規プロジェクトの始動がこれ以上遅れると」 đứng đầu. Danh từ 「今期の」 bổ nghĩa cho tân ngữ 「目標を」. Động từ thể khả năng phủ định 「達成できない」 kết hợp với cấu trúc 「おそれがある」 (e rằng/có nguy cơ) để đưa ra dự báo tiêu cực trong công việc.
おかげで,な／だった　おかげで　Aおかげで　V－たおかげで,N4,①あなたのおかげで助かりました。,今回の契約書の書式は、前回弊社が提出したものと同じです。,今回の契約書の書式は、,前回,弊社が,提出したものと,同じです。,, "～と同じです" thể hiện sự giống nhau. "提出したもの" (cái đã nộp) đi với trợ từ "と" để làm mốc so sánh. Cụm "前回弊社が" đóng vai trò định ngữ bổ nghĩa cho "提出したもの". Do đó thứ tự là: chủ ngữ -> cụm định ngữ -> từ so sánh + 同じです.
おなじ,おなじV－る なら／のだったら,N3,①同じ買うなら、少々高くても長持ちするものの方がいい。,同じ新しいシステムを導入するのだったら、社内全体の業務効率化につながるものにしたい。,同じ,新しいシステムを,導入する,のだったら、,社内全体の業務効率化に,つながるものにしたい。,Cấu trúc 「同じ～のだったら」 (đằng nào cũng...). Từ 「同じ」 đi cùng động từ 「導入する」 (đưa vào/áp dụng). Vế sau diễn đạt mong muốn 「社内全体の業務効率化につながる」 (dẫn đến tối ưu hoá nghiệp vụ toàn công ty) đi kèm 「ものにしたい」 (muốn biến thành thứ...).
覚えはない,V-た覚えはない,N3,①そんなことを言った覚えはない。,先週の定例会議で、私がそのような不適切な発言をした覚えはございません。,先週の定例会議で、私が,そのような,不適切な,発言をした,覚えはございません。,, "V-た覚えはない" nghĩa là "không nhớ là đã làm việc gì". Động từ thể quá khứ "発言をした" bổ nghĩa cho "覚えはございません" (kính ngữ của ない). Tính từ "不適切な" bổ nghĩa cho "発言", và "そのような" bổ nghĩa cho cả cụm "不適切な発言".
