Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ないものか,V－ないもの（だろう）か　V－れないもの（だろう）か,N2,①この混雑は何とかならないものか。,この新規プロジェクトのコストを何とか削減できないものだろうか。,この新規プロジェクトの,コストを,何とか,削減,できない,ものだろうか。,Cụm 'コストを' đóng vai trò tân ngữ cho hành động '削減'. Phó từ '何とか' đứng trước động từ thể khả năng phủ định 'できない' nhằm thể hiện mong muốn tìm cách giải quyết khó khăn. Thành phần 'できない' kết hợp trực tiếp với đuôi câu 'ものだろうか' để tạo nên cấu trúc thể hiện nguyện vọng tha thiết trong công việc.
なお,なお＜程度＞,N3,①あなたが来てくれれば、なお都合がよい。,来週の会議に社長が出席していただければなお都合が良いです。,来週の会議に,社長が,出席して,いただければ,なお,都合が良いです。,'社長が' làm chủ ngữ cho hành động '出席して'. Vế giả định '出席していただければ' mang sắc thái kính ngữ thể hiện mong muốn nhận được sự tham gia của cấp trên. Phó từ 'なお' bổ nghĩa cho tính từ '都合が良い' ở phía sau để nhấn mạnh mức độ thuận tiện tăng lên.
なお,なお＜但し書き＞,N2,①入学希望者は期日までに、入学金を納入してください。なお、いったん納入された入学金は、いかなる場合にもお返しできませんので、ご了承ください。,報告書は金曜日までに提出してください。なお提出が遅れた場合は受け付けられません。,報告書は金曜日までに提出してください。,なお,提出が,遅れた,場合は,受け付けられません。,Liên từ 'なお' đứng ở đầu câu sau để mở đầu cho một điều khoản bổ sung hoặc lưu ý quan trọng. Cụm '提出が' đóng vai trò chủ ngữ bổ nghĩa cho động từ '遅れた' để cấu thành mệnh đề định ngữ bổ nghĩa cho danh từ '場合'. Từ '場合は' đưa ra giả định điều kiện kết hợp với vị ngữ phủ định ở đuôi câu.
なおす,R－なおす＜意志的＞,N3,①出版の際に、論文の一部を書き直した。,先輩に指摘されたので、企画書をもう一度書き直しました。,先輩に指摘されたので、,企画書を,もう,一度,書き,直しました。,'企画書を' làm tân ngữ trực tiếp chịu tác động của hành động. Cụm 'もう一度' là phó từ chỉ tần suất bổ nghĩa cho động từ ghép phía sau. Động từ '書く' chia sang thể liên dụng thành '書き' để kết hợp với trợ động từ chỉ hành động lại '直しました' tạo thành một động từ phức hoàn chỉnh.
なおす,R－なおす＜無意志的＞,N2,①今年になって、景気が持ち直した。,弊社の業績は、第二四半期に入ってようやく持ち直しました。,弊社の業績は、,第二四半期に,入って,ようやく,持ち,直しました。,'第二四半期に' kết hợp với động từ '入って' tạo thành cụm trạng ngữ chỉ thời gian. Phó từ 'ようやく' diễn tả trạng thái đạt được kết quả tốt sau một thời gian khó khăn. Động từ '持つ' ở dạng liên dụng '持ち' ghép với tự động từ '直しました' tạo nên từ phức mang nghĩa phục hồi trạng thái một cách tự nhiên (vô ý chí).
なか,Nのなか,N5,①部屋の中にはだれがいるの。,会議室のなかには誰がいますか。,,会議室の,なか,には,誰が,いますか。,"'会議室の' bổ nghĩa cho danh từ vị trí 'なか'. Trợ từ 'には' chỉ địa điểm tồn tại và đóng vai trò nhấn mạnh chủ đề câu hỏi. Đại từ nghi vấn '誰が' đóng vai trò chủ ngữ thực hiện trạng thái tồn tại, kết hợp trực tiếp với động từ tồn tại dành cho người 'いますか' ở cuối."
なか,Nのなかで,N4,①3人兄弟の中では、次男が一番優秀だ。,提案された選択肢のなかでA案が最も効率的です。,提案された,選択肢の,なかで,A案が,最も,効率的です。,'選択肢の' đi liền với cấu trúc 'なかで' nhằm xác định phạm vi so sánh hoặc lựa chọn trong công việc. Danh từ 'A案が' đóng vai trò chủ ngữ được đưa ra đánh giá. Phó từ '最も' chỉ mức độ cao nhất bổ nghĩa trực tiếp cho tính từ đuôi na '効率的です' làm vị ngữ cuối câu.
なか,～なかを　Nのなかを　A－いなかを　V－るなかを,N3,①激しい雨の中をさまよった。,担当者は激しい雨のなかを顧客のオフィスへ向かいました。,担当者は,激しい,雨の,なかを,顧客の,オフィスへ向かいました。,Tính từ '激しい' bổ nghĩa cho danh từ '雨'. Cụm '雨のなかを' biểu thị không gian/hoàn cảnh diễn ra hành động di chuyển xuyên qua. Cụm từ chỉ sở hữu '顧客の' bổ nghĩa cho danh từ điểm đến 'オフィス' trước trợ từ hướng dịch chuyển và động từ hành động ở đuôi câu.
ながす,R－ながす,N2,①このレポートは、何の調査もせずに、思いついたことを適当に書き流しているだけだ。,彼は重要な会議での指摘を、ただ聞き流すだけで改善しようとしない。,彼は重要な会議での指摘を、,ただ,聞き,流す,だけで,改善しようとしない。,"Phó từ 'ただ' đi kèm với cấu trúc giới hạn 'だけで' để nhấn mạnh ý nghĩa 'chỉ dừng lại ở việc'. Động từ '聞く' ở dạng liên dụng '聞き' kết hợp bổ nghĩa cho '流す' tạo thành từ ghép mang ý nghĩa nghe qua loa, bỏ ngoài tai. Cụm này làm rõ nguyên nhân dẫn đến vế phủ định ý chí ở đuôi câu."
ながら,R－ながら＜同時＞,N4,①音楽を聴きながら、勉強や仕事をする人のことを「ながら族」という。,先輩の解説を聞きながら重要な点をメモします。,先輩の解説を,聞き,ながら,重要な,点を,メモします。,Động từ '聞く' bỏ masu thành '聞き' kết hợp với liên từ 'ながら' biểu thị hai hành động diễn ra song song cùng lúc. Tính từ '重要な' đóng vai trò định ngữ bổ nghĩa cho danh từ '点'. Cụm tân ngữ này kết hợp trợ từ 'を' bổ nghĩa trực tiếp cho hành động chính 'メモします' ở cuối câu.
