Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
がてら,Nがてら　R－がてら,N1,①買い物がてら、その辺をぶらぶらしない？,A社へのご挨拶がてら、近くに新しくできた弊社ショールームにも立ち寄る予定です。,A社への,ご挨拶がてら、,近くに,新しくできた,弊社ショールームにも,立ち寄る予定です。,"Ngữ pháp 「がてら」 kết hợp sau danh từ hành động 「ご挨拶」 để diễn tả ý nghĩa ""nhân tiện làm việc A thì đồng thời làm việc B"". Thứ tự câu đi từ mục đích chính kết hợp 「がてら」, tiếp theo là thành phần chỉ địa điểm bổ nghĩa 「近くに」, mệnh đề định ngữ 「新しくできた」 bổ nghĩa cho danh từ 「弊社ショールームにも」, và cuối cùng là động từ chính kết thúc câu 「立ち寄る予定です」."
かというと,～かというと　N／Na（なの）かというと　A／V（の）かというと,N2,①彼女はその仕事が気に入っているそうだ。しかし自分の時間を犠牲にしてでも打ち込んでいるかというと、そこまでは行かないらしい。,今回の新プロジェクトがすべて順調に進んでいるかというと、決してそうではない。,今回の,新プロジェクトが,すべて順調に,進んでいる,かというと、,決してそうではない。,"Cấu trúc 「かというと」 dùng để đặt vấn đề ""nếu nói là/liệu có phải là..."". Thứ tự logic: Chủ ngữ câu phụ 「新プロジェクトが」 kết hợp trạng từ 「すべて順調に」 và động từ 「進んでいる」 tạo thành vế giả định, theo sau là 「かというと」 để lật lại vấn đề ở phần vế sau nhằm phủ định 「決してそうではない」."
かというと,疑問詞＋かというと,N3,①私は彼がきらいだ。どうしてかというと、いつも人の悪口ばかり言っているからだ。,弊社がこの取引先を選んだのはなぜかというと、コストパフォーマンスが最も高かったからです。,弊社がこの取引先を,選んだのは,なぜ,かと,いうと、,コストパフォーマンスが最も高かったからです。,"Mẫu 「nếu hỏi tại sao là vì (なぜかというと)」 dùng để giải thích lý do giải quyết thắc mắc. Thứ tự câu: Thành phần chủ ngữ và vị ngữ của vế nêu kết quả 「選んだのは」, đi kèm từ để hỏi 「なぜ」 và cấu trúc liên kết 「かと」「いうと」 tạo thành cụm mở đầu cho mệnh đề giải thích lý do có cấu trúc tương ứng ở đuôi câu 「～からです」."
かとおもうと,V－たかとおもうと,N2,①急に空が暗くなったかと思うと、はげしい雨がふってきた。,先ほどシステムの修正作業が完了したかと思うと、また別の重大なエラーが発生した。,先ほど,システムの修正作業が,完了した,かと,思うと、,また別の重大なエラーが発生した。,"Cấu trúc 「V-たかと思うと」 diễn tả một hành động/sự việc vừa mới xảy ra thì ngay lập tức có sự việc khác xuất hiện ngoài dự kiến. Cú pháp sắp xếp: Chủ ngữ của vế đầu 「システムの修正作業が」, động từ thể quá khứ 「完了した」 kết hợp với cụm 「かと」「思うと」 để nối tiếp mạch thời gian sang vế sau chỉ sự việc bất ngờ xảy ra 「また別の重大なエラーが発生した」."
かとおもうほと,,N2,①いつ寝ているのかと思うほどいそがしそうだ。,彼はまるで先方の社員であるかと思うほど、クライアントの業務に精通している。,彼はまるで,先方の社員で,あるかと,思う,ほど、,クライアントの業務に精通している。,"Mẫu 「～かと思うほど」 biểu thị mức độ cao của một trạng thái, đến mức ngỡ như là như vậy. Thứ tự sắp xếp câu: Trạng từ so sánh giả định 「まるで」, vị ngữ giả định 「先方の社員である」 đi liền với cụm từ chỉ mức độ 「かと思うほど」 (được băm nhỏ thành các chunk), làm bổ ngữ nhấn mạnh mức độ cho trạng thái năng lực ở vế sau 「クライアントの業務に精通している」."
かとおもえば,V－るかとおもえば,N2,①菓がぜんぶ落ちた木があるかと思えば、まだたくさん残っている木もあった。,今回の値上げをすぐに承諾する取引先があるかと思えば、強く反対する会社もある。,今回の値上げを,すぐに承諾する,取引先がある,かと,思えば、,強く反対する会社もある。,"Ngữ pháp 「～かと思えば」 diễn tả hai sự việc hoặc đối tượng mang tính chất trái ngược hoặc đa dạng cùng tồn tại đồng thời. Thứ tự tự nhiên: Mệnh đề định ngữ bổ nghĩa 「すぐに承諾する」, danh từ chủ ngữ và động từ tồn tại 「取引先がある」, kết hợp cụm cấu trúc chuyển ý loại trừ/tương phản 「かと」「思えば」 để dẫn dắt tới đối tượng tương phản ở đuôi câu 「強く反対する会社もある」."
かとおもったら,,N2,①帰ってきたかと思ったら、また出かけていった。,本日の会議に遅れるかと思ったら、定刻の10分前に到着された。,本日の会議に,遅れる,かと,思ったら、,定刻の10分前に,到着された。,"Cấu trúc 「～かと思ったら」 diễn tả một dự đoán hoặc trạng thái tưởng chừng sẽ xảy ra nhưng thực tế kết quả lại diễn biến ngược lại rất nhanh. Thứ tự logic: Trạng ngữ chỉ mục đích 「本日の会議に」, động từ trạng thái giả định suy đoán 「遅れる」, cụm cấu trúc gắn kết 「かと」「思ったら」, trạng từ thời gian thực tế 「定刻の10分前に」 và hành động kính ngữ hoàn thành của khách hàng ở vế kết câu 「到着された」."
かな,,N4,①山田さんは今日来るかな。,午後の会議で使う資料、これで全部そろっているかな。,午後の会議で,使う資料、,これで,全部,そろっている,かな。,"Vĩ từ cuối câu 「かな」 dùng để biểu thị sự tự hỏi, phân vân hoặc hoài nghi nhẹ nhàng của người nói về một sự việc. Thứ tự câu: Thành phần chỉ bối cảnh hành động 「午後の会議で」 bổ nghĩa cho danh từ tân ngữ của mệnh đề chính 「使う資料」, kế tiếp là cụm từ chỉ giới hạn phương thức 「これで」, phó từ lượng 「全部」, vị ngữ trạng thái hiện tại 「そろっている」 và kết bằng từ tình thái 「かな」."
がな,,N1,①山田さんはまだ来ないの？遅れずに来るように言っておいたんだがな。,企画書は本日中に提出するようにと、厳しく伝えておいたんだがな。,企画書は,本日中に,提出するようにと、,厳しく,伝えておいたんだ,がな。,"Vĩ từ 「がな」 đặt ở cuối câu sau thể 「だ/んだ」 trong văn cảnh này thể hiện tâm trạng tiếc nuối, thở dài hoặc pha chút bất mãn khi thực tế không như kỳ vọng. Sắp xếp tự nhiên: Chủ đề câu 「企画書は」, trạng ngữ thời hạn 「本日中に」, mệnh đề truyền đạt yêu cầu gián tiếp 「提出するようにと」, phó từ bổ nghĩa mức độ 「厳しく」, động từ hành động chuẩn bị thể hiện tâm lý sẵn sàng 「伝えておいたんだ」 và vĩ từ cảm thán kết câu 「がな」."
かならず,,N5,①休むときはかならず連絡してください。,メールを送信する前には、かならず添付ファイルを確認してください。,メールを,送信する,前には、,かならず,添付ファイルを,確認してください。,"Trạng từ 「かならず」 biểu thị một nguyên tắc hoặc yêu cầu bắt buộc, cần thiết phải làm gì. Thứ tự phân tích cú pháp sơ cấp N5: Tân ngữ bổ nghĩa 「メールを」 đi với động từ 「送信する」 bổ trợ cho danh từ mốc thời gian 「前には」 làm tiền đề, trạng từ nhấn mạnh 「かならず」 đi trước tân ngữ trực tiếp 「添付ファイルを」 và kết thúc bằng mẫu câu yêu cầu lịch sự tiêu chuẩn 「確認してください」."
