Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
というものだ,V－るというものだ,N3,,①この研究は、生産量を10年のうちに2倍にするというものだ。,,,,,,,,,,,,,,,,,,,
というものではない,,N2,,①食べ物などは、安ければそれでいいというものではない。,,,,,,,,,,,,,,,,,,,
というより,,N3,,①野村さんは、学校の先生というより、銀行員のようだ。,,,,,,,,,,,,,,,,,,,
といえど,～といえど,N1,,①この寺院では、一国の王といえど、靴をはいたまま入ることは許されない。,,,,,,,,,,,,,,,,,,,
といえど,～といえども,N1,,①冬山は、ベテランの登山家といえども、遭難する危険がある。,,,,,,,,,,,,,,,,,,,
といえなくもない,,N2,,①A：最近、彼はまじめに仕事をしていますか。B：まあ、前よりはましだといえなくもないですが。,,,,,,,,,,,,,,,,,,,
といえば,Nといえば,N3,,①川口さんといえば、どこへ行ったのか、姿が見えませんね。,,,,,,,,,,,,,,,,,,,
といえば,～といえば～が,N2,,①おっとりしているといえば、聞こえがいいが、彼女は何をするのも遅い。,,,,,,,,,,,,,,,,,,,
といえば,～といえば～かもしれない,N2,,①彼らはビートルズの再来だといえば、ほめすぎかもしれない。,,,,,,,,,,,,,,,,,,,
といえば,～といえば～ぐらいのことだ,N2,,①わたしの得意なことといえば、ビールの早飲みぐらいのことだ。,,,,,,,,,,,,,,,,,,,
といけない,V－るといけない　から／ので,N4,,①盗まれるといけないので、さいふは金庫にしまっておこう。,,,,,,,,,,,,,,,,,,,
といった,N、NといったN,N3,,①黒沢、小津といった日本の有名な映画監督の作品を上映するそうだ。,,,,,,,,,,,,,,,,,,,
といった,～といったところだ,N3,,①A：最近よく借りだされるビデオは何ですか。B：ダイハード、スターウォーズといったところですね。,,,,,,,,,,,,,,,,,,,
といったらありはしない,Nといったらありはしない　A－いといったらありはしない,N1,,①この年になってから一人暮らしを始める心細さといったらありはしない。,,,,,,,,,,,,,,,,,,,
といったらありゃしない,Nといったらありゃしない　A－いといったらありゃしない,N1,,①あの子は自分が周りからちやほやされているのを知った上で、それを利用しているんだよ。憎たらしいといったらありゃしない。,,,,,,,,,,,,,,,,,,,
といったらない,Nといったらない　A－い（とい）ったらない,N1,,①花嫁衣装を着た彼女の美しさといったらなかった。,,,,,,,,,,,,,,,,,,,
といって,といって,N3,,①お金をなくしたのは気の毒だが、といって、わたしにも貸せる程のお金はない。,,,,,,,,,,,,,,,,,,,
といって,～といって,N4,,①頭が痛いといって、彼は会社を休んだ。,,,,,,,,,,,,,,,,,,,
といって,これといって～ない,N3,,①現代絵画の展覧会にいったが、これといっておもしろい作品には出会わなかった。,,,,,,,,,,,,,,,,,,,
といっては,,N2,,①あの人はなまけものだといっては言い過ぎかもしれない。,,,,,,,,,,,,,,,,,,,
