Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
となると,N（のこと）となると,N2,,①芸能人のスキャンダルとなると、マスコミは夢中になって追跡する。,,,,,,,,,,,,,,,,,,,
となると,～かとなると,N1,,①どうすればこの問題を解決できるかとなると、簡単には答えられない。,,,,,,,,,,,,,,,,,,,
となれば,～となれば　N／Na（だ）となれば　A／V　となれば,N2,,①外国に住むとなれば、やはりその国の言葉ぐらいは勉強しておいたほうがよい。,,,,,,,,,,,,,,,,,,,
となれば,いざとなれば,N2,,①手持ちの現金では足りないかもしれないが、いざとなればクレジットカードを使うことができる。,,,,,,,,,,,,,,,,,,,
となれば,N（のこと）となれば,N2,,①いつもは生気のない彼の目もサッカーのこととなれば急に生き生きと輝やいてくる。,,,,,,,,,,,,,,,,,,,
となれば,～かとなれば,N1,,①どうすれば解決できるかとなれば、答えは簡単には出てこないものだ。,,,,,,,,,,,,,,,,,,,
とにかく,あることがらや行為について、それはひとまずおいておいて、それより他のことがらや行為を優先させて扱うことを表す場合に用いる。「ともかく」とも言う。とにかく,N4,,①あの人はとにかく大変な秀才です。,,,,,,,,,,,,,,,,,,,
とにかく,とにかくV,N4,,①うまくいくか分かりませんが、とにかくやってみます。,,,,,,,,,,,,,,,,,,,
とにかく,Nはとにかく（として）,N3,,①見かけはとにかく、味はよい。,,,,,,,,,,,,,,,,,,,
との,～とのことだ,N3,,①みなさんによろしくとのことでした。,,,,,,,,,,,,,,,,,,,
との,～とのN,N3,,①恩師から結婚式には出席できないとの返事を受け取った。,,,,,,,,,,,,,,,,,,,
とは,～とは＜定義づけ＞,N4,,①パソコンとは、個人で使える小型のコンピュータのことだ。,,,,,,,,,,,,,,,,,,,
とは,～とは＜引用＞,N3,,①A：森山さん、会社退職するそうですよ。B：えっ、退職するとは、結婚するということですか。,,,,,,,,,,,,,,,,,,,
とは,～とは＜驚き＞,N3,,①一人で5種目も優勝とは、まったく驚いた。,,,,,,,,,,,,,,,,,,,
とはいいながら,～とはいいながら,N2,,①分かっているとはいいながら、やはり別れはつらいものだ。,,,,,,,,,,,,,,,,,,,
とはいいながら,とはいいながら,N2,,①過ぎたことは悔やんでも仕方がない。とはいいながら、思い出すとつい涙が出てしまう。,,,,,,,,,,,,,,,,,,,
とはいうものの,,N2,,①フランス語は大学時代に習ったとはいうものの、もうすっかり忘れてしまった。,,,,,,,,,,,,,,,,,,,
とはいえ,節や文を受け、「それはそうなのだが、しかし」といった意味を表す。前のことがらから予想・期待されることと結果が食い違うような場合に用いられる。書きことば。「とはいいながら」「とはいうものの」「と（は）いっても」に言いかえられる。～とはいえ　N／Na（だ）とはいえ　A／Vとはいえ,N2,,①男女平等の世の中とはいえ、職場での地位や仕事の内容などの点でまだ差別が残っている。,,,,,,,,,,,,,,,,,,,
とはいえ,とはいえ,N2,,①病状は危険な状態を脱して、回復に向かっている。とはいえ、まだ完全に安心するわけにはいかない。,,,,,,,,,,,,,,,,,,,
とはいっても,,N3,,①初めて小説を書いた。とはいっても、ごく短いものだけれど。,,,,,,,,,,,,,,,,,,,
