Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
なりと,Nなりと（も）,N2,,①よろしかったら私の話なりとも聞いて下さい。,,,,,,,,,,,,,,,,,,,
なりと,疑問詞（＋格助詞）＋なりと,N2,,①お前みたいな勝手なやつはどこへなりと行ってしまえばいい。,,,,,,,,,,,,,,,,,,,
なる,になる　A－くなる　V－ようになる,N5,,①木が切り倒されて山が裸になってしまった。,,,,,,,,,,,,,,,,,,,
なる,Nからなる,N3,,①この本は4つの章からなっている。,,,,,,,,,,,,,,,,,,,
なる,～ことになる,N3,,①この大会も今年で4回目ということになりますね。,,,,,,,,,,,,,,,,,,,
なる,R－そうになる,N4,,①叱られて泣きそうになった。,,,,,,,,,,,,,,,,,,,
なる,となる,N3,,①彼はまだ20歳なのに、もうすぐ一児の父となります。,,,,,,,,,,,,,,,,,,,
なる,～となると→【となると1】、【となると2】Nともなると,N2,,①3月ともなるとだいぶ暖かく感じられるようになります。,,,,,,,,,,,,,,,,,,,
なる,～になる　Nになる　V一ることになる,N4,,①来年から5月4日は休校日になります。,,,,,,,,,,,,,,,,,,,
なる,Nになると,N3,,①国語なら教えられるが、数学になると全く手がでない。,,,,,,,,,,,,,,,,,,,
なる,おR－になる,N4,,①先生はお帰りになりました。,,,,,,,,,,,,,,,,,,,
なるたけ,,N4,,①この仕事はなるたけ早く仕上げて下さい。,,,,,,,,,,,,,,,,,,,
なるべく,なるべく,N4,,①今晩はなるべく早めに帰ってきて下さいね。,,,,,,,,,,,,,,,,,,,
なるべく,なるべくなら,N3,,①なるべくなら、今晩は早く帰って休みたい。,,,,,,,,,,,,,,,,,,,
なるほど,,N4,,①いい店だとは聞いていたが、なるほどサービスもいいし料理もうまい。,,,,,,,,,,,,,,,,,,,
なれた,R－なれたN,N3,,①使いなれた道具を使う。,,,,,,,,,,,,,,,,,,,
なんか,なんか,N4,,①A：なんかたべるものない？B：冷蔵庫見てみたら？なんか入っていると思うけど。,,,,,,,,,,,,,,,,,,,
なんか,なんか＜様子＞,N4,,①彼女と話しているとなんかほっとした気持ちになる。,,,,,,,,,,,,,,,,,,,
なんか,～かなんか　N／A／V　かなんか,N3,,①今度の休みは映画かなんか行かない？,,,,,,,,,,,,,,,,,,,
なんか,Nやなんか,N3,,①スポーツは好きですが、野球やなんかの球技はあまり得意ではないんですよ。,,,,,,,,,,,,,,,,,,,
