Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
また,また＜繰り返し＞,N5,,①また、飛行機が落ちたらしい。,,,,,,,,,,,,,,,,,,,
また,また＜付加＞,N4,,①教科書は、大学生協で購入できる。また、大きな書店でも販売している。,,,,,,,,,,,,,,,,,,,
また,また＜列挙＞,N3,,①彼は良き父であり、また良き夫でもある。,,,,,,,,,,,,,,,,,,,
また,また＜選択＞,N3,,①参加してもよい。また、参加しなくてもよい。,,,,,,,,,,,,,,,,,,,
また,～もまた　Nもまた　Naなのもまた　A／V　のもまた,N2,,①山でのキャンプ生活は電気もガスもないが、不便なのもまた楽しい。,,,,,,,,,,,,,,,,,,,
また,～また,N2,,①いったいまたどうしてそんなことを。,,,,,,,,,,,,,,,,,,,
また,またのN,N4,,①またのお越しをお待ちしております。,,,,,,,,,,,,,,,,,,,
また,NまたN,N2,,①一行は、山また山の奥地に進んで行った。,,,,,,,,,,,,,,,,,,,
まだ,まだ～ない,N5,,①A：昼ご飯は、もう食べましたか。B：いいえ、まだ食べていません。,,,,,,,,,,,,,,,,,,,
まだ,まだ＜過去からの継続＞,N5,,①A：敏子は何をしているの？B：おねえちゃんは、まだ電話をしているよ。,,,,,,,,,,,,,,,,,,,
まだ,まだ＜未果への継続＞,N4,,①これから、まだもっと寒くなる。,,,,,,,,,,,,,,,,,,,
まだ,まだ～ある,N5,,①開演までには、まだ時間がある。,,,,,,,,,,,,,,,,,,,
まだ,まだ＜経過＞,N4,,①まだ一時間しかたっていない。,,,,,,,,,,,,,,,,,,,
まだ,まだ＜比較＞,N3,,①何日もかかって、長いレポートを書かされるよりは、一日ですむ試験の方がまだいい。,,,,,,,,,,,,,,,,,,,
またしても,,N2,,①またしても空の事故が起こった。,,,,,,,,,,,,,,,,,,,
または,NまたはN,N4,,①黒か青のペンまたはえんぴつで書いてください。,,,,,,,,,,,,,,,,,,,
またもや,,N2,,①またもや、彼が登場した。,,,,,,,,,,,,,,,,,,,
まったく,まったく～ない,N4,,①きのうのクラスはまったくおもしろくなかった。,,,,,,,,,,,,,,,,,,,
まったく,まったく,N4,,①これとこれはまったく同じものです。,,,,,,,,,,,,,,,,,,,
まで,NからNまで,N5,,①シンポジウムは1時から3時まで第3会場で行います。,,,,,,,,,,,,,,,,,,,
