Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
にこしたことはない,Nであるにこしたことはない　Na（である）にこしたことはない　A－いにこしたことはない　V－るにこしたことはない,N2,,①体はじょうぶにこしたことはない。,,,,,,,,,,,,,,,,,,,
にこたえ,Nにこたえ,N1,,①その青年は人々の期待にこたえ、大きな韓を撃ち取った。,,,,,,,,,,,,,,,,,,,
にこたえて,Nにこたえて,N2,,①その選手は両親の期待にこたえてみごとに完走した。,,,,,,,,,,,,,,,,,,,
にさいし,Nにさいし　V－るにさいし,N1,,①今回の合併に際し、大規模な合理化が行われた。,,,,,,,,,,,,,,,,,,,
にさいして,Nにさいして　V－るにさいして,N2,,①お別れに際して一言ご挨拶を申し上げます。,,,,,,,,,,,,,,,,,,,
にさきだち,Nにさきだち　V－るにさきだち,N1,,①実験にさきだち、入念なチェックを行った。,,,,,,,,,,,,,,,,,,,
にさきだって,Nにさきだって　V－るにさきだって,N2,,①試験開始にさきだって、注意事項を説明する。,,,,,,,,,,,,,,,,,,,
にしたがい,Nにしたがい　V－るにしたがい,N2,,①引率者の指示に従い行動すること。,,,,,,,,,,,,,,,,,,,
にしたがって,Nにしたがって,N3,,①引率者の指示にしたがって行動して下さい。,,,,,,,,,,,,,,,,,,,
にしたがって,V－るにしたがって,N3,,①上昇するにしたがって気圧が下がる。,,,,,,,,,,,,,,,,,,,
にしたって,「にしろ」「にしても」の話しことばでの言い方。Nにしたって,N2,,①社長にしたって成功の見通しがあって言っていることではない。,,,,,,,,,,,,,,,,,,,
にしたって,V－るにしたって,N2,,①人に注意を与えるにしたって、もう少し言葉遣いには気を付けるべきだ。,,,,,,,,,,,,,,,,,,,
にしたって,疑問詞＋にしたって,N2,,①どちらにしたって勝てる見込みはほとんどない。,,,,,,,,,,,,,,,,,,,
にしたら,Nにしたら,N3,,①せっかくの申し出を断ってしまったのだから、彼にしたら、自分の親切が踏みにじられたと感じていることだろう。,,,,,,,,,,,,,,,,,,,
にして,Nにして＜段階＞,N1,,①この歳にして初めて人生のなんたるかが分かった。,,,,,,,,,,,,,,,,,,,
にして,Nにして＜並立＞,N1,,①教師にして学問のなんであるかを知らない。,,,,,,,,,,,,,,,,,,,
にして,～にして,N1,,①幸いにして大事にいたらずにすんだ。,,,,,,,,,,,,,,,,,,,
にしてからが,Nにしてからが,N1,,①リーダーにしてからがやる気がないのだから、ほかの人たちがやるはずがない。,,,,,,,,,,,,,,,,,,,
にしては,N／Na／V　にしては,N3,,①子供にしてはむずかしい言葉をよく知っている。,,,,,,,,,,,,,,,,,,,
にしてみれば,Nにしてみれば,N2,,①今何の歌がはやっているかなんて、私にしてみればどうでもいいことだ。それよりもっと大切なことが山ほどある。,,,,,,,,,,,,,,,,,,,
