Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
あと1,～あと　Nのあと　V－たあと,N5,,①試験の後はいつも気分が落ち込む。,,,,,,,,,,,,,,,,,,,
あと1,～あと（で／に）　Nのあと　で／に　V－たあと　で／に,N5,,①田中さんにはお世話になったから、引っ越しの後で改めてお礼にうかがおう。,,,,,,,,,,,,,,,,,,,
あと1,V－たあとから,N4,,①募集を締め切ったあとから応募したいと言ってこられても困る。,,,,,,,,,,,,,,,,,,,
あと2,あと,N5,,①料理はこのくらいあれば十分ですね。あと、飲み物はこれで足りますか。,,,,,,,,,,,,,,,,,,,
あと2,あと＋数量詞,N5,,①その仕事を片づけるにはあと3日で十分です。,,,,,,,,,,,,,,,,,,,
あとから,,N4,,①あとから文句を言われても困るので、何か言いたいことがある人は今のうちに出してください。,,,,,,,,,,,,,,,,,,,
あとで,,N5,,①あとでまた電話します。,,,,,,,,,,,,,,,,,,,
あとは～だけ,,N3,,①メンバーはほとんどそろって、あとは田中さんだけなのだが、なぜか予定の時刻を過ぎても現れる気配がない。,,,,,,,,,,,,,,,,,,,
あまり,話しことばで強めるときには「あんまり」となる。あまり／あんまり～ない　あまりNaではない　あまりA－くない　あまりV－ない,N5,,①今はあまりおなかがすいていないので、ケーキはいりません。,,,,,,,,,,,,,,,,,,,
あまり,あまりに（も）　あんまり（にも）,N3,,①あまりにおかしくて涙が出た。,,,,,,,,,,,,,,,,,,,
あまり,あまりのN　に／で,N3,,①あまりの驚きに声も出なかった。,,,,,,,,,,,,,,,,,,,
あまり,あまりに（も）～と　あんまり（にも）～と,N3,,①あまりボリュームを上げると隣の人が文句を言いに来るから気をつけてね。,,,,,,,,,,,,,,,,,,,
あまり,～あまり（に）Nのあまり（に）　V－るあまり（に）,N2,,①母は悲しみのあまり、病の床に就いてしまった。,,,,,,,,,,,,,,,,,,,
あまり,数量詞＋あまり,N2,,①その会の出席者は100名あまりだった。,,,,,,,,,,,,,,,,,,,
あらためる,R－あらためる,N2,,①この文章の内容を子供向けに書き改めてくださいませんか。,,,,,,,,,,,,,,,,,,,
あるいは,N（か）あるいはN,N2,,①黒あるいは青のペンで記入してください。,,,,,,,,,,,,,,,,,,,
あるいは,～か、あるいは,N2,,①申し込み書類は、郵送するかあるいは事務所まで持参してください。,,,,,,,,,,,,,,,,,,,
あるいは,あるいは～かもしれない,N2,,①このぶんでは、明日はあるいは雪かもしれない。,,,,,,,,,,,,,,,,,,,
あるいは,あるいは～あるいは,N1,,①高校を卒業した学生たちは、あるいは進学し、あるいは就職し、それぞれの進路を歩み始める。,,,,,,,,,,,,,,,,,,,
あるまじき～だ,NにあるまじきNだ,N1,,①業者から金品を受け取るなど公務員にあるまじきことだ。,,,,,,,,,,,,,,,,,,,
