Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ばかり,だとばかりおもっていた　A／V　とばかりおもっていた,N2,①河田さんは独身だとばかり思っていたが、もうお子さんが二人もあるそうだ。,今回の契約は合意に至ったとばかり思っていたが、先方から急な仕様変更を求められた。,今回の契約は,合意に,至ったと,ばかり,思っていたが、,先方から急な仕様変更を求められた。,"Cấu trúc 「～とばかり思っていた」 diễn tả ý nghĩa 'đinh ninh rằng.../cứ ngỡ là...' (nhưng thực tế lại khác). Ở đây, danh từ 「合意」 (thỏa thuận) đi với trợ từ 「に」 để kết hợp với động từ 「至る」 (đạt được), tạo thành cụm 「合意に至る」 (đạt được thỏa thuận). Thể quá khứ 「至った」 kết hợp với 「とばかり思っていた」 thể hiện sự việc người nói đã đinh ninh trong quá khứ trước khi có sự thay đổi đột ngột từ phía đối tác."
ばかり,～とばかり（に）,N1,①相手チームの調子が崩れた。彼らはこのときとばかりに攻め込んだ。,競合他社が値上げを発表するや、営業部は今が好機とばかりに新規顧客への提案を開始した。,競合他社が値上げを発表するや、営業部は,今が,好機と,ばかりに,新規顧客への,提案を開始した。,"Cấu trúc 「～とばかりに」 mang ý nghĩa 'như muốn nói rằng/như thể...' (thường dùng để mô tả thái độ, hành động dứt khoát của ai đó). Trong ngữ cảnh này, cụm danh từ 「好機」 (cơ hội tốt) đi kèm trợ từ 「と」 để liên kết với 「ばかりに」, tạo thành cụm 「今が好機とばかりに」 (như muốn nói 'bây giờ chính là cơ hội tốt'). Tiếp theo là danh từ định ngữ 「新規顧客への」 bổ nghĩa cho danh từ 「提案」 ở phần Suffix."
ばかりか,書きことば的なかたい表現。～ばかりか　～も／～まで　Nばかりか～も／～まで　Naなばかりか　～も／～まで　A／V　ばかりか～も／～まで,N2,①彼女は、現代語ばかりか古典も読める。,この新しい業務管理システムは、経費を削減できるばかりか業務効率の向上までも実現してくれる。,この新しい業務管理システムは、,経費を,削減できる,ばかりか,業務効率の向上,までも実現してくれる。,"Cấu trúc 「V-る/A-i/Na-na/N + ばかりか ～ も/まで」 mang nghĩa 'không chỉ... mà ngay cả/đến mức...'. Ở đây, động từ 「削減できる」 (có thể cắt giảm) đi trước 「ばかりか」 để chỉ lợi ích thứ nhất. Lợi ích thứ hai 「業務効率の向上」 (nâng cao hiệu quả công việc) đi trước trợ từ nhấn mạnh 「までも」 (ngay cả/đến cả) kết hợp với động từ ở phần Suffix để hoàn thành cấu trúc tương thích."
ばかりか,それだかりか,N2,①上田さんは英語が話せる。そればかりか韓国語もインドネシア語も話せる。,鈴木さんはプロジェクトを予定通りに完了させた。そればかりか、クライアントからも高い評価をいただいた。,鈴木さんはプロジェクトを予定通りに完了させた。,それ,ばかりか、,クライアント,からも高い,評価をいただいた。,"Liên từ 「そればかりか」 dùng để nối hai câu, mang ý nghĩa 'không chỉ có thế/hơn thế nữa'. Phần Prefix kết thúc một câu hoàn chỉnh. Cụm 「そればかりか」 đóng vai trò liên từ khởi đầu câu tiếp theo. Tiếp theo là đối tượng nhận hành động đánh giá 「クライアント」 (khách hàng) đi kèm với 「からも高い」 (cũng nhận được sự đánh giá cao từ...) để bổ nghĩa cho danh từ 「評価」 ở phần Suffix."
ばかりでなく～も,,N3,①山田さんは英語ばかりでなく中国語も話せる。,我が社は国内市場での販売ばかりでなく海外市場への進出も視野に入れるべきだ。,我が社は,国内市場での,販売ばかりでなく,海外市場への,進出も,視野に入れるべきだ。,"Cấu trúc 「N + ばかりでなく + N + も」 mang nghĩa 'không chỉ N1 mà cả N2'. Trong câu này, N1 là 「国内市場での販売」 (bán hàng ở thị trường trong nước) kết hợp với 「ばかりでなく」. N2 là 「海外市場への進出」 (tiến ra thị trường nước ngoài) kết hợp với trợ từ 「も」. Cuối cùng, cụm động từ 「視野に入れる」 (đưa vào tầm nhìn/cân nhắc) ở phần Suffix hoàn thiện nghĩa của câu."
ばこそ,であればこそ　A－ければこそ　V－ばこそ,N1,①すぐれた教師であればこそ、学生からあれほど慕われるのです。,クライアントとの信頼関係があればこそ、弊社は個人情報の管理を徹底しているのです。,クライアントとの,信頼関係が,あればこそ、,弊社は,個人情報の,管理を徹底しているのです。,"Cấu trúc 「V-ば / A-ければ / N・Naであれば + こそ」 nhấn mạnh nguyên nhân: 'chính vì... nên mới...'. Ở đây, động từ 「ある」 chia sang thể điều kiện là 「あれば」 kết hợp với 「こそ」 để nhấn mạnh tầm quan trọng của 「信頼関係」 (quan hệ tin cậy). Cụm 「弊社は」 (công ty chúng tôi) làm chủ ngữ cho vế sau, và 「個人情報の」 định nghĩa cho 「管理」 (quản lý thông tin cá nhân) ở vế Suffix."
はじめ,Nをはじめ（として）～など,N3,①日本の伝統芸能としては、歌舞伎をはじめ、能、茶の湯、生け花などが挙げられる。,新しい社内システムは、営業部をはじめとして管理部や総務部などの部署に導入されます。,新しい社内システムは、,営業部を,はじめとして,管理部や,総務部などの,部署に導入されます。,"Cấu trúc 「N + をはじめ（として） + N2 + など」 dùng để đưa ra một ví dụ tiêu biểu nhất: 'trước tiên là N, và các N2 khác...'. Ở đây, 「営業部」 (Phòng Kinh doanh) là ví dụ tiêu biểu kết hợp với 「をはじめとして」. Tiếp theo là các bộ phận khác 「管理部や」 (Phòng Quản lý) và 「総務部などの」 (Phòng Tổng vụ) để bổ nghĩa cho danh từ chỉ nơi chốn 「部署に」 ở phần Suffix."
はじめ,Nをはじめ（として）～まで,N2,①その会議には、歴史学者をはじめ、町の研究家から一般市民にいたるまで、さまざまな人々が参加した。,今回の新商品発表会には、主要取引先ををはじめ、個人のお客様にいたるまで多くの方が来場された。,今回の新商品発表会には、,主要取引先を,をはじめ、,個人のお客様に,いたるまで,多くの方が来場された。,"Cấu trúc 「N1 + をはじめ + N2 + にいたるまで」 diễn tả phạm vi rộng lớn: 'bắt đầu từ N1 cho đến tận N2'. Ở đây, 「主要取引先」 (đối tác kinh doanh chính) đi kèm 「をはじめ」 làm điểm xuất phát tiêu biểu, tiếp nối bằng đối tượng rộng hơn là 「個人のお客様」 (khách hàng cá nhân) đi kèm với cụm 「にいたるまで」 (cho đến tận) để tạo liên kết tự nhiên với phần chủ ngữ vế sau ở Suffix."
はじめて,V－て（みて）はじめて,N3,①病気になってはじめて健康のありがたさがわかる。,自分でプロジェクトの責任者を務めてはじめて、予算管理の大変さが身に染みてわかった。,自分で,プロジェクトの,責任者を,務めて,はじめて、,予算管理の大変さが身に染みてわかった。,"Cấu trúc 「V-て + はじめて」 có nghĩa là 'chỉ sau khi làm V thì mới...'. Ở đây, động từ 「務める」 (đảm nhận/làm việc) được chia sang thể Te thành 「務めて」 kết hợp với 「はじめて」. Trước đó là tân ngữ 「責任者を」 (trách nhiệm nhân/người chịu trách nhiệm) bổ nghĩa cho hành động. Toàn bộ vế trước tạo tiền đề cho sự nhận thức sâu sắc ở phần Suffix."
はず,Nのはず　Naなはず　A／V　はず　～はずだ＜話し手の判断＞,N3,①A：山田さんも明日の会議には出席するんですか。B：いや、今週は東京に行くと言っていたから、明日の会議には来ないはずだよ。,お見積書は昨日発送いたしましたので、今頃は先方に届いているはずです。,お見積書は昨日発送いたしましたので、,今頃は,先方に,届いている,はず,です。,"Cấu trúc 「V-る/V-ている + はずだ」 thể hiện phán đoán chắc chắn của người nói dựa trên lý do xác thực: 'chắc chắn là/sẽ...'. Trong văn cảnh công sở, việc gửi báo giá (発送) vào ngày hôm qua là căn cứ để người nói phán đoán rằng 'vào tầm này' (今頃は) thư 'đã tới' (届いている) nơi đối tác (先方に), kết hợp với 「はず」 ở cuối trước kính ngữ 「です」."
はず,～はずだ＜納得＞　Naなはずだ　A／V　はずだ,N3,①この部屋、寒いねえ。（窓が開いているのを見つけて）寒いはずだ。窓が開いているよ。,サイトの表示速度が非常に速いですね。速いはずです、昨日サーバーの増強工事を終えたばかりですから。,サイトの表示速度が非常に速いですね。,速い,はず,です、昨日,サーバーの増強工事を,終えたばかりですから。,"Cấu trúc 「A-i/Na-na + はずだ」 thể hiện sự vỡ lẽ, hiểu ra lý do: 'thảo nào/hèn chi...'. Ở đây, tính từ 「速い」 (nhanh) kết hợp trực tiếp với 「はずです」 để bày tỏ sự đồng tình/hiểu ra nguyên nhân vì sao tốc độ tải trang lại nhanh như vậy, vế sau giải thích lý do cụ thể vừa mới nâng cấp máy chủ (サーバー増強工事を終えたばかり)."
はず,V－たはず,N3,①おかしなことに；閉めたはずの金庫のカギが開いていた。,退社する前に会議室のドアは施錠したはずですが、なぜか鍵が開いていました。,退社する前に,会議室の,ドアは,施錠した,はずですが、,なぜか鍵が開いていました。,"Cấu trúc 「V-た + はずだ」 dùng khi người nói chắc chắn về một hành động mình đã làm trong ký ức nhưng thực tế xảy ra lại trái ngược. Ở đây, động từ 「施錠する」 (khóa cửa) được chia ở thể quá khứ 「施錠した」 đi với 「はずですが」 (chắc chắn là đã khóa rồi nhưng...) để diễn tả sự hoài nghi khi thấy cửa vẫn mở ở vế sau."
はず,～はずがない＜可能性の否定＞,N3,①あの温厚な人がそんなひどいことをするはずがない。,普段から慎重な田中さんが、このような単純な入力ミスをするはずがありません。,普段から慎重な田中さんが、,このような,単純な,入力ミスを,するはずが,ありません。,Cấu trúc 「V-る + はずがない」 thể hiện sự phủ định mạnh mẽ về mặt khả năng: 'không đời nào/làm sao có chuyện...'. Trực giác logic kết nối danh từ bổ nghĩa 「このような」 (như thế này) -> tính từ 「単純な」 (đơn giản) -> danh từ chỉ lỗi 「入力ミス」 (lỗi nhập liệu) -> động từ thực hiện hành động 「する」 kết hợp với 「はずがない」 và thể phủ định lịch sự 「ありません」.
はず,～はずだった,N3,①彼も来るはずだったが、急用ができて来られないそうだ。,本日クライアントが弊社に来社するはずだったが、悪天候のため来週に延期となった。,本日クライアントが,弊社に,来社する,はず,だったが、,悪天候のため来週に延期となった。,"Cấu trúc 「V-る + はずだった」 diễn tả một dự định, kế hoạch đáng lẽ ra phải diễn ra trong quá khứ nhưng thực tế lại không xảy ra. Ở đây, động từ 「来社する」 (đến thăm công ty) kết hợp với 「はずだったが」 (đáng lẽ ra đã... nhưng) để chỉ việc đối tác đến thăm công ty bị hủy/hoãn do thời tiết xấu ở vế sau."
はず,～はずではなかった,N3,①こんなはずではなかった。もっとうまくいくと思っていたのに。,綿密に計画を立てたため、納品がこれほど遅れるはずではなかったのですが。,綿密に計画を立てたため、,納品が,これほど,遅れる,はずでは,なかったのですが。,"Cấu trúc 「～はずではなかった」 thể hiện sự tiếc nuối hoặc ngạc nhiên khi kết quả thực tế tồi tệ hơn nhiều so với dự tính: 'đáng lẽ ra không phải như thế này'. Ở đây, danh từ 「納品」 (giao hàng) kết hợp với phó từ chỉ mức độ 「これほど」 (đến mức này) và động từ 「遅れる」 (trễ) tạo thành vế trước bổ nghĩa cho mẫu ngữ pháp phủ định quá khứ."
はずみ,Nのはずみ　で／に　V一たはずみ　で／に,N2,①ころんだはずみに足首を捻挫してしまった。,慌ててエレベーターに乗り込もうとしたはずみに、社用スマートフォンの画面を割ってしまった。,慌ててエレベーターに,乗り込もうと,した,はずみに、,社用スマートフォンの,画面を割ってしまった。,"Cấu trúc 「V-た/V-ようとした + はずみに」 diễn tả ý nghĩa 'ngay trong lúc định làm gì đó (do quán tính/đột ngột) thì xảy ra sự cố không mong muốn'. Ở đây, động từ hành động 「乗り込む」 (bước vào) được chia sang thể ý chí 「乗り込もう」 đi kèm với 「とする」 (đang định làm) ở dạng quá khứ 「した」 kết hợp với danh từ chỉ cơ hội/đà 「はずみに」. Vế sau thể hiện kết quả ngoài ý muốn là làm vỡ màn hình điện thoại công ty."
はたして,はたして～か,N2,①説明書の通りに組み立ててみたが、はたしてこれでうまく動くものかどうか自信がない。,大規模な広告キャンペーンを展開したが、はたして売上増につながるかどうか懸念が残る。,大規模な広告キャンペーンを展開したが、,はたして,売上増に,つながる,かどうか,懸念が残る。,"Cấu trúc 「はたして」 đi cùng mẫu câu nghi vấn 「～か（どうか）」 diễn tả sự nghi ngờ, lo lắng: 'liệu thực sự có... hay không'. Trật tự logic bắt đầu bằng phó từ nghi vấn 「はたして」, theo sau là mục tiêu hướng đến 「売上増に」 (đến việc tăng doanh thu), động từ kết nối 「つながる」 (liên kết/dẫn đến), và cấu trúc lựa chọn 「かどうか」 bổ nghĩa cho danh từ cảm xúc 「懸念」 (lo ngại) ở vế Suffix."
はたして,はたして～した,N2,①彼もやって来るのではないかと思っていたところ、はたして現れた。,システムに不具合があるのではないかと危惧していたが、はたしてテスト運用中に重大なエラーが発生した。,システムに不具合があるのではないかと危惧していたが、,はたして,テスト運用中に,重大な,エラーが,発生した。,"Cấu trúc 「はたして」 đi với thể khẳng định quá khứ mang ý nghĩa 'quả nhiên đúng như dự đoán/lo sợ'. Sau khi người nói thể hiện sự lo ngại (危惧していた) ở vế Prefix, câu tiếp theo dùng 「はたして」 để khẳng định việc đó đã xảy ra. Trật tự logic: 「はたして」 -> trạng từ chỉ thời gian 「テスト運用中に」 (trong lúc vận hành thử nghiệm) -> tính từ bổ nghĩa 「重大な」 (nghiêm trọng) -> chủ ngữ 「エラーが」 -> động từ xảy ra ở Suffix."
はたして,はたして～としても,N1,①はたして彼の言うことが事実であったとしても、彼に責任がないということにはならない。,予算の都合上、はたして先方が値下げに応じたとしても、目標とする利益率を達成するのは極めて困難だ。,予算の都合上、,はたして,先方が,値下げに,応じたとしても、,目標とする利益率を達成するのは極めて困難だ。,"Cấu trúc 「はたして」 kết hợp với cấu trúc giả định trái ngược 「～たとしても」 mang nghĩa 'cho dù thực sự có... đi chăng nữa (một giả định khó xảy ra)'. Trật tự tự nhiên: phó từ 「はたして」 đứng trước để tạo sắc thái giả định cực đoan, tiếp theo là chủ ngữ vế phụ 「先方が」 (đối tác), đi kèm mục tiêu của động từ 「値下げに」 (đối với việc giảm giá) và động từ chia ở thể quá khứ giả định 「応じたとしても」 (cho dù có đáp ứng)."
ぱなし,Rっぱなし　動詞の連用形に付く。「R－はなし」の形で使われることもある。R－っぱなし＜放任＞,N3,①ドアを開けっ放しにしないでください。,会議室のプロジェクターの電源を入れっぱなしにしないでください。,会議室のプロジェクターの,電源を,入れ,っぱなしに,しないで,ください。,"Cấu trúc 「V-masu (bỏ masu) + っぱなしにする」 diễn tả việc để nguyên một trạng thái nào đó mà không xử lý dứt điểm (mang tính cẩu thả, bừa bãi). Ở đây, động từ 「入れる」 (bật nguồn) bỏ 「ます」 thành 「入れ」 kết hợp với trợ từ chỉ trạng thái 「っぱなしに」. Đi kèm sau đó là yêu cầu phủ định nhẹ nhàng 「しないでください」 (xin vui lòng đừng làm thế) để nhắc nhở nhân viên giữ gìn tài sản chung."
